sample_id,country,R0,gen_time,p_det,false_positive_rate,icu_detection_time,icu_local_cases,hariss_detection_time,hariss_local_cases,aww_detection_time,aww_local_cases,earliest_detection_time,earliest_surveillance_type,total_latent,total_infectious,total_detectable
25,Switzerland,1.5,6.0,0.08,0.04,94.97310525332047,1045.0,75.50000025165451,294.0,65.0,134.0,65.0,AWW,97.0,55.0,193.0
26,Switzerland,1.5,6.0,0.08,0.04,61.76776840745343,1959.0,43.50000013425491,324.0,74.0,6819.0,43.50000013425491,HARISS,102.0,62.0,176.0
27,Switzerland,1.5,6.0,0.08,0.04,97.86999624099764,2392.0,78.50000028413253,879.0,82.0,1261.0,78.50000028413253,HARISS,81.0,56.0,202.0
28,Switzerland,1.5,6.0,0.08,0.04,66.61793101879408,1801.0,68.50000012848058,2146.0,86.0,12270.0,66.61793101879408,ICU,105.0,66.0,203.0
29,Switzerland,1.5,6.0,0.08,0.04,84.26586533026764,2304.0,75.50000077540766,1035.0,81.0,1670.0,75.50000077540766,HARISS,98.0,57.0,168.0
30,Switzerland,1.5,6.0,0.08,0.04,97.57123771564271,1187.0,75.50000004023322,378.0,79.0,546.0,75.50000004023322,HARISS,100.0,57.0,193.0
31,Switzerland,1.5,6.0,0.08,0.04,66.21248501791698,259.0,82.50000024873871,1309.0,85.0,1646.0,66.21248501791698,ICU,91.0,48.0,186.0
32,Switzerland,1.5,6.0,0.08,0.04,68.08446981028143,487.0,64.50000038077062,325.0,81.0,1854.0,64.50000038077062,HARISS,86.0,70.0,187.0
33,Switzerland,1.5,6.0,0.08,0.04,87.06435668241299,2895.0,57.500000947247514,180.0,72.0,624.0,57.500000947247514,HARISS,98.0,51.0,178.0
34,Switzerland,1.5,6.0,0.08,0.04,93.87810317317408,2387.0,78.5000006475604,827.0,78.0,779.0,78.0,AWW,110.0,49.0,194.0
35,Switzerland,1.5,6.0,0.08,0.04,12.179993347168303,1.0,Inf,NaN,85.0,2432.0,12.179993347168303,ICU,98.0,54.0,186.0
36,Switzerland,1.5,6.0,0.08,0.04,80.8431853040149,627.0,85.50000045063788,1058.0,72.0,264.0,72.0,AWW,89.0,43.0,174.0
37,Switzerland,1.5,6.0,0.08,0.04,93.79622745705987,2281.0,71.50000030099716,454.0,87.0,2094.0,71.50000030099716,HARISS,82.0,52.0,186.0
38,Switzerland,1.5,6.0,0.08,0.04,92.87525700664209,1265.0,Inf,NaN,57.0,29.0,57.0,AWW,94.0,64.0,162.0
39,Switzerland,1.5,6.0,0.08,0.04,59.605992118982996,303.0,54.50000068441592,175.0,76.0,1571.0,54.50000068441592,HARISS,103.0,56.0,181.0
40,Switzerland,1.5,6.0,0.08,0.04,54.0878663859734,165.0,71.50000082083999,1058.0,80.0,2396.0,54.0878663859734,ICU,98.0,54.0,200.0
41,Switzerland,1.5,6.0,0.08,0.04,79.67713108604468,440.0,75.50000007432983,254.0,82.0,613.0,75.50000007432983,HARISS,87.0,63.0,179.0
42,Switzerland,1.5,6.0,0.08,0.04,93.63956646215848,1592.0,71.50000050178254,302.0,57.0,71.0,57.0,AWW,95.0,61.0,184.0
43,Switzerland,1.5,6.0,0.08,0.04,57.11744866266837,325.0,54.500000170697646,269.0,80.0,3628.0,54.500000170697646,HARISS,108.0,47.0,190.0
44,Switzerland,1.5,6.0,0.08,0.04,85.7185997661273,1316.0,82.5000003360417,932.0,86.0,1343.0,82.5000003360417,HARISS,93.0,50.0,167.0
45,Switzerland,1.5,6.0,0.08,0.04,96.0005006628094,1868.0,85.50000028860421,1409.0,83.0,1132.0,83.0,AWW,106.0,68.0,196.0
46,Switzerland,1.5,6.0,0.08,0.04,80.69241411267038,814.0,33.50000057294238,3.0,66.0,200.0,33.50000057294238,HARISS,85.0,62.0,173.0
47,Switzerland,1.5,6.0,0.08,0.04,71.39750412053536,510.0,33.5000006307823,2.0,76.0,806.0,33.5000006307823,HARISS,79.0,52.0,192.0
48,Switzerland,1.5,6.0,0.08,0.04,79.6524770527388,190.0,Inf,NaN,47.0,0.0,47.0,AWW,84.0,57.0,190.0
49,Switzerland,1.5,6.0,0.08,0.04,72.24758187350821,809.0,64.50000077283107,395.0,87.0,3238.0,64.50000077283107,HARISS,100.0,48.0,174.0
50,Switzerland,1.5,6.0,0.08,0.04,25.82285774252367,56.0,54.500000874215566,1355.0,29.0,93.0,25.82285774252367,ICU,98.0,59.0,194.0
51,Switzerland,1.5,6.0,0.08,0.04,87.30118848006549,2872.0,71.50000018725851,526.0,85.0,2166.0,71.50000018725851,HARISS,101.0,62.0,195.0
52,Switzerland,1.5,6.0,0.08,0.04,33.18357780606628,106.0,40.50000029471729,213.0,80.0,13994.0,33.18357780606628,ICU,99.0,51.0,182.0
53,Switzerland,1.5,6.0,0.08,0.04,63.40821623945651,451.0,75.50000083225368,1609.0,50.0,115.0,50.0,AWW,107.0,64.0,187.0
54,Switzerland,1.5,6.0,0.08,0.04,88.74504569169655,2061.0,75.50000095703345,654.0,75.0,625.0,75.0,AWW,113.0,45.0,174.0
55,Switzerland,1.5,6.0,0.08,0.04,87.89599798856675,570.0,82.50000041604304,308.0,9.0,0.0,9.0,AWW,83.0,57.0,179.0
56,Switzerland,1.5,6.0,0.08,0.04,85.3955351281177,1369.0,71.50000065480104,274.0,78.0,595.0,71.50000065480104,HARISS,109.0,55.0,185.0
57,Switzerland,1.5,6.0,0.08,0.04,94.56057051619494,1211.0,75.50000083290372,306.0,84.0,797.0,75.50000083290372,HARISS,81.0,59.0,198.0
58,Switzerland,1.5,6.0,0.08,0.04,57.6683857408125,1229.0,36.500000174163524,116.0,46.0,328.0,36.500000174163524,HARISS,106.0,45.0,190.0
59,Switzerland,1.5,6.0,0.08,0.04,49.68252455211749,318.0,64.5000007814569,1713.0,81.0,9633.0,49.68252455211749,ICU,105.0,49.0,180.0
60,Switzerland,1.5,6.0,0.08,0.04,21.227058128024876,0.0,61.50000044724865,168.0,62.0,181.0,21.227058128024876,ICU,98.0,53.0,177.0
61,Switzerland,1.5,6.0,0.08,0.04,88.87372610307975,2480.0,82.50000061981588,1427.0,75.0,605.0,75.0,AWW,101.0,60.0,179.0
62,Switzerland,1.5,6.0,0.08,0.04,80.87329442852095,7862.0,43.50000046009095,142.0,53.0,440.0,43.50000046009095,HARISS,97.0,63.0,179.0
63,Switzerland,1.5,6.0,0.08,0.04,93.89496970020716,4273.0,71.50000044317372,780.0,56.0,161.0,56.0,AWW,97.0,67.0,186.0
64,Switzerland,1.5,6.0,0.08,0.04,63.132924236369384,183.0,36.500000125514006,5.0,76.0,644.0,36.500000125514006,HARISS,108.0,59.0,177.0
65,Switzerland,1.5,6.0,0.08,0.04,86.54252048239357,1865.0,68.50000039809821,259.0,57.0,82.0,57.0,AWW,108.0,47.0,181.0
66,Switzerland,1.5,6.0,0.08,0.04,74.51797845177245,1578.0,82.50000048293961,3446.0,8.0,0.0,8.0,AWW,86.0,60.0,180.0
67,Switzerland,1.5,6.0,0.08,0.04,95.4109397984355,1311.0,82.50000065156465,766.0,44.0,32.0,44.0,AWW,84.0,61.0,189.0
68,Switzerland,1.5,6.0,0.08,0.04,93.73970779478313,1784.0,78.5000005835434,652.0,34.0,1.0,34.0,AWW,97.0,58.0,171.0
69,Switzerland,1.5,6.0,0.08,0.04,75.4154792648267,405.0,75.50000074729259,409.0,52.0,47.0,52.0,AWW,85.0,48.0,171.0
70,Switzerland,1.5,6.0,0.08,0.04,89.56309682727792,1224.0,61.500000021035284,34.0,53.0,9.0,53.0,AWW,113.0,66.0,186.0
71,Switzerland,1.5,6.0,0.08,0.04,86.09719798884304,1632.0,82.50000018174353,1175.0,58.0,61.0,58.0,AWW,93.0,59.0,178.0
72,Switzerland,1.5,6.0,0.08,0.04,69.03445426351556,949.0,61.50000089243076,434.0,60.0,378.0,60.0,AWW,96.0,52.0,184.0
73,Switzerland,1.5,6.0,0.08,0.04,55.5946218350526,453.0,40.500000011118274,68.0,58.0,570.0,40.500000011118274,HARISS,102.0,63.0,178.0
74,Switzerland,1.5,6.0,0.08,0.04,91.86569589872454,3243.0,61.5000003110957,171.0,68.0,361.0,61.5000003110957,HARISS,95.0,70.0,186.0
75,Switzerland,1.5,6.0,0.08,0.04,51.45736120496324,288.0,54.500000559368466,398.0,62.0,837.0,51.45736120496324,ICU,94.0,46.0,194.0
76,Switzerland,1.5,6.0,0.08,0.04,49.331905715658536,2.0,78.50000068545192,341.0,55.0,6.0,49.331905715658536,ICU,109.0,47.0,181.0
77,Switzerland,1.5,6.0,0.08,0.04,83.30958000323258,1155.0,64.50000083347794,239.0,59.0,127.0,59.0,AWW,91.0,47.0,182.0
78,Switzerland,1.5,6.0,0.08,0.04,83.21298811748552,1145.0,78.50000080155637,707.0,83.0,1108.0,78.50000080155637,HARISS,95.0,57.0,181.0
79,Switzerland,1.5,6.0,0.08,0.04,34.82584686908854,1.0,64.5000003804639,267.0,74.0,733.0,34.82584686908854,ICU,96.0,59.0,172.0
80,Switzerland,1.5,6.0,0.08,0.04,77.15160096923417,856.0,75.50000087782017,724.0,49.0,33.0,49.0,AWW,84.0,52.0,190.0
81,Switzerland,1.5,6.0,0.08,0.04,57.21025878696073,740.0,40.50000042169056,117.0,69.0,2662.0,40.50000042169056,HARISS,94.0,54.0,205.0
82,Switzerland,1.5,6.0,0.08,0.04,71.36807586542551,1540.0,61.50000037076139,573.0,88.0,7250.0,61.50000037076139,HARISS,98.0,53.0,169.0
83,Switzerland,1.5,6.0,0.08,0.04,42.972670310445594,4.0,68.50000024288654,278.0,44.0,6.0,42.972670310445594,ICU,103.0,54.0,163.0
84,Switzerland,1.5,6.0,0.08,0.04,69.44589324756294,933.0,75.50000019717,1649.0,74.0,1451.0,69.44589324756294,ICU,92.0,46.0,176.0
85,Switzerland,1.5,6.0,0.08,0.04,47.25765508393615,73.0,85.50000064082894,2755.0,60.0,198.0,47.25765508393615,ICU,111.0,46.0,184.0
86,Switzerland,1.5,6.0,0.08,0.04,63.770167332531294,974.0,64.500000660249,1047.0,83.0,6265.0,63.770167332531294,ICU,92.0,70.0,198.0
87,Switzerland,1.5,6.0,0.08,0.04,71.3426251318817,482.0,57.500000144739396,96.0,60.0,134.0,57.500000144739396,HARISS,88.0,50.0,167.0
88,Switzerland,1.5,6.0,0.08,0.04,77.312307087011,685.0,82.50000073013362,1174.0,67.0,214.0,67.0,AWW,107.0,58.0,174.0
89,Switzerland,1.5,6.0,0.08,0.04,58.701906218007686,24.0,85.50000055155594,635.0,17.0,0.0,17.0,AWW,98.0,58.0,204.0
90,Switzerland,1.5,6.0,0.08,0.04,89.7278217774,1757.0,71.50000028848733,295.0,43.0,5.0,43.0,AWW,97.0,55.0,181.0
91,Switzerland,1.5,6.0,0.08,0.04,77.70281564672104,1472.0,85.50000048798343,3191.0,61.0,256.0,61.0,AWW,86.0,63.0,191.0
92,Switzerland,1.5,6.0,0.08,0.04,53.47888206102999,223.0,68.50000025729214,850.0,62.0,474.0,53.47888206102999,ICU,85.0,59.0,173.0
93,Switzerland,1.5,6.0,0.08,0.04,82.73184228567044,1466.0,40.50000033603016,18.0,38.0,12.0,38.0,AWW,105.0,55.0,180.0
94,Switzerland,1.5,6.0,0.08,0.04,77.45916162126471,1181.0,71.50000085464754,661.0,56.0,119.0,56.0,AWW,101.0,64.0,198.0
95,Switzerland,1.5,6.0,0.08,0.04,71.56818325883243,976.0,64.50000089249389,420.0,79.0,2387.0,64.50000089249389,HARISS,98.0,49.0,181.0
96,Switzerland,1.5,6.0,0.08,0.04,37.49061444986096,27.0,68.50000041683205,279.0,77.0,574.0,37.49061444986096,ICU,104.0,49.0,183.0
97,Switzerland,1.5,6.0,0.08,0.04,95.23622445211917,1724.0,82.50000000979935,977.0,81.0,845.0,81.0,AWW,92.0,54.0,173.0
98,Switzerland,1.5,6.0,0.08,0.04,72.54087462542788,281.0,Inf,NaN,58.0,56.0,58.0,AWW,89.0,50.0,156.0
99,Switzerland,1.5,6.0,0.08,0.04,62.69263823496414,79.0,61.500000407213946,69.0,52.0,31.0,52.0,AWW,81.0,60.0,171.0
100,Switzerland,1.5,6.0,0.08,0.04,87.50751815212548,1121.0,Inf,NaN,66.0,92.0,66.0,AWW,102.0,69.0,160.0
101,Switzerland,1.5,6.0,0.08,0.04,52.704236527053794,220.0,68.50000073417777,971.0,72.0,1397.0,52.704236527053794,ICU,121.0,50.0,190.0
102,Switzerland,1.5,6.0,0.08,0.04,93.44113915247408,2569.0,Inf,NaN,49.0,21.0,49.0,AWW,109.0,55.0,176.0
103,Switzerland,1.5,6.0,0.08,0.04,93.50756109180315,3443.0,36.500000052305246,7.0,77.0,985.0,36.500000052305246,HARISS,116.0,53.0,180.0
104,Switzerland,1.5,6.0,0.08,0.04,34.014400890344646,97.0,47.50000094329897,465.0,64.0,2466.0,34.014400890344646,ICU,94.0,56.0,188.0
105,Switzerland,1.5,6.0,0.08,0.04,86.48187134187144,1848.0,47.500000427366615,38.0,73.0,454.0,47.500000427366615,HARISS,105.0,59.0,188.0
106,Switzerland,1.5,6.0,0.08,0.04,74.98004356301136,536.0,82.50000055728664,1312.0,74.0,469.0,74.0,AWW,105.0,64.0,177.0
107,Switzerland,1.5,6.0,0.08,0.04,93.02769374727542,3003.0,61.5000004033476,286.0,40.0,24.0,40.0,AWW,102.0,39.0,195.0
108,Switzerland,1.5,6.0,0.08,0.04,89.94935854894969,2437.0,71.50000007226494,534.0,73.0,578.0,71.50000007226494,HARISS,79.0,49.0,207.0
109,Switzerland,1.5,6.0,0.08,0.04,57.539322655006664,130.0,75.50000089708236,1335.0,48.0,47.0,48.0,AWW,109.0,54.0,204.0
110,Switzerland,1.5,6.0,0.08,0.04,54.074148963978644,49.0,82.50000036786487,433.0,74.0,165.0,54.074148963978644,ICU,84.0,56.0,171.0
111,Switzerland,1.5,6.0,0.08,0.04,59.79873765319662,309.0,68.50000046441042,747.0,68.0,699.0,59.79873765319662,ICU,97.0,49.0,168.0
112,Switzerland,1.5,6.0,0.08,0.04,89.27332642818764,2506.0,78.5000007468178,1058.0,66.0,306.0,66.0,AWW,87.0,58.0,198.0
113,Switzerland,1.5,6.0,0.08,0.04,88.41571682306365,2564.0,68.50000075500806,231.0,61.0,90.0,61.0,AWW,104.0,59.0,202.0
114,Switzerland,1.5,6.0,0.08,0.04,56.35502360619357,74.0,57.50000021358838,77.0,76.0,786.0,56.35502360619357,ICU,82.0,60.0,191.0
115,Switzerland,1.5,6.0,0.08,0.04,92.99348455660497,3495.0,75.5000006257913,910.0,69.0,497.0,69.0,AWW,105.0,53.0,186.0
116,Switzerland,1.5,6.0,0.08,0.04,26.29070081534286,27.0,85.50000019136084,1295.0,57.0,89.0,26.29070081534286,ICU,90.0,62.0,198.0
117,Switzerland,1.5,6.0,0.08,0.04,74.70582381468633,161.0,Inf,NaN,84.0,429.0,74.70582381468633,ICU,80.0,65.0,190.0
118,Switzerland,1.5,6.0,0.08,0.04,83.23538940600673,1665.0,57.50000083277025,228.0,64.0,336.0,57.50000083277025,HARISS,106.0,55.0,162.0
119,Switzerland,1.5,6.0,0.08,0.04,82.36973861411626,1162.0,82.50000061332491,1180.0,6.0,0.0,6.0,AWW,99.0,61.0,174.0
120,Switzerland,1.5,6.0,0.08,0.04,75.83666709465078,3928.0,61.5000001753415,848.0,77.0,4313.0,61.5000001753415,HARISS,106.0,55.0,175.0
121,Switzerland,1.5,6.0,0.08,0.04,60.659389784340526,503.0,47.500000171405794,120.0,67.0,1004.0,47.500000171405794,HARISS,89.0,56.0,193.0
122,Switzerland,1.5,6.0,0.08,0.04,65.5415227262416,312.0,71.5000002383988,556.0,76.0,822.0,65.5415227262416,ICU,101.0,50.0,181.0
123,Switzerland,1.5,6.0,0.08,0.04,48.23757691932531,273.0,57.50000028762109,772.0,78.0,5905.0,48.23757691932531,ICU,94.0,58.0,185.0
124,Switzerland,1.5,6.0,0.08,0.04,68.66199230292456,623.0,57.50000008988679,162.0,54.0,122.0,54.0,AWW,83.0,56.0,161.0
125,Switzerland,1.5,6.0,0.08,0.04,8.61225165262249,0.0,57.50000007011794,168.0,40.0,28.0,8.61225165262249,ICU,96.0,66.0,184.0
126,Switzerland,1.5,6.0,0.08,0.04,47.89709480242425,32.0,78.50000036224259,784.0,67.0,206.0,47.89709480242425,ICU,104.0,44.0,187.0
127,Switzerland,1.5,6.0,0.08,0.04,92.4783575559836,5423.0,50.50000015652691,86.0,68.0,627.0,50.50000015652691,HARISS,109.0,57.0,184.0
128,Switzerland,1.5,6.0,0.08,0.04,74.99791333811345,394.0,78.50000046731468,563.0,84.0,1054.0,74.99791333811345,ICU,109.0,52.0,177.0
129,Switzerland,1.5,6.0,0.08,0.04,75.80425051114798,406.0,Inf,NaN,12.0,0.0,12.0,AWW,84.0,58.0,201.0
130,Switzerland,1.5,6.0,0.08,0.04,66.20673296393218,2112.0,36.50000049566388,100.0,82.0,9813.0,36.50000049566388,HARISS,127.0,57.0,169.0
131,Switzerland,1.5,6.0,0.08,0.04,67.28255177953848,108.0,61.5000004354812,60.0,78.0,371.0,61.5000004354812,HARISS,112.0,55.0,176.0
132,Switzerland,1.5,6.0,0.08,0.04,78.9432753509195,351.0,85.50000035109278,768.0,82.0,478.0,78.9432753509195,ICU,102.0,59.0,175.0
133,Switzerland,1.5,6.0,0.08,0.04,73.00376236693509,790.0,78.50000096636244,1389.0,40.0,41.0,40.0,AWW,110.0,63.0,187.0
134,Switzerland,1.5,6.0,0.08,0.04,87.09175828749301,1264.0,61.500000606136375,80.0,79.0,517.0,61.500000606136375,HARISS,101.0,48.0,183.0
135,Switzerland,1.5,6.0,0.08,0.04,96.37744288106305,2233.0,61.50000044447237,107.0,38.0,1.0,38.0,AWW,97.0,57.0,173.0
136,Switzerland,1.5,6.0,0.08,0.04,70.24330666031042,560.0,54.50000072051772,128.0,62.0,250.0,54.50000072051772,HARISS,106.0,57.0,199.0
137,Switzerland,1.5,6.0,0.08,0.04,82.6093706796886,4481.0,61.50000050137112,476.0,70.0,1198.0,61.50000050137112,HARISS,96.0,54.0,180.0
138,Switzerland,1.5,6.0,0.08,0.04,60.59313259915646,487.0,57.500000253781074,362.0,87.0,7305.0,57.500000253781074,HARISS,105.0,63.0,166.0
139,Switzerland,1.5,6.0,0.08,0.04,66.42824184530835,1417.0,43.500000314197166,144.0,10.0,6.0,10.0,AWW,98.0,48.0,186.0
140,Switzerland,1.5,6.0,0.08,0.04,56.29836145998393,203.0,64.50000088354555,474.0,31.0,7.0,31.0,AWW,99.0,66.0,211.0
141,Switzerland,1.5,6.0,0.08,0.04,81.77315707871746,2553.0,64.50000049435754,449.0,15.0,0.0,15.0,AWW,100.0,71.0,173.0
142,Switzerland,1.5,6.0,0.08,0.04,89.2381403084948,1846.0,68.50000029359035,218.0,73.0,366.0,68.50000029359035,HARISS,98.0,60.0,170.0
143,Switzerland,1.5,6.0,0.08,0.04,86.65341672036091,5582.0,61.50000001248429,429.0,83.0,3927.0,61.50000001248429,HARISS,106.0,42.0,163.0
144,Switzerland,1.5,6.0,0.08,0.04,54.1382531174089,900.0,50.50000087382566,584.0,80.0,11847.0,50.50000087382566,HARISS,99.0,64.0,187.0
145,Switzerland,1.5,6.0,0.08,0.04,57.15594905356682,415.0,50.50000054076916,191.0,69.0,1348.0,50.50000054076916,HARISS,85.0,53.0,170.0
146,Switzerland,1.5,6.0,0.08,0.04,57.34838655636486,781.0,64.50000003133114,1690.0,54.0,569.0,54.0,AWW,116.0,59.0,173.0
147,Switzerland,1.5,6.0,0.08,0.04,57.89553254723629,229.0,75.50000009440285,1238.0,64.0,417.0,57.89553254723629,ICU,78.0,58.0,203.0
148,Switzerland,1.5,6.0,0.08,0.04,81.37349514371225,520.0,75.50000051185575,261.0,71.0,160.0,71.0,AWW,102.0,46.0,195.0
149,Switzerland,1.5,6.0,0.08,0.04,94.72140192655914,4851.0,50.5000001786782,81.0,80.0,2232.0,50.5000001786782,HARISS,97.0,45.0,194.0
150,Switzerland,1.5,6.0,0.08,0.04,53.30996718491611,37.0,50.500000333418825,27.0,74.0,306.0,50.500000333418825,HARISS,100.0,69.0,215.0
151,Switzerland,1.5,6.0,0.08,0.04,54.34753668391025,694.0,43.50000063324863,238.0,6.0,0.0,6.0,AWW,98.0,63.0,170.0
152,Switzerland,1.5,6.0,0.08,0.04,88.64665774989946,4902.0,68.50000095824204,698.0,65.0,498.0,65.0,AWW,108.0,53.0,166.0
153,Switzerland,1.5,6.0,0.08,0.04,87.17380986060608,2162.0,54.50000074230127,63.0,63.0,167.0,54.50000074230127,HARISS,101.0,59.0,185.0
154,Switzerland,1.5,6.0,0.08,0.04,86.91840179684158,3316.0,78.50000056259476,1376.0,83.0,2224.0,78.50000056259476,HARISS,114.0,61.0,162.0
155,Switzerland,1.5,6.0,0.08,0.04,30.222694756266428,5.0,54.500000653625214,48.0,60.0,94.0,30.222694756266428,ICU,116.0,64.0,172.0
156,Switzerland,1.5,6.0,0.08,0.04,89.49396818953194,1960.0,82.50000061627647,1165.0,30.0,10.0,30.0,AWW,90.0,69.0,206.0
157,Switzerland,1.5,6.0,0.08,0.04,88.96488804124844,2684.0,71.50000018787748,480.0,68.0,346.0,68.0,AWW,89.0,56.0,168.0
158,Switzerland,1.5,6.0,0.08,0.04,58.73410146147153,159.0,78.50000094479321,1253.0,86.0,2721.0,58.73410146147153,ICU,100.0,52.0,165.0
159,Switzerland,1.5,6.0,0.08,0.04,72.20275461236228,773.0,68.50000077638727,523.0,75.0,1074.0,68.50000077638727,HARISS,102.0,53.0,187.0
160,Switzerland,1.5,6.0,0.08,0.04,74.32495692389813,817.0,57.50000040032509,100.0,65.0,292.0,57.50000040032509,HARISS,79.0,69.0,177.0
161,Switzerland,1.5,6.0,0.08,0.04,87.30774888609822,1602.0,64.50000039637281,146.0,79.0,653.0,64.50000039637281,HARISS,91.0,49.0,196.0
162,Switzerland,1.5,6.0,0.08,0.04,77.67655901508165,1749.0,75.5000003229757,1391.0,82.0,2729.0,75.5000003229757,HARISS,92.0,49.0,187.0
163,Switzerland,1.5,6.0,0.08,0.04,77.43976026416136,392.0,71.50000034878113,211.0,72.0,219.0,71.50000034878113,HARISS,92.0,60.0,189.0
164,Switzerland,1.5,6.0,0.08,0.04,84.58177473198633,2347.0,78.50000064994408,1229.0,61.0,197.0,61.0,AWW,91.0,55.0,184.0
165,Switzerland,1.5,6.0,0.08,0.04,48.96108129805715,74.0,68.50000053327499,821.0,67.0,737.0,48.96108129805715,ICU,85.0,59.0,198.0
166,Switzerland,1.5,6.0,0.08,0.04,73.07949573091003,180.0,82.50000059097411,611.0,23.0,0.0,23.0,AWW,79.0,59.0,182.0
167,Switzerland,1.5,6.0,0.08,0.04,92.25344776889486,1360.0,Inf,NaN,Inf,NaN,92.25344776889486,ICU,91.0,46.0,179.0
168,Switzerland,1.5,6.0,0.08,0.04,65.72422986625756,398.0,26.50000054350761,12.0,78.0,1582.0,26.50000054350761,HARISS,97.0,69.0,184.0
169,Switzerland,1.5,6.0,0.08,0.04,90.58563672111782,3849.0,50.50000009167083,55.0,70.0,547.0,50.50000009167083,HARISS,110.0,57.0,182.0
170,Switzerland,1.5,6.0,0.08,0.04,64.70248524346488,384.0,75.50000037344886,1266.0,6.0,0.0,6.0,AWW,92.0,62.0,178.0
171,Switzerland,1.5,6.0,0.08,0.04,83.62885859707379,762.0,40.50000003938013,10.0,79.0,466.0,40.50000003938013,HARISS,88.0,60.0,210.0
172,Switzerland,1.5,6.0,0.08,0.04,23.927242498486947,4.0,85.5000004891204,649.0,73.0,176.0,23.927242498486947,ICU,86.0,64.0,180.0
173,Switzerland,1.5,6.0,0.08,0.04,8.866356420826072,3.0,85.50000006196161,954.0,79.0,500.0,8.866356420826072,ICU,98.0,54.0,192.0
