sample_id,country,R0,gen_time,p_det,false_positive_rate,icu_detection_time,icu_local_cases,hariss_detection_time,hariss_local_cases,aww_ctt1_detection_time,aww_ctt1_local_cases,aww_ctt2_detection_time,aww_ctt2_local_cases,aww_escalation_detection_time,aww_escalation_local_cases,hariss_triggered_detection_time,hariss_triggered_local_cases,aww_to_hariss_escalation_lag,earliest_detection_time_ctt1,earliest_surveillance_type_ctt1,earliest_detection_time_ctt2,earliest_surveillance_type_ctt2,earliest_detection_time_triggered,earliest_surveillance_type_triggered,total_latent,total_infectious,total_detectable
15,Switzerland,2.0,4.0,0.0016,0.04,61.807704856264934,28170.0,47.500000108660714,1765.0,49.0,2736.0,50.0,3315.0,10.0,0.0,54.50000037742898,7145.0,44.50000037742898,47.500000108660714,HARISS,47.500000108660714,HARISS,10.0,AWW_escalation,187075.0,175565.0,389665.0
16,Switzerland,2.0,4.0,0.0016,0.04,73.2293483456584,196933.0,57.50000059108728,10240.0,45.0,838.0,61.0,21474.0,29.0,29.0,55.50000014627064,7133.0,26.500000146270636,45.0,AWW,57.50000059108728,HARISS,29.0,AWW_escalation,187198.0,175474.0,390523.0
17,Switzerland,2.0,4.0,0.0016,0.04,70.87778012013386,141868.0,54.500000172112216,6466.0,51.0,3949.0,52.0,4770.0,7.0,0.0,19.500000204690476,80.0,12.500000204690476,51.0,AWW,52.0,AWW,7.0,AWW_escalation,187031.0,175805.0,389913.0
18,Switzerland,2.0,4.0,0.0016,0.04,71.75614780863228,159383.0,43.500000846817706,1108.0,41.0,699.0,54.0,7200.0,41.0,699.0,43.50000035801689,1108.0,2.500000358016891,41.0,AWW,43.500000846817706,HARISS,41.0,AWW_escalation,187258.0,175447.0,391158.0
19,Switzerland,2.0,4.0,0.0016,0.04,61.97772124969195,25690.0,54.50000075426624,6457.0,45.0,1058.0,55.0,7149.0,21.0,77.0,55.5000001924207,7475.0,34.5000001924207,45.0,AWW,54.50000075426624,HARISS,21.0,AWW_escalation,187108.0,174721.0,390335.0
20,Switzerland,2.0,4.0,0.0016,0.04,64.92048882199798,53378.0,54.50000069164201,7769.0,46.0,1321.0,57.0,13439.0,32.0,54.0,56.500000545172206,12053.0,24.500000545172206,46.0,AWW,54.50000069164201,HARISS,32.0,AWW_escalation,187477.0,175833.0,391453.0
21,Switzerland,2.0,4.0,0.0016,0.04,60.53058291378762,21313.0,47.50000028142364,2473.0,49.0,3529.0,54.0,7644.0,40.0,786.0,42.50000021451804,1075.0,2.500000214518039,47.50000028142364,HARISS,47.50000028142364,HARISS,40.0,AWW_escalation,186643.0,175486.0,391628.0
22,Switzerland,2.0,4.0,0.0016,0.04,78.60636925699364,528605.0,50.50000079111174,4284.0,50.0,4089.0,56.0,10400.0,23.0,11.0,47.50000002571907,2747.0,24.500000025719068,50.0,AWW,50.50000079111174,HARISS,23.0,AWW_escalation,187330.0,175870.0,391849.0
23,Switzerland,2.0,4.0,0.0016,0.04,64.37380745013901,39744.0,57.50000027204996,10843.0,40.0,382.0,60.0,18150.0,29.0,20.0,48.50000099235546,2074.0,19.50000099235546,40.0,AWW,57.50000027204996,HARISS,29.0,AWW_escalation,187151.0,175235.0,390966.0
24,Switzerland,2.0,4.0,0.0016,0.04,67.88815027156798,80203.0,61.50000008030521,24621.0,43.0,1150.0,57.0,12148.0,9.0,0.0,44.500000081119246,1330.0,35.500000081119246,43.0,AWW,57.0,AWW,9.0,AWW_escalation,186283.0,175318.0,391244.0
25,Switzerland,2.0,4.0,0.0016,0.04,45.38651541600157,1048.0,54.500000580908846,6263.0,49.0,2240.0,53.0,4695.0,44.0,784.0,48.50000069278952,1972.0,4.50000069278952,45.38651541600157,ICU,45.38651541600157,ICU,44.0,AWW_escalation,186553.0,175836.0,390343.0
26,Switzerland,2.0,4.0,0.0016,0.04,67.92489914915099,79777.0,47.50000037398422,1537.0,43.0,692.0,59.0,15232.0,13.0,0.0,48.500000710717224,1930.0,35.500000710717224,43.0,AWW,47.50000037398422,HARISS,13.0,AWW_escalation,186702.0,175273.0,392142.0
27,Switzerland,2.0,4.0,0.0016,0.04,73.19401745879014,202193.0,54.50000084834437,6266.0,40.0,320.0,64.0,38304.0,6.0,0.0,54.5000007640222,6266.0,48.5000007640222,40.0,AWW,54.50000084834437,HARISS,6.0,AWW_escalation,187550.0,175320.0,389800.0
28,Switzerland,2.0,4.0,0.0016,0.04,76.69185477856858,377053.0,50.50000043219366,3871.0,54.0,6721.0,55.0,7895.0,54.0,6721.0,54.500000811692175,7044.0,0.5000008116921748,50.50000043219366,HARISS,50.50000043219366,HARISS,54.0,AWW_escalation,186836.0,175333.0,391109.0
29,Switzerland,2.0,4.0,0.0016,0.04,76.89275520858882,401439.0,57.50000003494379,10961.0,31.0,73.0,43.0,928.0,31.0,73.0,54.50000098410844,6119.0,23.50000098410844,31.0,AWW,43.0,AWW,31.0,AWW_escalation,186784.0,175715.0,390340.0
30,Switzerland,2.0,4.0,0.0016,0.04,81.53714349146372,889535.0,57.50000078684209,9833.0,41.0,698.0,59.0,13323.0,23.0,100.0,61.50000027986153,20912.0,38.50000027986153,41.0,AWW,57.50000078684209,HARISS,23.0,AWW_escalation,187219.0,175767.0,391213.0
31,Switzerland,2.0,4.0,0.0016,0.04,75.8004091531597,340311.0,43.50000000220024,1809.0,40.0,1338.0,52.0,5320.0,11.0,5.0,47.500000903451664,2699.0,36.500000903451664,40.0,AWW,43.50000000220024,HARISS,11.0,AWW_escalation,186577.0,175387.0,391557.0
32,Switzerland,2.0,4.0,0.0016,0.04,64.42884392383854,39024.0,40.50000083838409,244.0,54.0,5708.0,57.0,10287.0,3.0,0.0,54.50000013354791,6015.0,51.50000013354791,40.50000083838409,HARISS,40.50000083838409,HARISS,3.0,AWW_escalation,186963.0,175032.0,389632.0
33,Switzerland,2.0,4.0,0.0016,0.04,71.21850850646152,143342.0,50.50000055077192,3360.0,48.0,2101.0,55.0,8236.0,8.0,0.0,50.50000053252086,3360.0,42.50000053252086,48.0,AWW,50.50000055077192,HARISS,8.0,AWW_escalation,187342.0,175360.0,389394.0
34,Switzerland,2.0,4.0,0.0016,0.04,73.63208486705769,217839.0,50.50000065437453,4189.0,50.0,3923.0,14.0,0.0,8.0,0.0,50.50000007960563,4189.0,42.50000007960563,50.0,AWW,14.0,AWW,8.0,AWW_escalation,187140.0,175324.0,391770.0
35,Switzerland,2.0,4.0,0.0016,0.04,70.80485404438657,143252.0,50.50000092266715,4619.0,43.0,1223.0,62.0,32831.0,29.0,66.0,48.500000666069084,3258.0,19.500000666069084,43.0,AWW,50.50000092266715,HARISS,29.0,AWW_escalation,187453.0,175297.0,390546.0
36,Switzerland,2.0,4.0,0.0016,0.04,71.95824151612084,171845.0,36.50000092206799,356.0,27.0,73.0,62.0,29378.0,25.0,15.0,40.50000067227615,661.0,15.500000672276151,27.0,AWW,36.50000092206799,HARISS,25.0,AWW_escalation,186934.0,174525.0,390825.0
37,Switzerland,2.0,4.0,0.0016,0.04,69.96446817257389,112291.0,50.50000043681845,3458.0,56.0,9326.0,8.0,0.0,7.0,0.0,40.50000015528598,447.0,33.50000015528598,50.50000043681845,HARISS,8.0,AWW,7.0,AWW_escalation,187032.0,175001.0,390416.0
38,Switzerland,2.0,4.0,0.0016,0.04,74.54483820673438,256075.0,54.50000068095923,7227.0,48.0,2597.0,51.0,4202.0,48.0,2597.0,Inf,NaN,NaN,48.0,AWW,51.0,AWW,48.0,AWW_escalation,187128.0,174700.0,390019.0
39,Switzerland,2.0,4.0,0.0016,0.04,51.93938896765014,4355.0,50.50000003983426,3123.0,54.0,6114.0,55.0,7477.0,5.0,0.0,42.500000965885526,1019.0,37.500000965885526,50.50000003983426,HARISS,50.50000003983426,HARISS,5.0,AWW_escalation,187838.0,175532.0,391005.0
40,Switzerland,2.0,4.0,0.0016,0.04,71.73997187004247,158070.0,54.50000076902072,6615.0,41.0,421.0,42.0,479.0,32.0,52.0,50.500000667343194,3054.0,18.500000667343194,41.0,AWW,42.0,AWW,32.0,AWW_escalation,187608.0,175203.0,390853.0
41,Switzerland,2.0,4.0,0.0016,0.04,75.5174329565135,304846.0,57.50000025074577,11148.0,48.0,2286.0,58.0,12684.0,14.0,0.0,54.50000034825651,6705.0,40.50000034825651,48.0,AWW,57.50000025074577,HARISS,14.0,AWW_escalation,188310.0,175706.0,390933.0
42,Switzerland,2.0,4.0,0.0016,0.04,62.99740233549648,30793.0,43.500000278514946,689.0,48.0,1837.0,56.0,8194.0,17.0,16.0,58.500000842241086,12879.0,41.500000842241086,43.500000278514946,HARISS,43.500000278514946,HARISS,17.0,AWW_escalation,186814.0,175794.0,391575.0
43,Switzerland,2.0,4.0,0.0016,0.04,76.7327706541272,384960.0,54.50000054060789,5831.0,46.0,1189.0,49.0,2260.0,6.0,0.0,51.50000074024584,3325.0,45.50000074024584,46.0,AWW,49.0,AWW,6.0,AWW_escalation,187319.0,175332.0,390564.0
44,Switzerland,2.0,4.0,0.0016,0.04,78.11938344467181,511966.0,57.50000078852803,11096.0,36.0,173.0,59.0,15512.0,11.0,0.0,49.5000008395957,2517.0,38.5000008395957,36.0,AWW,57.50000078852803,HARISS,11.0,AWW_escalation,187565.0,175326.0,390463.0
45,Switzerland,2.0,4.0,0.0016,0.04,60.751731639587966,20392.0,54.500000749551376,5925.0,52.0,3724.0,53.0,4640.0,36.0,64.0,43.50000090727822,611.0,7.5000009072782206,52.0,AWW,53.0,AWW,36.0,AWW_escalation,186976.0,175185.0,389670.0
46,Switzerland,2.0,4.0,0.0016,0.04,64.5471644569055,39716.0,54.500000966219645,6764.0,55.0,7526.0,56.0,8939.0,11.0,0.0,47.500000823099704,1750.0,36.500000823099704,54.500000966219645,HARISS,54.500000966219645,HARISS,11.0,AWW_escalation,186605.0,175106.0,391744.0
47,Switzerland,2.0,4.0,0.0016,0.04,77.47237414652545,440733.0,54.500000773675644,7261.0,45.0,971.0,63.0,35770.0,40.0,398.0,54.50000047858387,7261.0,14.500000478583871,45.0,AWW,54.500000773675644,HARISS,40.0,AWW_escalation,187189.0,175507.0,390093.0
48,Switzerland,2.0,4.0,0.0016,0.04,70.70372578729729,143506.0,33.50000046505388,524.0,47.0,3226.0,60.0,25405.0,47.0,3226.0,Inf,NaN,NaN,33.50000046505388,HARISS,33.50000046505388,HARISS,47.0,AWW_escalation,186861.0,175459.0,391901.0
49,Switzerland,2.0,4.0,0.0016,0.04,72.73861203085941,191915.0,61.50000083821388,23840.0,53.0,5338.0,64.0,38260.0,13.0,11.0,50.50000057042323,2957.0,37.50000057042323,53.0,AWW,61.50000083821388,HARISS,13.0,AWW_escalation,186682.0,174926.0,390704.0
50,Switzerland,2.0,4.0,0.0016,0.04,49.569664617575185,2959.0,54.50000064627625,6754.0,48.0,2304.0,55.0,7725.0,48.0,2304.0,54.50000083234652,6754.0,6.500000832346522,48.0,AWW,49.569664617575185,ICU,48.0,AWW_escalation,187525.0,175287.0,390056.0
51,Switzerland,2.0,4.0,0.0016,0.04,70.57758268180078,118346.0,50.50000015967108,2703.0,43.0,433.0,55.0,8039.0,7.0,0.0,55.500000370461436,8407.0,48.500000370461436,43.0,AWW,50.50000015967108,HARISS,7.0,AWW_escalation,186347.0,175082.0,390822.0
52,Switzerland,2.0,4.0,0.0016,0.04,72.75495702171894,197291.0,47.500000214544585,2176.0,51.0,3731.0,58.0,14207.0,18.0,22.0,48.50000029468948,2663.0,30.500000294689478,47.500000214544585,HARISS,47.500000214544585,HARISS,18.0,AWW_escalation,186923.0,174713.0,390707.0
53,Switzerland,2.0,4.0,0.0016,0.04,74.26892646032037,241651.0,47.50000064587922,1726.0,37.0,138.0,58.0,13740.0,5.0,0.0,56.50000087358951,9844.0,51.50000087358951,37.0,AWW,47.50000064587922,HARISS,5.0,AWW_escalation,186847.0,175199.0,390903.0
54,Switzerland,2.0,4.0,0.0016,0.04,72.70309648184376,187840.0,47.500000230808126,1682.0,53.0,4734.0,54.0,5671.0,19.0,14.0,34.50000032871302,256.0,15.500000328713021,47.500000230808126,HARISS,47.500000230808126,HARISS,19.0,AWW_escalation,187745.0,175428.0,390688.0
55,Switzerland,2.0,4.0,0.0016,0.04,77.19702052839877,408375.0,47.50000062099157,2042.0,47.0,1976.0,60.0,17067.0,47.0,1976.0,54.50000038842606,6903.0,7.500000388426059,47.0,AWW,47.50000062099157,HARISS,47.0,AWW_escalation,186169.0,175603.0,391785.0
56,Switzerland,2.0,4.0,0.0016,0.04,75.22754942317589,300491.0,47.50000096396151,1394.0,38.0,261.0,56.0,8317.0,12.0,0.0,56.500000472977604,8804.0,44.500000472977604,38.0,AWW,47.50000096396151,HARISS,12.0,AWW_escalation,186704.0,175071.0,390659.0
57,Switzerland,2.0,4.0,0.0016,0.04,69.12988892624527,96188.0,43.50000047887906,625.0,39.0,232.0,55.0,6894.0,24.0,6.0,42.50000052106753,419.0,18.500000521067527,39.0,AWW,43.50000047887906,HARISS,24.0,AWW_escalation,187234.0,175157.0,390478.0
58,Switzerland,2.0,4.0,0.0016,0.04,76.33187854608569,362458.0,57.50000041216859,13214.0,41.0,442.0,54.0,7045.0,41.0,442.0,54.50000062029196,7427.0,13.500000620291956,41.0,AWW,54.0,AWW,41.0,AWW_escalation,187250.0,175769.0,390129.0
59,Switzerland,2.0,4.0,0.0016,0.04,76.3021236432586,349408.0,54.50000025162686,7137.0,48.0,2503.0,60.0,20302.0,42.0,757.0,47.5000006946581,2176.0,5.500000694658098,48.0,AWW,54.50000025162686,HARISS,42.0,AWW_escalation,187199.0,175343.0,390710.0
60,Switzerland,2.0,4.0,0.0016,0.04,77.94486601890546,494204.0,54.50000048073478,7470.0,41.0,741.0,55.0,8563.0,6.0,0.0,48.50000017964288,2750.0,42.50000017964288,41.0,AWW,54.50000048073478,HARISS,6.0,AWW_escalation,186657.0,174528.0,390268.0
61,Switzerland,2.0,4.0,0.0016,0.04,46.51670913265234,1301.0,54.50000004451476,6646.0,49.0,2230.0,54.0,6345.0,31.0,72.0,55.50000027986881,7762.0,24.500000279868807,46.51670913265234,ICU,46.51670913265234,ICU,31.0,AWW_escalation,187699.0,175762.0,390189.0
62,Switzerland,2.0,4.0,0.0016,0.04,69.8364244021293,116323.0,57.50000010264323,12252.0,36.0,185.0,61.0,23563.0,4.0,0.0,48.50000047114994,2133.0,44.50000047114994,36.0,AWW,57.50000010264323,HARISS,4.0,AWW_escalation,187054.0,176152.0,391172.0
63,Switzerland,2.0,4.0,0.0016,0.04,70.85645778821257,139664.0,47.50000061685108,1413.0,47.0,1365.0,54.0,5485.0,47.0,1365.0,55.50000016428268,7346.0,8.500000164282682,47.0,AWW,47.50000061685108,HARISS,47.0,AWW_escalation,186823.0,175676.0,390559.0
64,Switzerland,2.0,4.0,0.0016,0.04,58.51382597717858,13351.0,57.500000158106744,11510.0,28.0,3.0,61.0,22898.0,26.0,3.0,37.50000071056657,114.0,11.500000710566567,28.0,AWW,57.500000158106744,HARISS,26.0,AWW_escalation,187095.0,176133.0,391295.0
65,Switzerland,2.0,4.0,0.0016,0.04,71.22761950924573,136072.0,47.50000080341093,1870.0,47.0,1814.0,54.0,5795.0,8.0,0.0,55.50000013472642,7396.0,47.50000013472642,47.0,AWW,47.50000080341093,HARISS,8.0,AWW_escalation,187476.0,176140.0,391234.0
66,Switzerland,2.0,4.0,0.0016,0.04,74.63173912388712,274218.0,43.50000066015187,968.0,53.0,5768.0,58.0,15079.0,13.0,9.0,30.500000013212723,133.0,17.500000013212723,43.50000066015187,HARISS,43.50000066015187,HARISS,13.0,AWW_escalation,187396.0,175374.0,391611.0
67,Switzerland,2.0,4.0,0.0016,0.04,61.195448481696985,24362.0,57.500000329827934,11860.0,50.0,2924.0,59.0,16733.0,50.0,2924.0,Inf,NaN,NaN,50.0,AWW,57.500000329827934,HARISS,50.0,AWW_escalation,186869.0,174607.0,390401.0
68,Switzerland,2.0,4.0,0.0016,0.04,78.50701846121548,512853.0,50.50000008852212,4490.0,48.0,3101.0,60.0,19753.0,19.0,0.0,42.50000095306666,1603.0,23.50000095306666,48.0,AWW,50.50000008852212,HARISS,19.0,AWW_escalation,186868.0,174735.0,391524.0
69,Switzerland,2.0,4.0,0.0016,0.04,72.5311839034345,177151.0,47.500000487530556,1746.0,49.0,2326.0,49.0,2326.0,3.0,0.0,54.500000876602755,6514.0,51.500000876602755,47.500000487530556,HARISS,47.500000487530556,HARISS,3.0,AWW_escalation,187907.0,175916.0,391002.0
70,Switzerland,2.0,4.0,0.0016,0.04,73.3731901332513,212667.0,57.50000019278732,10204.0,54.0,5079.0,60.0,17274.0,4.0,0.0,54.50000082177814,5331.0,50.50000082177814,54.0,AWW,57.50000019278732,HARISS,4.0,AWW_escalation,186654.0,175795.0,390373.0
71,Switzerland,2.0,4.0,0.0016,0.04,70.7489073798293,141270.0,57.5000002063708,10871.0,51.0,3409.0,9.0,0.0,8.0,0.0,47.500000303563915,2073.0,39.500000303563915,51.0,AWW,9.0,AWW,8.0,AWW_escalation,187088.0,175528.0,390890.0
72,Switzerland,2.0,4.0,0.0016,0.04,69.26604769660868,96649.0,50.50000027279722,3132.0,44.0,988.0,50.0,2879.0,44.0,988.0,47.500000333953984,1800.0,3.5000003339539845,44.0,AWW,50.0,AWW,44.0,AWW_escalation,186163.0,174867.0,391580.0
73,Switzerland,2.0,4.0,0.0016,0.04,66.36168192618211,60896.0,47.50000028453668,2073.0,48.0,2202.0,61.0,23737.0,48.0,2202.0,Inf,NaN,NaN,47.50000028453668,HARISS,47.50000028453668,HARISS,48.0,AWW_escalation,187505.0,176381.0,391521.0
74,Switzerland,2.0,4.0,0.0016,0.04,78.06704850664894,508627.0,54.5000003044131,7045.0,40.0,484.0,59.0,15952.0,3.0,0.0,56.50000086422734,9809.0,53.50000086422734,40.0,AWW,54.5000003044131,HARISS,3.0,AWW_escalation,187168.0,176042.0,391155.0
75,Switzerland,2.0,4.0,0.0016,0.04,62.85520432567252,34263.0,50.500000246709085,3120.0,39.0,472.0,50.0,3017.0,8.0,0.0,50.50000003061166,3120.0,42.50000003061166,39.0,AWW,50.0,AWW,8.0,AWW_escalation,187935.0,175294.0,391352.0
76,Switzerland,2.0,4.0,0.0016,0.04,67.6244148259197,75585.0,40.50000003836744,681.0,44.0,1299.0,45.0,1442.0,23.0,13.0,40.500000654106124,681.0,17.500000654106124,40.50000003836744,HARISS,40.50000003836744,HARISS,23.0,AWW_escalation,187245.0,175038.0,391392.0
77,Switzerland,2.0,4.0,0.0016,0.04,62.065587427860805,25794.0,36.500000444918044,273.0,39.0,455.0,6.0,0.0,5.0,0.0,51.50000010567632,3465.0,46.50000010567632,36.500000444918044,HARISS,6.0,AWW,5.0,AWW_escalation,187676.0,175768.0,390553.0
78,Switzerland,2.0,4.0,0.0016,0.04,76.15367826316783,337315.0,54.50000068151549,6488.0,42.0,570.0,53.0,5293.0,16.0,0.0,47.50000035078771,1768.0,31.500000350787708,42.0,AWW,53.0,AWW,16.0,AWW_escalation,187768.0,175665.0,390477.0
79,Switzerland,2.0,4.0,0.0016,0.04,73.76849532547755,233708.0,54.50000031793529,5408.0,40.0,441.0,57.0,9937.0,6.0,0.0,58.50000050358945,12858.0,52.50000050358945,40.0,AWW,54.50000031793529,HARISS,6.0,AWW_escalation,186971.0,175559.0,391274.0
80,Switzerland,2.0,4.0,0.0016,0.04,72.19648537396417,166514.0,54.50000014765052,7596.0,45.0,1426.0,16.0,7.0,7.0,0.0,51.5000001184856,4674.0,44.5000001184856,45.0,AWW,16.0,AWW,7.0,AWW_escalation,187213.0,174935.0,392378.0
81,Switzerland,2.0,4.0,0.0016,0.04,72.7891300882164,193002.0,40.50000071033409,633.0,51.0,3028.0,57.0,10272.0,36.0,252.0,42.50000064976123,906.0,6.500000649761233,40.50000071033409,HARISS,40.50000071033409,HARISS,36.0,AWW_escalation,186419.0,175118.0,391987.0
82,Switzerland,2.0,4.0,0.0016,0.04,57.625164843956675,12869.0,47.50000009392816,2219.0,47.0,2160.0,51.0,4114.0,47.0,2160.0,56.50000086745203,10194.0,9.50000086745203,47.0,AWW,47.50000009392816,HARISS,47.0,AWW_escalation,187782.0,175039.0,390587.0
83,Switzerland,2.0,4.0,0.0016,0.04,68.89693255447806,95460.0,29.500000329030918,349.0,43.0,1129.0,54.0,6553.0,18.0,147.0,23.50000004942308,271.0,5.500000049423079,29.500000329030918,HARISS,29.500000329030918,HARISS,18.0,AWW_escalation,187730.0,174872.0,389976.0
84,Switzerland,2.0,4.0,0.0016,0.04,71.83339455692652,169573.0,61.50000038947435,25439.0,49.0,3576.0,53.0,6679.0,49.0,3576.0,Inf,NaN,NaN,49.0,AWW,53.0,AWW,49.0,AWW_escalation,187215.0,174657.0,390385.0
85,Switzerland,2.0,4.0,0.0016,0.04,77.77868555265367,474751.0,61.50000059159962,21831.0,37.0,187.0,54.0,5510.0,6.0,0.0,49.500000038306226,2228.0,43.500000038306226,37.0,AWW,54.0,AWW,6.0,AWW_escalation,187002.0,175504.0,390971.0
86,Switzerland,2.0,4.0,0.0016,0.04,67.70816322533409,83238.0,40.50000047628829,1226.0,47.0,3275.0,54.0,8824.0,30.0,332.0,42.500000891577024,1797.0,12.500000891577024,40.50000047628829,HARISS,40.50000047628829,HARISS,30.0,AWW_escalation,187081.0,175807.0,391066.0
87,Switzerland,2.0,4.0,0.0016,0.04,60.55285549061956,19698.0,40.500000389074195,381.0,39.0,319.0,57.0,10767.0,10.0,0.0,40.50000093601684,381.0,30.50000093601684,39.0,AWW,40.500000389074195,HARISS,10.0,AWW_escalation,188429.0,175000.0,389560.0
88,Switzerland,2.0,4.0,0.0016,0.04,62.62206467193023,30299.0,50.50000065581285,2686.0,47.0,1395.0,61.0,23161.0,8.0,11.0,42.50000007977705,537.0,34.50000007977705,47.0,AWW,50.50000065581285,HARISS,8.0,AWW_escalation,187071.0,175323.0,390833.0
89,Switzerland,2.0,4.0,0.0016,0.04,69.53318051183577,99627.0,47.50000082300176,2007.0,10.0,0.0,11.0,0.0,10.0,0.0,30.500000628118343,185.0,20.500000628118343,10.0,AWW,11.0,AWW,10.0,AWW_escalation,187085.0,175181.0,390967.0
90,Switzerland,2.0,4.0,0.0016,0.04,65.23073564165136,45953.0,50.50000052877176,2835.0,43.0,883.0,56.0,8714.0,43.0,883.0,54.50000049512403,6540.0,11.500000495124027,43.0,AWW,50.50000052877176,HARISS,43.0,AWW_escalation,185545.0,175000.0,390199.0
91,Switzerland,2.0,4.0,0.0016,0.04,69.16673958961098,96643.0,50.50000080471275,3652.0,41.0,657.0,57.0,11812.0,41.0,657.0,Inf,NaN,NaN,41.0,AWW,50.50000080471275,HARISS,41.0,AWW_escalation,187507.0,175460.0,388935.0
92,Switzerland,2.0,4.0,0.0016,0.04,75.99070824018104,346204.0,40.50000086123598,775.0,50.0,3170.0,61.0,23581.0,17.0,0.0,40.50000080961724,775.0,23.50000080961724,40.50000086123598,HARISS,40.50000086123598,HARISS,17.0,AWW_escalation,186756.0,175797.0,391551.0
93,Switzerland,2.0,4.0,0.0016,0.04,58.9937984804546,16502.0,43.50000059085249,922.0,31.0,39.0,52.0,4697.0,4.0,0.0,48.50000078794317,2551.0,44.50000078794317,31.0,AWW,43.50000059085249,HARISS,4.0,AWW_escalation,187084.0,175334.0,390780.0
