sample_id,country,R0,gen_time,p_det,false_positive_rate,icu_detection_time,icu_local_cases,hariss_detection_time,hariss_local_cases,aww_ctt1_detection_time,aww_ctt1_local_cases,aww_ctt2_detection_time,aww_ctt2_local_cases,earliest_detection_time_ctt1,earliest_surveillance_type_ctt1,earliest_detection_time_ctt2,earliest_surveillance_type_ctt2,total_latent,total_infectious,total_detectable
20,Switzerland,1.5,10.0,0.08,0.04,139.23013049373597,496.0,Inf,NaN,71.0,11.0,122.0,162.0,71.0,AWW,122.0,AWW,179.0,51.0,222.0
21,Switzerland,1.5,10.0,0.08,0.04,67.94221788766565,67.0,50.50000009291038,22.0,102.0,552.0,125.0,1966.0,50.50000009291038,HARISS,50.50000009291038,HARISS,163.0,45.0,203.0
22,Switzerland,1.5,10.0,0.08,0.04,114.22335958735164,677.0,85.50000087530218,113.0,87.0,128.0,99.0,277.0,85.50000087530218,HARISS,85.50000087530218,HARISS,195.0,40.0,173.0
23,Switzerland,1.5,10.0,0.08,0.04,98.27362340590047,50.0,138.5000004891806,351.0,65.0,9.0,127.0,196.0,65.0,AWW,98.27362340590047,ICU,177.0,57.0,179.0
24,Switzerland,1.5,10.0,0.08,0.04,135.3161658197402,368.0,Inf,NaN,90.0,26.0,61.0,8.0,90.0,AWW,61.0,AWW,172.0,55.0,178.0
25,Switzerland,1.5,10.0,0.08,0.04,128.10534948522195,997.0,103.50000001938058,220.0,81.0,60.0,93.0,119.0,81.0,AWW,93.0,AWW,177.0,60.0,188.0
26,Switzerland,1.5,10.0,0.08,0.04,137.8566026153067,212.0,127.50000045780129,127.0,67.0,11.0,142.0,229.0,67.0,AWW,127.50000045780129,HARISS,153.0,56.0,194.0
27,Switzerland,1.5,10.0,0.08,0.04,113.785239545681,189.0,127.50000015238977,404.0,87.0,40.0,88.0,40.0,87.0,AWW,88.0,AWW,167.0,53.0,193.0
28,Switzerland,1.5,10.0,0.08,0.04,95.40507985185933,195.0,85.50000003039693,104.0,73.0,51.0,134.0,1961.0,73.0,AWW,85.50000003039693,HARISS,170.0,46.0,173.0
29,Switzerland,1.5,10.0,0.08,0.04,135.50307215349935,2440.0,92.50000044579326,176.0,72.0,51.0,118.0,951.0,72.0,AWW,92.50000044579326,HARISS,182.0,56.0,189.0
30,Switzerland,1.5,10.0,0.08,0.04,144.41808249697692,259.0,138.5000002762339,232.0,79.0,15.0,79.0,15.0,79.0,AWW,79.0,AWW,174.0,43.0,194.0
31,Switzerland,1.5,10.0,0.08,0.04,135.4330015109792,463.0,Inf,NaN,101.0,52.0,119.0,172.0,101.0,AWW,119.0,AWW,181.0,51.0,190.0
32,Switzerland,1.5,10.0,0.08,0.04,38.04414410385797,4.0,40.50000064216392,4.0,60.0,4.0,61.0,4.0,38.04414410385797,ICU,38.04414410385797,ICU,172.0,53.0,208.0
33,Switzerland,1.5,10.0,0.08,0.04,111.75441163803697,1558.0,43.500000123017664,25.0,66.0,103.0,113.0,1585.0,43.500000123017664,HARISS,43.500000123017664,HARISS,181.0,46.0,209.0
34,Switzerland,1.5,10.0,0.08,0.04,79.09532200939175,125.0,103.5000007948523,523.0,80.0,127.0,129.0,2716.0,79.09532200939175,ICU,79.09532200939175,ICU,190.0,62.0,203.0
35,Switzerland,1.5,10.0,0.08,0.04,85.62004400172312,465.0,92.500000431917,652.0,85.0,425.0,93.0,681.0,85.0,AWW,85.62004400172312,ICU,183.0,45.0,187.0
36,Switzerland,1.5,10.0,0.08,0.04,129.65678384604874,1067.0,131.50000093699384,1268.0,93.0,118.0,135.0,1564.0,93.0,AWW,129.65678384604874,ICU,176.0,65.0,174.0
37,Switzerland,1.5,10.0,0.08,0.04,110.79583336510056,519.0,103.50000080093612,290.0,50.0,11.0,51.0,11.0,50.0,AWW,51.0,AWW,167.0,55.0,191.0
38,Switzerland,1.5,10.0,0.08,0.04,62.12086935914917,23.0,124.50000072205033,384.0,75.0,38.0,119.0,272.0,62.12086935914917,ICU,62.12086935914917,ICU,166.0,53.0,197.0
39,Switzerland,1.5,10.0,0.08,0.04,110.08623324310938,208.0,120.50000058763534,341.0,77.0,51.0,107.0,186.0,77.0,AWW,107.0,AWW,167.0,55.0,176.0
40,Switzerland,1.5,10.0,0.08,0.04,122.69252721631122,131.0,Inf,NaN,33.0,2.0,119.0,130.0,33.0,AWW,119.0,AWW,151.0,52.0,205.0
41,Switzerland,1.5,10.0,0.08,0.04,114.00449392808152,1022.0,127.50000012612449,2403.0,15.0,0.0,124.0,1898.0,15.0,AWW,114.00449392808152,ICU,169.0,51.0,179.0
42,Switzerland,1.5,10.0,0.08,0.04,99.35127477204789,321.0,110.5000000079089,592.0,30.0,0.0,55.0,10.0,30.0,AWW,55.0,AWW,166.0,53.0,212.0
43,Switzerland,1.5,10.0,0.08,0.04,118.26373317987148,878.0,99.50000077594625,255.0,80.0,60.0,99.0,250.0,80.0,AWW,99.0,AWW,157.0,43.0,187.0
44,Switzerland,1.5,10.0,0.08,0.04,71.70685501091116,135.0,22.500000515833058,2.0,104.0,778.0,138.0,6215.0,22.500000515833058,HARISS,22.500000515833058,HARISS,177.0,59.0,186.0
45,Switzerland,1.5,10.0,0.08,0.04,122.36027143158775,579.0,124.50000084422038,619.0,92.0,94.0,46.0,7.0,92.0,AWW,46.0,AWW,190.0,54.0,162.0
46,Switzerland,1.5,10.0,0.08,0.04,119.57171858070306,567.0,117.50000034926188,513.0,107.0,298.0,138.0,1556.0,107.0,AWW,117.50000034926188,HARISS,153.0,57.0,197.0
47,Switzerland,1.5,10.0,0.08,0.04,123.63436408882458,468.0,127.5000007080789,502.0,28.0,1.0,91.0,59.0,28.0,AWW,91.0,AWW,161.0,55.0,207.0
48,Switzerland,1.5,10.0,0.08,0.04,124.9167317762626,40.0,Inf,NaN,89.0,14.0,58.0,6.0,89.0,AWW,58.0,AWW,181.0,50.0,196.0
49,Switzerland,1.5,10.0,0.08,0.04,109.02884757450389,245.0,124.50000094096457,657.0,43.0,4.0,97.0,146.0,43.0,AWW,97.0,AWW,159.0,49.0,184.0
50,Switzerland,1.5,10.0,0.08,0.04,138.04892179211743,196.0,Inf,NaN,34.0,1.0,91.0,27.0,34.0,AWW,91.0,AWW,164.0,48.0,204.0
51,Switzerland,1.5,10.0,0.08,0.04,66.72007921410471,44.0,110.50000039507368,501.0,60.0,28.0,123.0,1214.0,60.0,AWW,66.72007921410471,ICU,156.0,59.0,156.0
52,Switzerland,1.5,10.0,0.08,0.04,126.00746675082996,4507.0,75.5000001760476,179.0,77.0,202.0,113.0,1997.0,75.5000001760476,HARISS,75.5000001760476,HARISS,166.0,75.0,206.0
53,Switzerland,1.5,10.0,0.08,0.04,152.3604477101243,105.0,Inf,NaN,67.0,7.0,101.0,27.0,67.0,AWW,101.0,AWW,168.0,45.0,204.0
54,Switzerland,1.5,10.0,0.08,0.04,129.5608835678653,994.0,64.50000013001804,17.0,63.0,17.0,112.0,335.0,63.0,AWW,64.50000013001804,HARISS,173.0,42.0,200.0
55,Switzerland,1.5,10.0,0.08,0.04,111.86843999361528,197.0,103.50000008602325,124.0,69.0,31.0,133.0,620.0,69.0,AWW,103.50000008602325,HARISS,165.0,62.0,195.0
56,Switzerland,1.5,10.0,0.08,0.04,113.96491207168344,261.0,113.50000024276109,259.0,36.0,0.0,65.0,8.0,36.0,AWW,65.0,AWW,168.0,50.0,184.0
57,Switzerland,1.5,10.0,0.08,0.04,106.60564501144472,303.0,57.500000969584185,8.0,81.0,34.0,95.0,134.0,57.500000969584185,HARISS,57.500000969584185,HARISS,167.0,57.0,207.0
58,Switzerland,1.5,10.0,0.08,0.04,86.35765655250856,25.0,127.50000057322971,211.0,75.0,13.0,20.0,0.0,75.0,AWW,20.0,AWW,167.0,62.0,203.0
59,Switzerland,1.5,10.0,0.08,0.04,96.98905334874347,369.0,110.50000045870195,700.0,102.0,420.0,48.0,40.0,96.98905334874347,ICU,48.0,AWW,179.0,56.0,180.0
60,Switzerland,1.5,10.0,0.08,0.04,133.32188763361447,291.0,138.5000002458391,326.0,79.0,9.0,117.0,80.0,79.0,AWW,117.0,AWW,164.0,52.0,184.0
61,Switzerland,1.5,10.0,0.08,0.04,136.9652269644039,1384.0,47.50000042192291,5.0,69.0,20.0,92.0,98.0,47.50000042192291,HARISS,47.50000042192291,HARISS,164.0,49.0,195.0
62,Switzerland,1.5,10.0,0.08,0.04,60.70937486379451,3.0,61.50000034903029,3.0,14.0,0.0,68.0,7.0,14.0,AWW,60.70937486379451,ICU,170.0,51.0,198.0
63,Switzerland,1.5,10.0,0.08,0.04,148.71972339948152,634.0,138.5000001533801,517.0,65.0,3.0,128.0,289.0,65.0,AWW,128.0,AWW,158.0,59.0,220.0
64,Switzerland,1.5,10.0,0.08,0.04,133.25958817665833,369.0,113.50000001043557,139.0,50.0,4.0,48.0,3.0,50.0,AWW,48.0,AWW,175.0,50.0,190.0
65,Switzerland,1.5,10.0,0.08,0.04,94.7570530483294,1469.0,54.5000000196566,127.0,88.0,968.0,88.0,968.0,54.5000000196566,HARISS,54.5000000196566,HARISS,158.0,42.0,182.0
66,Switzerland,1.5,10.0,0.08,0.04,103.7746672432173,984.0,89.50000044032343,379.0,82.0,259.0,116.0,1976.0,82.0,AWW,89.50000044032343,HARISS,162.0,54.0,184.0
67,Switzerland,1.5,10.0,0.08,0.04,82.1187942233893,137.0,92.50000046750618,297.0,82.0,137.0,116.0,1128.0,82.0,AWW,82.1187942233893,ICU,170.0,36.0,186.0
68,Switzerland,1.5,10.0,0.08,0.04,133.2126879447043,124.0,138.50000011964465,134.0,95.0,33.0,136.0,127.0,95.0,AWW,133.2126879447043,ICU,166.0,56.0,183.0
69,Switzerland,1.5,10.0,0.08,0.04,138.71927343899122,377.0,131.5000002479134,211.0,31.0,2.0,136.0,310.0,31.0,AWW,131.5000002479134,HARISS,175.0,55.0,187.0
70,Switzerland,1.5,10.0,0.08,0.04,101.22479380459599,319.0,92.50000062149755,183.0,70.0,41.0,106.0,438.0,70.0,AWW,92.50000062149755,HARISS,169.0,63.0,183.0
71,Switzerland,1.5,10.0,0.08,0.04,148.4512995057703,180.0,82.50000097347105,15.0,39.0,0.0,119.0,59.0,39.0,AWW,82.50000097347105,HARISS,186.0,51.0,200.0
72,Switzerland,1.5,10.0,0.08,0.04,138.83091466978308,1173.0,134.50000000548795,817.0,48.0,9.0,122.0,371.0,48.0,AWW,122.0,AWW,186.0,62.0,178.0
73,Switzerland,1.5,10.0,0.08,0.04,101.07607216845739,761.0,85.50000025520839,248.0,65.0,63.0,65.0,63.0,65.0,AWW,65.0,AWW,178.0,57.0,194.0
74,Switzerland,1.5,10.0,0.08,0.04,110.71511953999565,1279.0,82.50000008171331,198.0,62.0,51.0,80.0,197.0,62.0,AWW,80.0,AWW,175.0,53.0,198.0
75,Switzerland,1.5,10.0,0.08,0.04,129.61828136123484,3064.0,85.50000072654878,284.0,105.0,817.0,128.0,2986.0,85.50000072654878,HARISS,85.50000072654878,HARISS,180.0,55.0,181.0
76,Switzerland,1.5,10.0,0.08,0.04,113.98174297090918,858.0,75.50000096363809,91.0,68.0,46.0,84.0,161.0,68.0,AWW,75.50000096363809,HARISS,168.0,51.0,190.0
77,Switzerland,1.5,10.0,0.08,0.04,5.237120656796814,0.0,Inf,NaN,79.0,0.0,80.0,0.0,5.237120656796814,ICU,5.237120656796814,ICU,163.0,54.0,185.0
78,Switzerland,1.5,10.0,0.08,0.04,119.9131867003346,1776.0,68.50000087412099,61.0,19.0,1.0,121.0,1934.0,19.0,AWW,68.50000087412099,HARISS,173.0,51.0,203.0
79,Switzerland,1.5,10.0,0.08,0.04,88.32992954689176,254.0,71.5000006398235,94.0,70.0,94.0,60.0,61.0,70.0,AWW,60.0,AWW,158.0,49.0,183.0
80,Switzerland,1.5,10.0,0.08,0.04,97.76206810988175,129.0,106.50000036352101,231.0,81.0,29.0,24.0,6.0,81.0,AWW,24.0,AWW,173.0,57.0,200.0
81,Switzerland,1.5,10.0,0.08,0.04,133.25448760570166,544.0,85.50000034986603,32.0,77.0,21.0,77.0,21.0,77.0,AWW,77.0,AWW,182.0,55.0,207.0
82,Switzerland,1.5,10.0,0.08,0.04,97.33242471653784,146.0,113.5000006144094,452.0,85.0,78.0,20.0,0.0,85.0,AWW,20.0,AWW,167.0,61.0,217.0
83,Switzerland,1.5,10.0,0.08,0.04,54.46221295050625,210.0,57.500000142375505,231.0,66.0,382.0,96.0,2391.0,54.46221295050625,ICU,54.46221295050625,ICU,203.0,39.0,213.0
84,Switzerland,1.5,10.0,0.08,0.04,99.73253257830743,1206.0,57.50000011269997,149.0,90.0,708.0,120.0,3945.0,57.50000011269997,HARISS,57.50000011269997,HARISS,150.0,55.0,214.0
85,Switzerland,1.5,10.0,0.08,0.04,85.53981992285983,17.0,Inf,NaN,82.0,15.0,94.0,22.0,82.0,AWW,85.53981992285983,ICU,174.0,50.0,154.0
86,Switzerland,1.5,10.0,0.08,0.04,111.37661841963221,1511.0,103.50000073654914,959.0,52.0,22.0,124.0,3436.0,52.0,AWW,103.50000073654914,HARISS,163.0,43.0,214.0
87,Switzerland,1.5,10.0,0.08,0.04,67.20157231924448,16.0,120.50000001979154,637.0,67.0,16.0,68.0,16.0,67.0,AWW,67.20157231924448,ICU,169.0,49.0,189.0
88,Switzerland,1.5,10.0,0.08,0.04,75.61864185391833,240.0,92.50000086898172,695.0,108.0,1985.0,123.0,4209.0,75.61864185391833,ICU,75.61864185391833,ICU,185.0,51.0,194.0
89,Switzerland,1.5,10.0,0.08,0.04,129.90627260703195,237.0,99.50000070374281,33.0,36.0,1.0,49.0,2.0,36.0,AWW,49.0,AWW,155.0,47.0,211.0
90,Switzerland,1.5,10.0,0.08,0.04,56.66349649781827,102.0,61.500000367349,104.0,40.0,8.0,120.0,104.0,40.0,AWW,56.66349649781827,ICU,165.0,53.0,197.0
91,Switzerland,1.5,10.0,0.08,0.04,113.58831701750405,197.0,36.500000576637945,1.0,13.0,0.0,48.0,3.0,13.0,AWW,36.500000576637945,HARISS,152.0,57.0,209.0
92,Switzerland,1.5,10.0,0.08,0.04,145.10822744690262,97.0,54.50000073058508,12.0,26.0,1.0,101.0,25.0,26.0,AWW,54.50000073058508,HARISS,136.0,41.0,171.0
93,Switzerland,1.5,10.0,0.08,0.04,103.7531137389274,310.0,103.50000020444146,309.0,102.0,300.0,18.0,0.0,102.0,AWW,18.0,AWW,172.0,45.0,184.0
94,Switzerland,1.5,10.0,0.08,0.04,149.678493721818,451.0,120.50000061902352,157.0,67.0,7.0,115.0,130.0,67.0,AWW,115.0,AWW,170.0,60.0,179.0
95,Switzerland,1.5,10.0,0.08,0.04,140.32902055127133,1212.0,103.50000007410699,78.0,72.0,4.0,91.0,35.0,72.0,AWW,91.0,AWW,177.0,41.0,189.0
96,Switzerland,1.5,10.0,0.08,0.04,101.2994284444055,179.0,110.5000006373013,339.0,22.0,0.0,103.0,193.0,22.0,AWW,101.2994284444055,ICU,181.0,56.0,207.0
97,Switzerland,1.5,10.0,0.08,0.04,97.74545798017206,215.0,110.50000071036806,409.0,29.0,2.0,115.0,543.0,29.0,AWW,97.74545798017206,ICU,175.0,56.0,192.0
98,Switzerland,1.5,10.0,0.08,0.04,138.4258979199696,2279.0,110.5000006362236,356.0,102.0,189.0,122.0,695.0,102.0,AWW,110.5000006362236,HARISS,163.0,43.0,200.0
99,Switzerland,1.5,10.0,0.08,0.04,86.1994549064594,1141.0,22.500000958072658,12.0,76.0,629.0,137.0,21899.0,22.500000958072658,HARISS,22.500000958072658,HARISS,167.0,55.0,178.0
100,Switzerland,1.5,10.0,0.08,0.04,139.29446229482244,326.0,Inf,NaN,77.0,47.0,107.0,85.0,77.0,AWW,107.0,AWW,149.0,46.0,196.0
101,Switzerland,1.5,10.0,0.08,0.04,97.68266192661883,880.0,71.50000033309657,147.0,49.0,36.0,73.0,151.0,49.0,AWW,71.50000033309657,HARISS,167.0,48.0,194.0
102,Switzerland,1.5,10.0,0.08,0.04,85.9849914002881,227.0,36.500000373780985,19.0,103.0,531.0,127.0,1995.0,36.500000373780985,HARISS,36.500000373780985,HARISS,162.0,45.0,200.0
103,Switzerland,1.5,10.0,0.08,0.04,128.94735110554214,975.0,120.50000098078861,588.0,92.0,132.0,125.0,835.0,92.0,AWW,120.50000098078861,HARISS,188.0,46.0,178.0
104,Switzerland,1.5,10.0,0.08,0.04,33.210363179413676,6.0,Inf,NaN,51.0,6.0,48.0,6.0,33.210363179413676,ICU,33.210363179413676,ICU,163.0,43.0,200.0
105,Switzerland,1.5,10.0,0.08,0.04,133.1324991160749,567.0,127.50000068111346,345.0,104.0,126.0,115.0,200.0,104.0,AWW,115.0,AWW,169.0,44.0,192.0
106,Switzerland,1.5,10.0,0.08,0.04,92.45238900951651,66.0,106.50000003744972,99.0,111.0,155.0,142.0,804.0,92.45238900951651,ICU,92.45238900951651,ICU,152.0,53.0,181.0
107,Switzerland,1.5,10.0,0.08,0.04,111.85810776649271,227.0,120.50000078194059,371.0,49.0,16.0,124.0,406.0,49.0,AWW,111.85810776649271,ICU,174.0,47.0,200.0
108,Switzerland,1.5,10.0,0.08,0.04,18.680913732022052,29.0,Inf,NaN,14.0,18.0,120.0,29.0,14.0,AWW,18.680913732022052,ICU,167.0,54.0,180.0
109,Switzerland,1.5,10.0,0.08,0.04,117.86557196801724,482.0,120.50000012152513,519.0,37.0,4.0,71.0,33.0,37.0,AWW,71.0,AWW,165.0,70.0,189.0
110,Switzerland,1.5,10.0,0.08,0.04,134.5709259983585,457.0,113.50000075752588,131.0,49.0,1.0,49.0,1.0,49.0,AWW,49.0,AWW,185.0,64.0,197.0
111,Switzerland,1.5,10.0,0.08,0.04,83.51098605838192,14.0,Inf,NaN,47.0,0.0,11.0,0.0,47.0,AWW,11.0,AWW,191.0,42.0,185.0
112,Switzerland,1.5,10.0,0.08,0.04,121.2315596253992,3949.0,96.50000037962938,881.0,43.0,22.0,119.0,3299.0,43.0,AWW,96.50000037962938,HARISS,173.0,48.0,182.0
113,Switzerland,1.5,10.0,0.08,0.04,114.55915351088683,88.0,Inf,NaN,92.0,21.0,93.0,25.0,92.0,AWW,93.0,AWW,150.0,45.0,207.0
114,Switzerland,1.5,10.0,0.08,0.04,121.54599327789194,1212.0,117.50000001485593,918.0,102.0,378.0,42.0,10.0,102.0,AWW,42.0,AWW,185.0,46.0,191.0
115,Switzerland,1.5,10.0,0.08,0.04,58.677114626099566,65.0,89.5000003712069,537.0,84.0,377.0,Inf,NaN,58.677114626099566,ICU,58.677114626099566,ICU,173.0,42.0,190.0
116,Switzerland,1.5,10.0,0.08,0.04,121.14907076668236,1039.0,103.5000000174498,372.0,28.0,0.0,28.0,0.0,28.0,AWW,28.0,AWW,161.0,55.0,201.0
117,Switzerland,1.5,10.0,0.08,0.04,98.12968573924792,261.0,92.5000004255062,184.0,96.0,214.0,97.0,233.0,92.5000004255062,HARISS,92.5000004255062,HARISS,161.0,47.0,182.0
118,Switzerland,1.5,10.0,0.08,0.04,149.0267220984953,434.0,Inf,NaN,108.0,69.0,115.0,92.0,108.0,AWW,115.0,AWW,187.0,54.0,203.0
119,Switzerland,1.5,10.0,0.08,0.04,119.31018783165713,340.0,71.50000028879096,34.0,80.0,54.0,91.0,83.0,71.50000028879096,HARISS,71.50000028879096,HARISS,169.0,64.0,203.0
120,Switzerland,1.5,10.0,0.08,0.04,152.1703077792193,471.0,117.50000080159776,122.0,72.0,16.0,138.0,435.0,72.0,AWW,117.50000080159776,HARISS,162.0,42.0,181.0
121,Switzerland,1.5,10.0,0.08,0.04,13.041950369723564,4.0,117.50000036881661,704.0,78.0,70.0,136.0,2153.0,13.041950369723564,ICU,13.041950369723564,ICU,163.0,44.0,175.0
122,Switzerland,1.5,10.0,0.08,0.04,127.82613702952746,59.0,Inf,NaN,72.0,1.0,104.0,18.0,72.0,AWW,104.0,AWW,145.0,43.0,174.0
123,Switzerland,1.5,10.0,0.08,0.04,146.93196344934535,339.0,113.50000047942713,80.0,63.0,14.0,16.0,2.0,63.0,AWW,16.0,AWW,168.0,39.0,205.0
124,Switzerland,1.5,10.0,0.08,0.04,128.5170520628197,294.0,Inf,NaN,90.0,56.0,141.0,535.0,90.0,AWW,128.5170520628197,ICU,163.0,63.0,214.0
125,Switzerland,1.5,10.0,0.08,0.04,137.64998222233265,374.0,Inf,NaN,26.0,12.0,107.0,78.0,26.0,AWW,107.0,AWW,164.0,55.0,203.0
126,Switzerland,1.5,10.0,0.08,0.04,143.13804375256458,158.0,96.50000099717278,23.0,76.0,9.0,111.0,39.0,76.0,AWW,96.50000099717278,HARISS,150.0,56.0,202.0
127,Switzerland,1.5,10.0,0.08,0.04,105.41579433506361,1141.0,75.50000061543011,193.0,45.0,37.0,134.0,6024.0,45.0,AWW,75.50000061543011,HARISS,170.0,36.0,188.0
128,Switzerland,1.5,10.0,0.08,0.04,140.26383686761747,1231.0,61.50000055485609,21.0,42.0,14.0,84.0,42.0,42.0,AWW,61.50000055485609,HARISS,171.0,55.0,184.0
129,Switzerland,1.5,10.0,0.08,0.04,148.73100231801453,1147.0,131.5000006041746,619.0,85.0,43.0,93.0,59.0,85.0,AWW,93.0,AWW,176.0,51.0,186.0
130,Switzerland,1.5,10.0,0.08,0.04,70.96103898361447,19.0,134.50000079689937,828.0,81.0,36.0,137.0,993.0,70.96103898361447,ICU,70.96103898361447,ICU,164.0,47.0,196.0
131,Switzerland,1.5,10.0,0.08,0.04,143.27206624817734,206.0,64.5000000950153,4.0,55.0,2.0,122.0,78.0,55.0,AWW,64.5000000950153,HARISS,169.0,55.0,191.0
132,Switzerland,1.5,10.0,0.08,0.04,135.2370037424144,169.0,Inf,NaN,84.0,15.0,118.0,68.0,84.0,AWW,118.0,AWW,152.0,48.0,161.0
133,Switzerland,1.5,10.0,0.08,0.04,132.981103333356,720.0,Inf,NaN,88.0,86.0,103.0,159.0,88.0,AWW,103.0,AWW,172.0,56.0,189.0
134,Switzerland,1.5,10.0,0.08,0.04,145.59052430397992,1469.0,124.50000056725415,502.0,84.0,26.0,126.0,514.0,84.0,AWW,124.50000056725415,HARISS,159.0,44.0,176.0
135,Switzerland,1.5,10.0,0.08,0.04,115.37165696712343,479.0,106.50000072680909,276.0,35.0,2.0,115.0,473.0,35.0,AWW,106.50000072680909,HARISS,175.0,47.0,183.0
136,Switzerland,1.5,10.0,0.08,0.04,94.65025055571294,47.0,106.50000025301134,71.0,79.0,22.0,129.0,191.0,79.0,AWW,94.65025055571294,ICU,157.0,53.0,179.0
137,Switzerland,1.5,10.0,0.08,0.04,152.45154114080418,584.0,131.50000095032894,328.0,79.0,18.0,Inf,NaN,79.0,AWW,131.50000095032894,HARISS,187.0,49.0,183.0
138,Switzerland,1.5,10.0,0.08,0.04,100.9321654598114,507.0,82.5000001986077,177.0,15.0,0.0,134.0,2974.0,15.0,AWW,82.5000001986077,HARISS,168.0,65.0,188.0
139,Switzerland,1.5,10.0,0.08,0.04,132.6690389248718,1160.0,96.50000002245449,151.0,71.0,46.0,103.0,226.0,71.0,AWW,96.50000002245449,HARISS,165.0,46.0,217.0
140,Switzerland,1.5,10.0,0.08,0.04,91.69311073158758,41.0,Inf,NaN,76.0,13.0,98.0,43.0,76.0,AWW,91.69311073158758,ICU,170.0,45.0,170.0
141,Switzerland,1.5,10.0,0.08,0.04,103.65141793920388,571.0,113.5000008843148,1018.0,63.0,33.0,104.0,581.0,63.0,AWW,103.65141793920388,ICU,176.0,52.0,182.0
142,Switzerland,1.5,10.0,0.08,0.04,113.77038712387112,144.0,138.5000009174675,539.0,68.0,12.0,119.0,202.0,68.0,AWW,113.77038712387112,ICU,151.0,56.0,194.0
