sample_id,country,R0,gen_time,p_det,false_positive_rate,earliest_detection_time,earliest_surveillance_type,local_cases_at_detection,total_latent,total_infectious,total_detectable
258,Switzerland,2.0,4.0,0.08,0.04,26.0,AWW,112.0,853.0,781.0,1725.0
259,Switzerland,2.0,4.0,0.08,0.04,25.0,AWW,24.0,821.0,753.0,1823.0
260,Switzerland,2.0,4.0,0.08,0.04,33.50000086853457,HARISS,795.0,820.0,834.0,1697.0
261,Switzerland,2.0,4.0,0.08,0.04,33.0,AWW,781.0,848.0,786.0,1770.0
262,Switzerland,2.0,4.0,0.08,0.04,13.0,AWW,6.0,806.0,805.0,1767.0
263,Switzerland,2.0,4.0,0.08,0.04,22.50000059501036,HARISS,355.0,810.0,764.0,1809.0
264,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,180.0,783.0,818.0,1832.0
265,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,226.0,839.0,799.0,1723.0
266,Switzerland,2.0,4.0,0.08,0.04,32.72061902883603,ICU,403.0,857.0,811.0,1748.0
267,Switzerland,2.0,4.0,0.08,0.04,32.18021352328182,ICU,695.0,841.0,755.0,1761.0
268,Switzerland,2.0,4.0,0.08,0.04,33.63062714261552,ICU,528.0,848.0,778.0,1674.0
269,Switzerland,2.0,4.0,0.08,0.04,33.500000813006515,HARISS,485.0,801.0,797.0,1774.0
270,Switzerland,2.0,4.0,0.08,0.04,19.0,AWW,23.0,877.0,830.0,1776.0
271,Switzerland,2.0,4.0,0.08,0.04,37.68298394592226,ICU,997.0,825.0,769.0,1768.0
272,Switzerland,2.0,4.0,0.08,0.04,33.50000078400591,HARISS,1547.0,824.0,766.0,1734.0
273,Switzerland,2.0,4.0,0.08,0.04,17.0,AWW,2.0,830.0,777.0,1762.0
274,Switzerland,2.0,4.0,0.08,0.04,33.0,AWW,161.0,852.0,789.0,1819.0
275,Switzerland,2.0,4.0,0.08,0.04,15.0,AWW,NaN,839.0,822.0,1793.0
276,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,244.0,866.0,776.0,1794.0
277,Switzerland,2.0,4.0,0.08,0.04,21.0,AWW,5.0,888.0,784.0,1796.0
278,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,308.0,879.0,788.0,1715.0
279,Switzerland,2.0,4.0,0.08,0.04,24.0,AWW,49.0,913.0,771.0,1756.0
280,Switzerland,2.0,4.0,0.08,0.04,22.901117389214637,ICU,524.0,832.0,811.0,1744.0
281,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,342.0,868.0,770.0,1837.0
282,Switzerland,2.0,4.0,0.08,0.04,32.95941611534573,ICU,393.0,864.0,798.0,1806.0
283,Switzerland,2.0,4.0,0.08,0.04,24.0,AWW,17.0,830.0,792.0,1712.0
284,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,284.0,871.0,778.0,1746.0
285,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,415.0,878.0,788.0,1762.0
286,Switzerland,2.0,4.0,0.08,0.04,29.500000172427395,HARISS,58.0,851.0,821.0,1726.0
287,Switzerland,2.0,4.0,0.08,0.04,15.0,AWW,63.0,836.0,846.0,1692.0
288,Switzerland,2.0,4.0,0.08,0.04,39.0,AWW,861.0,818.0,858.0,1759.0
289,Switzerland,2.0,4.0,0.08,0.04,33.07146304927697,ICU,3478.0,835.0,740.0,1743.0
290,Switzerland,2.0,4.0,0.08,0.04,27.0,AWW,33.0,852.0,785.0,1769.0
291,Switzerland,2.0,4.0,0.08,0.04,31.978686869638217,ICU,1075.0,827.0,796.0,1716.0
292,Switzerland,2.0,4.0,0.08,0.04,22.732681460807303,ICU,46.0,835.0,802.0,1706.0
293,Switzerland,2.0,4.0,0.08,0.04,27.73227396768926,ICU,148.0,835.0,779.0,1762.0
294,Switzerland,2.0,4.0,0.08,0.04,29.500000331177333,HARISS,1109.0,871.0,818.0,1709.0
295,Switzerland,2.0,4.0,0.08,0.04,33.500000291850924,HARISS,425.0,899.0,793.0,1738.0
296,Switzerland,2.0,4.0,0.08,0.04,15.0,AWW,7.0,870.0,765.0,1767.0
297,Switzerland,2.0,4.0,0.08,0.04,34.0,AWW,321.0,844.0,842.0,1692.0
298,Switzerland,2.0,4.0,0.08,0.04,16.0,AWW,NaN,797.0,829.0,1770.0
299,Switzerland,2.0,4.0,0.08,0.04,27.0,AWW,197.0,853.0,813.0,1791.0
300,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,581.0,849.0,755.0,1710.0
301,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,146.0,883.0,799.0,1772.0
302,Switzerland,2.0,4.0,0.08,0.04,20.481069134423144,ICU,200.0,843.0,806.0,1737.0
303,Switzerland,2.0,4.0,0.08,0.04,15.500000135754107,HARISS,44.0,809.0,820.0,1794.0
304,Switzerland,2.0,4.0,0.08,0.04,25.356146737034386,ICU,698.0,832.0,825.0,1763.0
305,Switzerland,2.0,4.0,0.08,0.04,29.11271160873569,ICU,275.0,878.0,793.0,1727.0
306,Switzerland,2.0,4.0,0.08,0.04,25.337534236059188,ICU,593.0,818.0,740.0,1817.0
307,Switzerland,2.0,4.0,0.08,0.04,35.31436511155529,ICU,630.0,862.0,800.0,1754.0
308,Switzerland,2.0,4.0,0.08,0.04,18.006868232621695,ICU,84.0,841.0,764.0,1683.0
309,Switzerland,2.0,4.0,0.08,0.04,32.31932447930456,ICU,1131.0,806.0,788.0,1720.0
310,Switzerland,2.0,4.0,0.08,0.04,19.500000212325872,HARISS,3.0,857.0,778.0,1798.0
311,Switzerland,2.0,4.0,0.08,0.04,26.500000761146126,HARISS,625.0,828.0,759.0,1765.0
312,Switzerland,2.0,4.0,0.08,0.04,29.500000071353494,HARISS,388.0,860.0,751.0,1691.0
313,Switzerland,2.0,4.0,0.08,0.04,28.0,AWW,337.0,814.0,805.0,1774.0
314,Switzerland,2.0,4.0,0.08,0.04,27.0,AWW,80.0,844.0,806.0,1793.0
315,Switzerland,2.0,4.0,0.08,0.04,33.50000041340614,HARISS,334.0,827.0,834.0,1769.0
316,Switzerland,2.0,4.0,0.08,0.04,28.0,AWW,95.0,834.0,769.0,1772.0
317,Switzerland,2.0,4.0,0.08,0.04,28.0,AWW,69.0,898.0,737.0,1745.0
318,Switzerland,2.0,4.0,0.08,0.04,34.0,AWW,254.0,858.0,795.0,1708.0
319,Switzerland,2.0,4.0,0.08,0.04,22.500000130376208,HARISS,110.0,787.0,857.0,1670.0
320,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,2299.0,857.0,795.0,1729.0
321,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,203.0,834.0,803.0,1828.0
322,Switzerland,2.0,4.0,0.08,0.04,33.50000025795045,HARISS,861.0,810.0,809.0,1716.0
323,Switzerland,2.0,4.0,0.08,0.04,27.0,AWW,46.0,829.0,782.0,1828.0
324,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,489.0,888.0,753.0,1717.0
325,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,570.0,842.0,822.0,1737.0
326,Switzerland,2.0,4.0,0.08,0.04,33.26899625958376,ICU,612.0,830.0,820.0,1717.0
327,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,712.0,821.0,820.0,1772.0
328,Switzerland,2.0,4.0,0.08,0.04,32.68502319283584,ICU,392.0,841.0,842.0,1738.0
329,Switzerland,2.0,4.0,0.08,0.04,24.0,AWW,152.0,853.0,809.0,1723.0
330,Switzerland,2.0,4.0,0.08,0.04,21.26831198388531,ICU,58.0,892.0,778.0,1831.0
331,Switzerland,2.0,4.0,0.08,0.04,22.500000708296042,HARISS,301.0,888.0,794.0,1726.0
332,Switzerland,2.0,4.0,0.08,0.04,30.352433559824103,ICU,254.0,794.0,796.0,1768.0
333,Switzerland,2.0,4.0,0.08,0.04,34.0,AWW,998.0,864.0,797.0,1733.0
334,Switzerland,2.0,4.0,0.08,0.04,26.0,AWW,561.0,798.0,824.0,1689.0
335,Switzerland,2.0,4.0,0.08,0.04,36.0,AWW,1228.0,859.0,767.0,1797.0
336,Switzerland,2.0,4.0,0.08,0.04,26.500000846595526,HARISS,507.0,825.0,851.0,1782.0
337,Switzerland,2.0,4.0,0.08,0.04,36.500000418211975,HARISS,1024.0,895.0,764.0,1768.0
338,Switzerland,2.0,4.0,0.08,0.04,33.5000007549083,HARISS,95.0,890.0,815.0,1765.0
339,Switzerland,2.0,4.0,0.08,0.04,26.50000015323173,HARISS,526.0,823.0,813.0,1719.0
340,Switzerland,2.0,4.0,0.08,0.04,33.0,AWW,243.0,878.0,736.0,1765.0
341,Switzerland,2.0,4.0,0.08,0.04,26.0,AWW,31.0,809.0,858.0,1719.0
342,Switzerland,2.0,4.0,0.08,0.04,29.500000969140167,HARISS,763.0,881.0,790.0,1786.0
343,Switzerland,2.0,4.0,0.08,0.04,26.50000030899733,HARISS,345.0,885.0,798.0,1769.0
344,Switzerland,2.0,4.0,0.08,0.04,33.0,AWW,165.0,881.0,778.0,1695.0
345,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,266.0,826.0,799.0,1813.0
346,Switzerland,2.0,4.0,0.08,0.04,28.0,AWW,341.0,875.0,809.0,1787.0
347,Switzerland,2.0,4.0,0.08,0.04,29.0,AWW,24.0,766.0,801.0,1783.0
348,Switzerland,2.0,4.0,0.08,0.04,29.500000017607906,HARISS,1782.0,804.0,812.0,1787.0
349,Switzerland,2.0,4.0,0.08,0.04,34.0,AWW,355.0,857.0,804.0,1762.0
350,Switzerland,2.0,4.0,0.08,0.04,21.0,AWW,0.0,819.0,829.0,1751.0
351,Switzerland,2.0,4.0,0.08,0.04,26.852223776122553,ICU,376.0,877.0,785.0,1721.0
352,Switzerland,2.0,4.0,0.08,0.04,27.541763016495544,ICU,403.0,874.0,823.0,1796.0
353,Switzerland,2.0,4.0,0.08,0.04,19.500000571402072,HARISS,104.0,870.0,745.0,1681.0
354,Switzerland,2.0,4.0,0.08,0.04,16.0,AWW,0.0,841.0,786.0,1658.0
355,Switzerland,2.0,4.0,0.08,0.04,29.495988105746758,ICU,378.0,870.0,815.0,1868.0
356,Switzerland,2.0,4.0,0.08,0.04,34.0,AWW,1040.0,836.0,784.0,1791.0
357,Switzerland,2.0,4.0,0.08,0.04,16.0,AWW,0.0,852.0,791.0,1774.0
358,Switzerland,2.0,4.0,0.08,0.04,33.0,AWW,567.0,818.0,751.0,1798.0
359,Switzerland,2.0,4.0,0.08,0.04,27.0,AWW,61.0,821.0,743.0,1814.0
360,Switzerland,2.0,4.0,0.08,0.04,33.50000063895436,HARISS,499.0,866.0,809.0,1748.0
361,Switzerland,2.0,4.0,0.08,0.04,28.115501159118125,ICU,978.0,839.0,829.0,1800.0
362,Switzerland,2.0,4.0,0.08,0.04,33.50000087650782,HARISS,455.0,815.0,775.0,1790.0
363,Switzerland,2.0,4.0,0.08,0.04,22.50000028426154,HARISS,201.0,855.0,807.0,1794.0
364,Switzerland,2.0,4.0,0.08,0.04,36.0,AWW,1378.0,804.0,808.0,1802.0
365,Switzerland,2.0,4.0,0.08,0.04,29.500000129692395,HARISS,623.0,819.0,869.0,1760.0
366,Switzerland,2.0,4.0,0.08,0.04,36.50000072174552,HARISS,2192.0,830.0,779.0,1717.0
367,Switzerland,2.0,4.0,0.08,0.04,26.0,AWW,168.0,849.0,720.0,1737.0
368,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,73.0,827.0,819.0,1808.0
369,Switzerland,2.0,4.0,0.08,0.04,24.0,AWW,6.0,802.0,773.0,1794.0
370,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,191.0,834.0,773.0,1780.0
371,Switzerland,2.0,4.0,0.08,0.04,6.0,AWW,NaN,865.0,795.0,1811.0
372,Switzerland,2.0,4.0,0.08,0.04,21.06458590520391,ICU,123.0,853.0,847.0,1719.0
373,Switzerland,2.0,4.0,0.08,0.04,23.0,AWW,49.0,866.0,795.0,1728.0
374,Switzerland,2.0,4.0,0.08,0.04,32.74321945619508,ICU,1210.0,892.0,830.0,1787.0
375,Switzerland,2.0,4.0,0.08,0.04,29.50000041791469,HARISS,620.0,843.0,790.0,1745.0
376,Switzerland,2.0,4.0,0.08,0.04,30.95587424971092,ICU,178.0,835.0,799.0,1787.0
377,Switzerland,2.0,4.0,0.08,0.04,25.0,AWW,43.0,855.0,761.0,1793.0
378,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,145.0,831.0,792.0,1802.0
379,Switzerland,2.0,4.0,0.08,0.04,20.449567129679846,ICU,14.0,902.0,799.0,1738.0
380,Switzerland,2.0,4.0,0.08,0.04,33.42466379781586,ICU,716.0,881.0,791.0,1773.0
381,Switzerland,2.0,4.0,0.08,0.04,22.50000087138714,HARISS,498.0,816.0,770.0,1777.0
382,Switzerland,2.0,4.0,0.08,0.04,22.24957252167147,ICU,230.0,847.0,816.0,1817.0
383,Switzerland,2.0,4.0,0.08,0.04,29.0,AWW,422.0,864.0,816.0,1756.0
384,Switzerland,2.0,4.0,0.08,0.04,33.50000055049221,HARISS,1428.0,890.0,818.0,1702.0
385,Switzerland,2.0,4.0,0.08,0.04,28.0,AWW,66.0,825.0,752.0,1781.0
386,Switzerland,2.0,4.0,0.08,0.04,18.507354223701547,ICU,249.0,828.0,774.0,1730.0
387,Switzerland,2.0,4.0,0.08,0.04,28.844053745806338,ICU,280.0,866.0,835.0,1826.0
388,Switzerland,2.0,4.0,0.08,0.04,29.500000088278778,HARISS,151.0,814.0,775.0,1740.0
389,Switzerland,2.0,4.0,0.08,0.04,24.0,AWW,5.0,899.0,786.0,1754.0
390,Switzerland,2.0,4.0,0.08,0.04,23.0,AWW,26.0,834.0,832.0,1766.0
391,Switzerland,2.0,4.0,0.08,0.04,33.50000056332172,HARISS,451.0,852.0,792.0,1718.0
392,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,528.0,792.0,855.0,1696.0
393,Switzerland,2.0,4.0,0.08,0.04,24.37440655439754,ICU,436.0,806.0,805.0,1742.0
394,Switzerland,2.0,4.0,0.08,0.04,34.31469285742127,ICU,861.0,828.0,751.0,1715.0
395,Switzerland,2.0,4.0,0.08,0.04,36.0,AWW,1066.0,852.0,757.0,1782.0
396,Switzerland,2.0,4.0,0.08,0.04,29.500000463608327,HARISS,47.0,863.0,758.0,1754.0
397,Switzerland,2.0,4.0,0.08,0.04,36.50000066758136,HARISS,1953.0,864.0,764.0,1715.0
398,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,182.0,879.0,847.0,1763.0
399,Switzerland,2.0,4.0,0.08,0.04,19.500000612532883,HARISS,127.0,869.0,759.0,1722.0
400,Switzerland,2.0,4.0,0.08,0.04,26.238434398562443,ICU,1648.0,817.0,795.0,1724.0
401,Switzerland,2.0,4.0,0.08,0.04,24.0,AWW,2.0,834.0,728.0,1724.0
402,Switzerland,2.0,4.0,0.08,0.04,19.500000029516496,HARISS,2407.0,804.0,827.0,1734.0
403,Switzerland,2.0,4.0,0.08,0.04,26.35310772918577,ICU,1096.0,855.0,801.0,1785.0
404,Switzerland,2.0,4.0,0.08,0.04,26.500000629058345,HARISS,835.0,833.0,792.0,1748.0
405,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,421.0,841.0,777.0,1776.0
406,Switzerland,2.0,4.0,0.08,0.04,34.149736533218075,ICU,794.0,898.0,804.0,1734.0
407,Switzerland,2.0,4.0,0.08,0.04,33.500000207997694,HARISS,850.0,877.0,801.0,1823.0
408,Switzerland,2.0,4.0,0.08,0.04,32.37416296813543,ICU,813.0,824.0,776.0,1740.0
409,Switzerland,2.0,4.0,0.08,0.04,29.500000312455494,HARISS,376.0,844.0,808.0,1812.0
410,Switzerland,2.0,4.0,0.08,0.04,32.96378271159241,ICU,843.0,860.0,769.0,1805.0
411,Switzerland,2.0,4.0,0.08,0.04,26.5000007476305,HARISS,258.0,857.0,794.0,1712.0
412,Switzerland,2.0,4.0,0.08,0.04,24.941366371340145,ICU,218.0,859.0,775.0,1776.0
413,Switzerland,2.0,4.0,0.08,0.04,19.0,AWW,99.0,802.0,800.0,1781.0
414,Switzerland,2.0,4.0,0.08,0.04,15.50000008059673,HARISS,223.0,817.0,795.0,1733.0
415,Switzerland,2.0,4.0,0.08,0.04,26.90726329623492,ICU,617.0,821.0,761.0,1832.0
416,Switzerland,2.0,4.0,0.08,0.04,28.0,AWW,162.0,789.0,770.0,1771.0
417,Switzerland,2.0,4.0,0.08,0.04,19.500000516524715,HARISS,1082.0,865.0,794.0,1879.0
418,Switzerland,2.0,4.0,0.08,0.04,33.50000030821784,HARISS,385.0,819.0,782.0,1748.0
419,Switzerland,2.0,4.0,0.08,0.04,29.0,AWW,38.0,781.0,830.0,1712.0
420,Switzerland,2.0,4.0,0.08,0.04,36.50000018727689,HARISS,1012.0,871.0,779.0,1779.0
421,Switzerland,2.0,4.0,0.08,0.04,26.50000077580526,HARISS,88.0,871.0,781.0,1771.0
422,Switzerland,2.0,4.0,0.08,0.04,39.35030958580854,ICU,1660.0,866.0,820.0,1819.0
423,Switzerland,2.0,4.0,0.08,0.04,28.67114372533915,ICU,381.0,835.0,808.0,1748.0
424,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,274.0,867.0,776.0,1762.0
425,Switzerland,2.0,4.0,0.08,0.04,39.0,AWW,2068.0,836.0,783.0,1900.0
426,Switzerland,2.0,4.0,0.08,0.04,34.0,AWW,447.0,811.0,792.0,1766.0
427,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,61.0,839.0,770.0,1738.0
428,Switzerland,2.0,4.0,0.08,0.04,15.5000007714041,HARISS,957.0,812.0,806.0,1727.0
429,Switzerland,2.0,4.0,0.08,0.04,34.0,AWW,303.0,818.0,778.0,1683.0
430,Switzerland,2.0,4.0,0.08,0.04,36.50000080247861,HARISS,863.0,822.0,800.0,1690.0
431,Switzerland,2.0,4.0,0.08,0.04,25.699406092740162,ICU,1384.0,862.0,799.0,1784.0
432,Switzerland,2.0,4.0,0.08,0.04,19.500000503051613,HARISS,444.0,823.0,816.0,1734.0
433,Switzerland,2.0,4.0,0.08,0.04,35.580474815274634,ICU,317.0,846.0,765.0,1865.0
434,Switzerland,2.0,4.0,0.08,0.04,40.0,AWW,1522.0,850.0,836.0,1710.0
435,Switzerland,2.0,4.0,0.08,0.04,32.77918003136618,ICU,1003.0,863.0,773.0,1701.0
436,Switzerland,2.0,4.0,0.08,0.04,35.20953331670017,ICU,364.0,838.0,729.0,1723.0
437,Switzerland,2.0,4.0,0.08,0.04,28.09197081222564,ICU,417.0,842.0,751.0,1728.0
438,Switzerland,2.0,4.0,0.08,0.04,12.50000080873535,HARISS,179.0,831.0,776.0,1777.0
439,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,170.0,818.0,715.0,1747.0
440,Switzerland,2.0,4.0,0.08,0.04,26.500000272803522,HARISS,109.0,862.0,803.0,1702.0
441,Switzerland,2.0,4.0,0.08,0.04,34.0,AWW,193.0,864.0,719.0,1768.0
442,Switzerland,2.0,4.0,0.08,0.04,27.912889616357038,ICU,180.0,843.0,785.0,1794.0
443,Switzerland,2.0,4.0,0.08,0.04,11.318180680388219,ICU,117.0,806.0,771.0,1801.0
444,Switzerland,2.0,4.0,0.08,0.04,22.500000045464716,HARISS,363.0,847.0,768.0,1747.0
445,Switzerland,2.0,4.0,0.08,0.04,32.49477324632737,ICU,414.0,838.0,800.0,1792.0
446,Switzerland,2.0,4.0,0.08,0.04,36.0,AWW,479.0,842.0,763.0,1780.0
447,Switzerland,2.0,4.0,0.08,0.04,20.087550378011976,ICU,592.0,861.0,779.0,1815.0
448,Switzerland,2.0,4.0,0.08,0.04,23.28932957885514,ICU,54.0,821.0,806.0,1881.0
449,Switzerland,2.0,4.0,0.08,0.04,32.79850776449561,ICU,1255.0,860.0,794.0,1752.0
450,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,1227.0,827.0,743.0,1810.0
451,Switzerland,2.0,4.0,0.08,0.04,22.0,AWW,3.0,861.0,784.0,1788.0
452,Switzerland,2.0,4.0,0.08,0.04,26.50000005599467,HARISS,198.0,887.0,832.0,1775.0
453,Switzerland,2.0,4.0,0.08,0.04,19.500000857490527,HARISS,34.0,847.0,797.0,1772.0
454,Switzerland,2.0,4.0,0.08,0.04,25.0,AWW,13.0,918.0,760.0,1735.0
455,Switzerland,2.0,4.0,0.08,0.04,28.0,AWW,58.0,828.0,789.0,1733.0
456,Switzerland,2.0,4.0,0.08,0.04,33.27585404256144,ICU,317.0,852.0,803.0,1808.0
457,Switzerland,2.0,4.0,0.08,0.04,20.0,AWW,8.0,761.0,776.0,1854.0
458,Switzerland,2.0,4.0,0.08,0.04,28.093829694477726,ICU,391.0,803.0,752.0,1688.0
459,Switzerland,2.0,4.0,0.08,0.04,29.50000004171861,HARISS,441.0,900.0,755.0,1779.0
460,Switzerland,2.0,4.0,0.08,0.04,38.0,AWW,743.0,851.0,812.0,1743.0
461,Switzerland,2.0,4.0,0.08,0.04,36.500000081147235,HARISS,637.0,843.0,785.0,1814.0
462,Switzerland,2.0,4.0,0.08,0.04,29.65744109011815,ICU,211.0,831.0,797.0,1714.0
463,Switzerland,2.0,4.0,0.08,0.04,29.50000015787383,HARISS,177.0,827.0,791.0,1791.0
464,Switzerland,2.0,4.0,0.08,0.04,26.500000723977053,HARISS,967.0,839.0,808.0,1736.0
465,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,847.0,904.0,756.0,1731.0
466,Switzerland,2.0,4.0,0.08,0.04,23.0,AWW,42.0,867.0,808.0,1785.0
467,Switzerland,2.0,4.0,0.08,0.04,29.860789317004922,ICU,326.0,848.0,809.0,1817.0
468,Switzerland,2.0,4.0,0.08,0.04,9.0,AWW,NaN,834.0,822.0,1721.0
469,Switzerland,2.0,4.0,0.08,0.04,23.0,AWW,30.0,829.0,748.0,1812.0
470,Switzerland,2.0,4.0,0.08,0.04,29.50000059144451,HARISS,586.0,856.0,812.0,1834.0
471,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,663.0,865.0,788.0,1832.0
472,Switzerland,2.0,4.0,0.08,0.04,16.772162488998376,ICU,279.0,872.0,750.0,1793.0
473,Switzerland,2.0,4.0,0.08,0.04,36.0,AWW,953.0,864.0,748.0,1744.0
474,Switzerland,2.0,4.0,0.08,0.04,36.500000142437194,HARISS,1437.0,878.0,788.0,1747.0
475,Switzerland,2.0,4.0,0.08,0.04,34.261802863253216,ICU,965.0,879.0,785.0,1748.0
476,Switzerland,2.0,4.0,0.08,0.04,27.0,AWW,293.0,795.0,810.0,1768.0
477,Switzerland,2.0,4.0,0.08,0.04,32.19095403079924,ICU,137.0,847.0,792.0,1713.0
478,Switzerland,2.0,4.0,0.08,0.04,26.19042253062964,ICU,596.0,813.0,804.0,1725.0
479,Switzerland,2.0,4.0,0.08,0.04,30.436052303798874,ICU,161.0,859.0,821.0,1713.0
480,Switzerland,2.0,4.0,0.08,0.04,24.0,AWW,1.0,844.0,782.0,1765.0
481,Switzerland,2.0,4.0,0.08,0.04,21.0,AWW,5.0,826.0,804.0,1737.0
482,Switzerland,2.0,4.0,0.08,0.04,29.0,AWW,174.0,857.0,766.0,1760.0
483,Switzerland,2.0,4.0,0.08,0.04,33.50000074733805,HARISS,312.0,903.0,776.0,1785.0
484,Switzerland,2.0,4.0,0.08,0.04,30.226056179450428,ICU,239.0,849.0,760.0,1847.0
485,Switzerland,2.0,4.0,0.08,0.04,27.0,AWW,16.0,844.0,793.0,1799.0
486,Switzerland,2.0,4.0,0.08,0.04,26.0,AWW,87.0,829.0,792.0,1752.0
487,Switzerland,2.0,4.0,0.08,0.04,27.82528512078601,ICU,140.0,875.0,805.0,1733.0
488,Switzerland,2.0,4.0,0.08,0.04,29.50000096077509,HARISS,248.0,881.0,790.0,1675.0
489,Switzerland,2.0,4.0,0.08,0.04,12.321065948049606,ICU,31.0,799.0,743.0,1741.0
490,Switzerland,2.0,4.0,0.08,0.04,14.460864115414534,ICU,140.0,856.0,814.0,1726.0
491,Switzerland,2.0,4.0,0.08,0.04,33.50000014957496,HARISS,657.0,839.0,789.0,1698.0
492,Switzerland,2.0,4.0,0.08,0.04,32.482411374326745,ICU,1265.0,789.0,775.0,1742.0
493,Switzerland,2.0,4.0,0.08,0.04,31.436084596959923,ICU,933.0,779.0,820.0,1728.0
494,Switzerland,2.0,4.0,0.08,0.04,34.0,AWW,350.0,836.0,828.0,1708.0
495,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,305.0,824.0,756.0,1736.0
496,Switzerland,2.0,4.0,0.08,0.04,21.0,AWW,1.0,826.0,786.0,1805.0
497,Switzerland,2.0,4.0,0.08,0.04,31.58814609268382,ICU,1315.0,829.0,840.0,1749.0
498,Switzerland,2.0,4.0,0.08,0.04,33.0,AWW,1790.0,764.0,823.0,1797.0
499,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,259.0,832.0,755.0,1774.0
500,Switzerland,2.0,4.0,0.08,0.04,33.30045737326854,ICU,406.0,826.0,785.0,1824.0
501,Switzerland,2.0,4.0,0.08,0.04,27.298951751489692,ICU,1169.0,847.0,795.0,1779.0
502,Switzerland,2.0,4.0,0.08,0.04,28.0,AWW,25.0,876.0,772.0,1773.0
503,Switzerland,2.0,4.0,0.08,0.04,27.325388794668584,ICU,883.0,853.0,759.0,1708.0
504,Switzerland,2.0,4.0,0.08,0.04,29.50000031202637,HARISS,274.0,824.0,793.0,1781.0
505,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,127.0,841.0,766.0,1794.0
506,Switzerland,2.0,4.0,0.08,0.04,26.500000939906066,HARISS,674.0,830.0,811.0,1760.0
507,Switzerland,2.0,4.0,0.08,0.04,23.0,AWW,66.0,804.0,796.0,1776.0
508,Switzerland,2.0,4.0,0.08,0.04,36.0,AWW,830.0,819.0,848.0,1832.0
509,Switzerland,2.0,4.0,0.08,0.04,23.4748093157073,ICU,24.0,810.0,757.0,1779.0
510,Switzerland,2.0,4.0,0.08,0.04,25.54722847915158,ICU,424.0,848.0,768.0,1776.0
511,Switzerland,2.0,4.0,0.08,0.04,29.500000431217885,HARISS,176.0,911.0,815.0,1800.0
512,Switzerland,2.0,4.0,0.08,0.04,36.108139131277,ICU,568.0,797.0,763.0,1729.0
513,Switzerland,2.0,4.0,0.08,0.04,10.0,AWW,0.0,832.0,785.0,1711.0
514,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,498.0,865.0,799.0,1692.0
515,Switzerland,2.0,4.0,0.08,0.04,39.0,AWW,816.0,837.0,834.0,1763.0
516,Switzerland,2.0,4.0,0.08,0.04,36.0,AWW,1069.0,849.0,790.0,1811.0
517,Switzerland,2.0,4.0,0.08,0.04,33.584379961788905,ICU,460.0,825.0,883.0,1730.0
518,Switzerland,2.0,4.0,0.08,0.04,33.98554342459543,ICU,677.0,886.0,797.0,1778.0
519,Switzerland,2.0,4.0,0.08,0.04,13.380262548907213,ICU,1.0,881.0,839.0,1784.0
520,Switzerland,2.0,4.0,0.08,0.04,22.500000738824678,HARISS,15.0,844.0,807.0,1776.0
521,Switzerland,2.0,4.0,0.08,0.04,26.500000532845547,HARISS,279.0,856.0,819.0,1763.0
522,Switzerland,2.0,4.0,0.08,0.04,24.305644355747205,ICU,701.0,832.0,804.0,1751.0
523,Switzerland,2.0,4.0,0.08,0.04,25.52985910479209,ICU,26.0,851.0,752.0,1769.0
524,Switzerland,2.0,4.0,0.08,0.04,33.50000040059206,HARISS,336.0,846.0,787.0,1785.0
525,Switzerland,2.0,4.0,0.08,0.04,22.500000823060287,HARISS,206.0,818.0,815.0,1791.0
526,Switzerland,2.0,4.0,0.08,0.04,37.0,AWW,731.0,827.0,810.0,1752.0
