sample_id,country,R0,gen_time,p_det,false_positive_rate,earliest_detection_time,earliest_surveillance_type,local_cases_at_detection,total_latent,total_infectious,total_detectable
797,Switzerland,2.0,4.0,0.08,0.04,26.0,AWW,147.0,848.0,737.0,1753.0
798,Switzerland,2.0,4.0,0.08,0.04,23.0,AWW,11.0,804.0,790.0,1752.0
799,Switzerland,2.0,4.0,0.08,0.04,26.50000053930053,HARISS,58.0,890.0,761.0,1720.0
800,Switzerland,2.0,4.0,0.08,0.04,15.17908899661714,ICU,63.0,891.0,719.0,1773.0
801,Switzerland,2.0,4.0,0.08,0.04,33.50000022183164,HARISS,2202.0,855.0,758.0,1687.0
802,Switzerland,2.0,4.0,0.08,0.04,16.45151570489286,ICU,654.0,893.0,784.0,1761.0
803,Switzerland,2.0,4.0,0.08,0.04,15.0,AWW,0.0,859.0,831.0,1757.0
804,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,772.0,884.0,820.0,1815.0
805,Switzerland,2.0,4.0,0.08,0.04,34.23113476325691,ICU,515.0,823.0,798.0,1754.0
806,Switzerland,2.0,4.0,0.08,0.04,26.50000062999936,HARISS,254.0,845.0,751.0,1731.0
807,Switzerland,2.0,4.0,0.08,0.04,33.0,AWW,215.0,864.0,789.0,1767.0
808,Switzerland,2.0,4.0,0.08,0.04,22.0,AWW,10.0,843.0,827.0,1746.0
809,Switzerland,2.0,4.0,0.08,0.04,33.500000273817236,HARISS,180.0,802.0,822.0,1776.0
810,Switzerland,2.0,4.0,0.08,0.04,28.926508471191397,ICU,137.0,857.0,781.0,1775.0
811,Switzerland,2.0,4.0,0.08,0.04,24.0,AWW,17.0,801.0,762.0,1779.0
812,Switzerland,2.0,4.0,0.08,0.04,39.0,AWW,2660.0,831.0,803.0,1751.0
813,Switzerland,2.0,4.0,0.08,0.04,29.436213116654038,ICU,64.0,883.0,806.0,1778.0
814,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,788.0,827.0,807.0,1772.0
815,Switzerland,2.0,4.0,0.08,0.04,15.500000974317597,HARISS,5.0,863.0,794.0,1740.0
816,Switzerland,2.0,4.0,0.08,0.04,17.248278938008948,ICU,24.0,845.0,805.0,1694.0
817,Switzerland,2.0,4.0,0.08,0.04,32.71942876306892,ICU,426.0,850.0,788.0,1755.0
818,Switzerland,2.0,4.0,0.08,0.04,25.76564382705404,ICU,227.0,821.0,832.0,1841.0
819,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,176.0,865.0,800.0,1743.0
820,Switzerland,2.0,4.0,0.08,0.04,10.0,AWW,4.0,904.0,812.0,1785.0
821,Switzerland,2.0,4.0,0.08,0.04,36.0,AWW,619.0,863.0,754.0,1717.0
822,Switzerland,2.0,4.0,0.08,0.04,25.665383836296904,ICU,294.0,863.0,766.0,1808.0
823,Switzerland,2.0,4.0,0.08,0.04,19.356381293941674,ICU,76.0,842.0,831.0,1792.0
824,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,175.0,829.0,807.0,1777.0
825,Switzerland,2.0,4.0,0.08,0.04,29.50000010324384,HARISS,590.0,850.0,757.0,1752.0
826,Switzerland,2.0,4.0,0.08,0.04,34.69299660359517,ICU,504.0,877.0,768.0,1764.0
827,Switzerland,2.0,4.0,0.08,0.04,36.500000147430114,HARISS,777.0,832.0,819.0,1757.0
828,Switzerland,2.0,4.0,0.08,0.04,35.50594278002199,ICU,639.0,851.0,812.0,1760.0
829,Switzerland,2.0,4.0,0.08,0.04,9.0,AWW,NaN,796.0,769.0,1766.0
830,Switzerland,2.0,4.0,0.08,0.04,25.109306151032847,ICU,28.0,864.0,819.0,1738.0
831,Switzerland,2.0,4.0,0.08,0.04,26.8171811723123,ICU,366.0,848.0,797.0,1758.0
832,Switzerland,2.0,4.0,0.08,0.04,23.0,AWW,771.0,905.0,782.0,1763.0
833,Switzerland,2.0,4.0,0.08,0.04,28.84260789515495,ICU,961.0,835.0,761.0,1716.0
834,Switzerland,2.0,4.0,0.08,0.04,24.645425890403793,ICU,531.0,832.0,806.0,1808.0
835,Switzerland,2.0,4.0,0.08,0.04,24.22802124634429,ICU,547.0,823.0,790.0,1696.0
836,Switzerland,2.0,4.0,0.08,0.04,28.83849888774163,ICU,490.0,823.0,756.0,1677.0
837,Switzerland,2.0,4.0,0.08,0.04,36.0,AWW,878.0,829.0,819.0,1829.0
838,Switzerland,2.0,4.0,0.08,0.04,33.50000091059032,HARISS,699.0,855.0,804.0,1798.0
839,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,493.0,883.0,743.0,1785.0
840,Switzerland,2.0,4.0,0.08,0.04,32.760890423533596,ICU,386.0,879.0,747.0,1732.0
841,Switzerland,2.0,4.0,0.08,0.04,29.500000852424996,HARISS,447.0,885.0,780.0,1723.0
842,Switzerland,2.0,4.0,0.08,0.04,31.790994779624544,ICU,246.0,883.0,782.0,1749.0
843,Switzerland,2.0,4.0,0.08,0.04,36.0,AWW,919.0,817.0,744.0,1798.0
844,Switzerland,2.0,4.0,0.08,0.04,29.50000084239084,HARISS,189.0,838.0,811.0,1730.0
845,Switzerland,2.0,4.0,0.08,0.04,26.0,AWW,8.0,821.0,781.0,1710.0
846,Switzerland,2.0,4.0,0.08,0.04,36.0,AWW,800.0,838.0,796.0,1777.0
847,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,368.0,855.0,772.0,1673.0
848,Switzerland,2.0,4.0,0.08,0.04,33.0,AWW,249.0,808.0,807.0,1762.0
849,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,357.0,861.0,796.0,1717.0
850,Switzerland,2.0,4.0,0.08,0.04,13.836481155353841,ICU,11.0,791.0,790.0,1732.0
851,Switzerland,2.0,4.0,0.08,0.04,27.48932782060841,ICU,394.0,908.0,797.0,1718.0
852,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,562.0,819.0,806.0,1795.0
853,Switzerland,2.0,4.0,0.08,0.04,35.64534964406193,ICU,688.0,854.0,789.0,1747.0
854,Switzerland,2.0,4.0,0.08,0.04,39.182428897830235,ICU,2407.0,828.0,809.0,1728.0
855,Switzerland,2.0,4.0,0.08,0.04,29.400461797563423,ICU,306.0,868.0,756.0,1751.0
856,Switzerland,2.0,4.0,0.08,0.04,22.694510516007618,ICU,419.0,886.0,824.0,1779.0
857,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,241.0,829.0,751.0,1764.0
858,Switzerland,2.0,4.0,0.08,0.04,11.0,AWW,NaN,802.0,788.0,1714.0
859,Switzerland,2.0,4.0,0.08,0.04,29.0,AWW,338.0,878.0,753.0,1793.0
860,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,62.0,832.0,822.0,1792.0
861,Switzerland,2.0,4.0,0.08,0.04,40.50000066934004,HARISS,2270.0,844.0,757.0,1708.0
862,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,373.0,840.0,765.0,1752.0
863,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,300.0,853.0,819.0,1729.0
864,Switzerland,2.0,4.0,0.08,0.04,36.0,AWW,344.0,837.0,774.0,1702.0
865,Switzerland,2.0,4.0,0.08,0.04,34.0,AWW,417.0,836.0,834.0,1732.0
866,Switzerland,2.0,4.0,0.08,0.04,32.21805833122255,ICU,181.0,847.0,746.0,1745.0
867,Switzerland,2.0,4.0,0.08,0.04,33.0,AWW,123.0,831.0,777.0,1716.0
868,Switzerland,2.0,4.0,0.08,0.04,6.406842668779971,ICU,1.0,863.0,774.0,1729.0
869,Switzerland,2.0,4.0,0.08,0.04,33.74894622024371,ICU,1123.0,812.0,804.0,1754.0
870,Switzerland,2.0,4.0,0.08,0.04,33.5000006912046,HARISS,816.0,804.0,794.0,1788.0
871,Switzerland,2.0,4.0,0.08,0.04,22.208954555497527,ICU,440.0,842.0,803.0,1795.0
872,Switzerland,2.0,4.0,0.08,0.04,34.0,AWW,664.0,813.0,799.0,1745.0
873,Switzerland,2.0,4.0,0.08,0.04,33.0,AWW,1111.0,812.0,766.0,1841.0
874,Switzerland,2.0,4.0,0.08,0.04,26.500000629315753,HARISS,896.0,785.0,798.0,1731.0
875,Switzerland,2.0,4.0,0.08,0.04,27.204715126827306,ICU,963.0,808.0,807.0,1735.0
876,Switzerland,2.0,4.0,0.08,0.04,36.50000053825213,HARISS,623.0,834.0,809.0,1737.0
877,Switzerland,2.0,4.0,0.08,0.04,28.789309544335204,ICU,390.0,892.0,839.0,1807.0
878,Switzerland,2.0,4.0,0.08,0.04,29.500000468535443,HARISS,166.0,783.0,805.0,1810.0
879,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,94.0,862.0,809.0,1756.0
880,Switzerland,2.0,4.0,0.08,0.04,32.8864234930274,ICU,580.0,813.0,855.0,1742.0
881,Switzerland,2.0,4.0,0.08,0.04,29.397217959561235,ICU,102.0,897.0,804.0,1759.0
882,Switzerland,2.0,4.0,0.08,0.04,26.50000041316934,HARISS,9.0,885.0,798.0,1688.0
883,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,1230.0,795.0,810.0,1833.0
884,Switzerland,2.0,4.0,0.08,0.04,33.50000004884536,HARISS,432.0,896.0,833.0,1721.0
885,Switzerland,2.0,4.0,0.08,0.04,29.526590854162123,ICU,164.0,835.0,801.0,1700.0
886,Switzerland,2.0,4.0,0.08,0.04,36.50000086535927,HARISS,575.0,848.0,768.0,1790.0
887,Switzerland,2.0,4.0,0.08,0.04,29.500000977480553,HARISS,950.0,875.0,805.0,1779.0
888,Switzerland,2.0,4.0,0.08,0.04,33.50000084459305,HARISS,638.0,825.0,818.0,1723.0
889,Switzerland,2.0,4.0,0.08,0.04,31.05554878384008,ICU,290.0,835.0,797.0,1785.0
890,Switzerland,2.0,4.0,0.08,0.04,29.50000092946899,HARISS,223.0,872.0,758.0,1739.0
891,Switzerland,2.0,4.0,0.08,0.04,13.166848727030906,ICU,307.0,858.0,801.0,1807.0
892,Switzerland,2.0,4.0,0.08,0.04,27.81792058249233,ICU,346.0,813.0,803.0,1784.0
893,Switzerland,2.0,4.0,0.08,0.04,33.50000006677663,HARISS,513.0,882.0,820.0,1812.0
894,Switzerland,2.0,4.0,0.08,0.04,29.500000125860304,HARISS,617.0,844.0,821.0,1746.0
895,Switzerland,2.0,4.0,0.08,0.04,24.0,AWW,8.0,785.0,795.0,1746.0
896,Switzerland,2.0,4.0,0.08,0.04,21.707404288155196,ICU,147.0,863.0,771.0,1750.0
897,Switzerland,2.0,4.0,0.08,0.04,24.051788253714488,ICU,100.0,856.0,792.0,1749.0
898,Switzerland,2.0,4.0,0.08,0.04,23.0,AWW,100.0,867.0,769.0,1701.0
899,Switzerland,2.0,4.0,0.08,0.04,27.193001183273207,ICU,247.0,877.0,798.0,1747.0
900,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,234.0,851.0,776.0,1760.0
901,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,126.0,858.0,784.0,1768.0
902,Switzerland,2.0,4.0,0.08,0.04,6.0,AWW,NaN,843.0,845.0,1729.0
903,Switzerland,2.0,4.0,0.08,0.04,32.06240386669077,ICU,384.0,844.0,779.0,1725.0
904,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,54.0,820.0,805.0,1685.0
905,Switzerland,2.0,4.0,0.08,0.04,33.592720560397524,ICU,723.0,830.0,801.0,1741.0
906,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,1596.0,853.0,786.0,1810.0
907,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,114.0,890.0,752.0,1728.0
908,Switzerland,2.0,4.0,0.08,0.04,19.500000604609976,HARISS,10.0,825.0,800.0,1793.0
909,Switzerland,2.0,4.0,0.08,0.04,36.27272078816876,ICU,1363.0,825.0,757.0,1831.0
910,Switzerland,2.0,4.0,0.08,0.04,32.195135905129575,ICU,584.0,853.0,842.0,1774.0
911,Switzerland,2.0,4.0,0.08,0.04,29.0,AWW,167.0,862.0,808.0,1804.0
912,Switzerland,2.0,4.0,0.08,0.04,22.50000011228507,HARISS,33.0,929.0,781.0,1821.0
913,Switzerland,2.0,4.0,0.08,0.04,29.500000803637842,HARISS,384.0,876.0,820.0,1776.0
914,Switzerland,2.0,4.0,0.08,0.04,33.50000032034385,HARISS,395.0,857.0,784.0,1782.0
915,Switzerland,2.0,4.0,0.08,0.04,28.174844948969096,ICU,289.0,913.0,769.0,1827.0
916,Switzerland,2.0,4.0,0.08,0.04,23.0,AWW,46.0,839.0,780.0,1726.0
917,Switzerland,2.0,4.0,0.08,0.04,17.0,AWW,1.0,852.0,790.0,1709.0
918,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,378.0,838.0,822.0,1737.0
919,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,322.0,833.0,794.0,1766.0
920,Switzerland,2.0,4.0,0.08,0.04,33.50000017330921,HARISS,383.0,829.0,803.0,1773.0
921,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,1782.0,837.0,808.0,1745.0
922,Switzerland,2.0,4.0,0.08,0.04,28.0,AWW,33.0,848.0,793.0,1676.0
923,Switzerland,2.0,4.0,0.08,0.04,30.642780050216807,ICU,675.0,907.0,795.0,1816.0
924,Switzerland,2.0,4.0,0.08,0.04,29.500000095962413,HARISS,109.0,819.0,769.0,1734.0
925,Switzerland,2.0,4.0,0.08,0.04,29.615902294009487,ICU,1300.0,831.0,857.0,1752.0
926,Switzerland,2.0,4.0,0.08,0.04,21.0,AWW,10.0,846.0,802.0,1857.0
927,Switzerland,2.0,4.0,0.08,0.04,19.500000672268694,HARISS,42.0,847.0,801.0,1769.0
928,Switzerland,2.0,4.0,0.08,0.04,36.50000017722578,HARISS,998.0,852.0,805.0,1783.0
929,Switzerland,2.0,4.0,0.08,0.04,29.899179523630885,ICU,221.0,866.0,782.0,1736.0
930,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,1004.0,863.0,779.0,1775.0
931,Switzerland,2.0,4.0,0.08,0.04,33.62114968552237,ICU,274.0,835.0,776.0,1797.0
932,Switzerland,2.0,4.0,0.08,0.04,26.707936988127553,ICU,118.0,871.0,775.0,1735.0
933,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,584.0,822.0,805.0,1768.0
934,Switzerland,2.0,4.0,0.08,0.04,33.500000745022405,HARISS,743.0,859.0,763.0,1727.0
935,Switzerland,2.0,4.0,0.08,0.04,35.062496959078125,ICU,1023.0,854.0,805.0,1786.0
936,Switzerland,2.0,4.0,0.08,0.04,33.58938603597909,ICU,1304.0,938.0,782.0,1747.0
937,Switzerland,2.0,4.0,0.08,0.04,26.500000058113784,HARISS,313.0,849.0,799.0,1749.0
938,Switzerland,2.0,4.0,0.08,0.04,29.500000792464526,HARISS,148.0,813.0,792.0,1720.0
939,Switzerland,2.0,4.0,0.08,0.04,39.0,AWW,2849.0,844.0,816.0,1763.0
940,Switzerland,2.0,4.0,0.08,0.04,33.0,AWW,359.0,823.0,837.0,1827.0
941,Switzerland,2.0,4.0,0.08,0.04,29.0,AWW,34.0,838.0,836.0,1746.0
942,Switzerland,2.0,4.0,0.08,0.04,26.500000856921716,HARISS,441.0,846.0,801.0,1815.0
943,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,187.0,855.0,822.0,1751.0
944,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,140.0,848.0,729.0,1760.0
945,Switzerland,2.0,4.0,0.08,0.04,30.27546046368379,ICU,848.0,856.0,798.0,1762.0
946,Switzerland,2.0,4.0,0.08,0.04,33.500000780060354,HARISS,1638.0,858.0,745.0,1741.0
947,Switzerland,2.0,4.0,0.08,0.04,26.50000092201071,HARISS,1830.0,846.0,762.0,1739.0
948,Switzerland,2.0,4.0,0.08,0.04,25.77223834691193,ICU,23.0,831.0,818.0,1718.0
949,Switzerland,2.0,4.0,0.08,0.04,33.0,AWW,127.0,847.0,762.0,1742.0
950,Switzerland,2.0,4.0,0.08,0.04,32.13209124582082,ICU,2664.0,868.0,799.0,1615.0
951,Switzerland,2.0,4.0,0.08,0.04,28.713107498601182,ICU,1148.0,847.0,821.0,1809.0
952,Switzerland,2.0,4.0,0.08,0.04,33.0,AWW,319.0,829.0,880.0,1747.0
953,Switzerland,2.0,4.0,0.08,0.04,24.455104857209445,ICU,518.0,841.0,764.0,1781.0
954,Switzerland,2.0,4.0,0.08,0.04,26.101845404658974,ICU,167.0,852.0,827.0,1780.0
955,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,754.0,845.0,768.0,1687.0
956,Switzerland,2.0,4.0,0.08,0.04,21.982357689721486,ICU,26.0,868.0,805.0,1742.0
957,Switzerland,2.0,4.0,0.08,0.04,19.50000066290115,HARISS,213.0,835.0,800.0,1703.0
958,Switzerland,2.0,4.0,0.08,0.04,29.0,AWW,212.0,853.0,768.0,1769.0
959,Switzerland,2.0,4.0,0.08,0.04,40.0,AWW,2720.0,843.0,756.0,1663.0
960,Switzerland,2.0,4.0,0.08,0.04,28.893865181939805,ICU,150.0,871.0,789.0,1745.0
961,Switzerland,2.0,4.0,0.08,0.04,33.50000047592317,HARISS,1768.0,826.0,843.0,1827.0
962,Switzerland,2.0,4.0,0.08,0.04,25.09756601186298,ICU,480.0,888.0,820.0,1727.0
963,Switzerland,2.0,4.0,0.08,0.04,28.54585341655969,ICU,672.0,857.0,846.0,1755.0
964,Switzerland,2.0,4.0,0.08,0.04,28.0,AWW,189.0,830.0,767.0,1760.0
965,Switzerland,2.0,4.0,0.08,0.04,19.49742781896009,ICU,30.0,872.0,841.0,1756.0
966,Switzerland,2.0,4.0,0.08,0.04,33.500000301128765,HARISS,837.0,825.0,787.0,1689.0
967,Switzerland,2.0,4.0,0.08,0.04,37.0,AWW,1582.0,833.0,765.0,1852.0
968,Switzerland,2.0,4.0,0.08,0.04,24.44540730023874,ICU,72.0,871.0,765.0,1821.0
969,Switzerland,2.0,4.0,0.08,0.04,31.741296069320843,ICU,267.0,876.0,752.0,1769.0
970,Switzerland,2.0,4.0,0.08,0.04,36.907905645639396,ICU,810.0,800.0,786.0,1743.0
971,Switzerland,2.0,4.0,0.08,0.04,28.412622550579904,ICU,160.0,839.0,790.0,1732.0
972,Switzerland,2.0,4.0,0.08,0.04,30.14615838047971,ICU,1100.0,834.0,797.0,1752.0
973,Switzerland,2.0,4.0,0.08,0.04,30.73536916334742,ICU,630.0,833.0,756.0,1803.0
974,Switzerland,2.0,4.0,0.08,0.04,29.500000473544453,HARISS,328.0,821.0,786.0,1793.0
975,Switzerland,2.0,4.0,0.08,0.04,37.0,AWW,1162.0,854.0,831.0,1733.0
976,Switzerland,2.0,4.0,0.08,0.04,19.500000192182075,HARISS,147.0,830.0,743.0,1803.0
977,Switzerland,2.0,4.0,0.08,0.04,29.500000485369117,HARISS,293.0,837.0,788.0,1731.0
978,Switzerland,2.0,4.0,0.08,0.04,37.0,AWW,554.0,819.0,799.0,1753.0
979,Switzerland,2.0,4.0,0.08,0.04,36.0,AWW,534.0,842.0,767.0,1796.0
980,Switzerland,2.0,4.0,0.08,0.04,31.33735515700593,ICU,304.0,834.0,756.0,1718.0
981,Switzerland,2.0,4.0,0.08,0.04,27.0,AWW,251.0,841.0,838.0,1817.0
982,Switzerland,2.0,4.0,0.08,0.04,31.04410838971476,ICU,343.0,846.0,781.0,1751.0
983,Switzerland,2.0,4.0,0.08,0.04,28.0,AWW,188.0,859.0,775.0,1800.0
984,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,273.0,811.0,759.0,1751.0
985,Switzerland,2.0,4.0,0.08,0.04,24.09940621988341,ICU,94.0,889.0,790.0,1812.0
986,Switzerland,2.0,4.0,0.08,0.04,15.500000686803366,HARISS,113.0,896.0,769.0,1792.0
987,Switzerland,2.0,4.0,0.08,0.04,29.500000912073574,HARISS,687.0,886.0,791.0,1833.0
988,Switzerland,2.0,4.0,0.08,0.04,36.0,AWW,207.0,820.0,743.0,1703.0
989,Switzerland,2.0,4.0,0.08,0.04,25.70526829845092,ICU,52.0,855.0,785.0,1815.0
990,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,155.0,813.0,788.0,1721.0
991,Switzerland,2.0,4.0,0.08,0.04,33.75458390181842,ICU,357.0,875.0,822.0,1770.0
992,Switzerland,2.0,4.0,0.08,0.04,35.11517392091394,ICU,430.0,885.0,809.0,1717.0
993,Switzerland,2.0,4.0,0.08,0.04,25.963531837220305,ICU,217.0,823.0,765.0,1806.0
994,Switzerland,2.0,4.0,0.08,0.04,22.0,AWW,0.0,852.0,849.0,1714.0
995,Switzerland,2.0,4.0,0.08,0.04,29.42702888088244,ICU,365.0,842.0,827.0,1795.0
996,Switzerland,2.0,4.0,0.08,0.04,36.0,AWW,549.0,842.0,764.0,1833.0
997,Switzerland,2.0,4.0,0.08,0.04,34.0,AWW,376.0,846.0,774.0,1709.0
998,Switzerland,2.0,4.0,0.08,0.04,8.0,AWW,0.0,844.0,805.0,1781.0
999,Switzerland,2.0,4.0,0.08,0.04,36.0,AWW,1098.0,881.0,827.0,1742.0
1000,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,72.0,843.0,752.0,1812.0
