sample_id,country,R0,gen_time,p_det,false_positive_rate,icu_detection_time,icu_local_cases,hariss_detection_time,hariss_local_cases,aww_ctt1_detection_time,aww_ctt1_local_cases,aww_ctt2_detection_time,aww_ctt2_local_cases,aww_escalation_detection_time,aww_escalation_local_cases,hariss_triggered_detection_time,hariss_triggered_local_cases,aww_to_hariss_escalation_lag,earliest_detection_time_ctt1,earliest_surveillance_type_ctt1,earliest_detection_time_ctt2,earliest_surveillance_type_ctt2,earliest_detection_time_triggered,earliest_surveillance_type_triggered,total_latent,total_infectious,total_detectable
35,Switzerland,1.5,3.5,0.0016,0.04,41.10727901965469,110598.0,40.5000005300093,86196.0,30.0,1852.0,31.0,2826.0,30.0,1852.0,35.500000423350095,15084.0,5.5000004233500945,30.0,AWW,31.0,AWW,30.0,AWW_escalation,2.523092e6,1.290402e6,2.135798e6
36,Switzerland,1.5,3.5,0.0016,0.04,43.896767608840534,269421.0,33.50000049112032,8008.0,29.0,1732.0,35.0,12833.0,22.0,116.0,34.50000015244251,10891.0,12.50000015244251,29.0,AWW,33.50000049112032,HARISS,22.0,AWW_escalation,2.522234e6,1.28926e6,2.132868e6
37,Switzerland,1.5,3.5,0.0016,0.04,47.92276404672959,1.058083e6,36.50000074461501,21954.0,34.0,9103.0,35.0,12707.0,25.0,645.0,40.50000004898367,89071.0,15.500000048983672,34.0,AWW,35.0,AWW,25.0,AWW_escalation,2.521412e6,1.290565e6,2.133662e6
38,Switzerland,1.5,3.5,0.0016,0.04,44.02199142863498,298751.0,36.50000012372852,22598.0,28.0,1044.0,35.0,13361.0,8.0,1.0,30.50000084359265,2399.0,22.50000084359265,28.0,AWW,35.0,AWW,8.0,AWW_escalation,2.52233e6,1.289189e6,2.132955e6
39,Switzerland,1.5,3.5,0.0016,0.04,50.08108869621214,2.441064e6,33.50000091838359,8298.0,30.0,2503.0,33.0,7039.0,30.0,2503.0,37.50000021682165,33191.0,7.500000216821647,30.0,AWW,33.0,AWW,30.0,AWW_escalation,2.521024e6,1.292244e6,2.136248e6
40,Switzerland,1.5,3.5,0.0016,0.04,49.06736113740117,1.730178e6,33.50000049883319,8611.0,27.0,1047.0,33.0,7159.0,18.0,153.0,26.500000589195427,926.0,8.500000589195427,27.0,AWW,33.0,AWW,18.0,AWW_escalation,2.522909e6,1.290046e6,2.134521e6
41,Switzerland,1.5,3.5,0.0016,0.04,46.81871602402829,728549.0,36.50000079369909,24037.0,25.0,339.0,34.0,10338.0,5.0,0.0,27.500000768175386,972.0,22.500000768175386,25.0,AWW,34.0,AWW,5.0,AWW_escalation,2.521414e6,1.289647e6,2.136448e6
42,Switzerland,1.5,3.5,0.0016,0.04,48.797113069716325,1.431421e6,29.500000121839395,2067.0,32.0,4759.0,29.0,1808.0,28.0,1387.0,35.500000703640374,15810.0,7.500000703640374,29.500000121839395,HARISS,29.0,AWW,28.0,AWW_escalation,2.523852e6,1.287489e6,2.134594e6
43,Switzerland,1.5,3.5,0.0016,0.04,45.60569310825855,508171.0,40.5000009687566,91609.0,22.0,144.0,37.0,27450.0,5.0,0.0,36.50000046806588,23113.0,31.500000468065878,22.0,AWW,37.0,AWW,5.0,AWW_escalation,2.519798e6,1.291935e6,2.136098e6
44,Switzerland,1.5,3.5,0.0016,0.04,50.37628717196473,2.569187e6,40.500000742048336,87113.0,27.0,544.0,33.0,5641.0,25.0,320.0,33.50000086469923,6633.0,8.500000864699231,27.0,AWW,33.0,AWW,25.0,AWW_escalation,2.522029e6,1.290373e6,2.13323e6
45,Switzerland,1.5,3.5,0.0016,0.04,52.11205121211552,3.96552e6,36.500000587361264,25081.0,31.0,3625.0,34.0,10180.0,19.0,3.0,36.500000328139556,25081.0,17.500000328139556,31.0,AWW,34.0,AWW,19.0,AWW_escalation,2.521725e6,1.293229e6,2.136834e6
46,Switzerland,1.5,3.5,0.0016,0.04,48.92669567872722,1.504509e6,33.50000053103801,8955.0,32.0,5220.0,33.0,7671.0,7.0,12.0,37.50000015580813,33484.0,30.50000015580813,32.0,AWW,33.0,AWW,7.0,AWW_escalation,2.518966e6,1.290974e6,2.133307e6
47,Switzerland,1.5,3.5,0.0016,0.04,46.99990487076639,816080.0,36.50000067398994,25778.0,27.0,1177.0,28.0,1611.0,11.0,0.0,34.50000077157519,13472.0,23.500000771575188,27.0,AWW,28.0,AWW,11.0,AWW_escalation,2.520292e6,1.290558e6,2.136279e6
48,Switzerland,1.5,3.5,0.0016,0.04,46.93754776523559,766256.0,26.500000313598036,625.0,16.0,94.0,31.0,3151.0,16.0,94.0,30.50000030715993,2582.0,14.50000030715993,16.0,AWW,26.500000313598036,HARISS,16.0,AWW_escalation,2.52175e6,1.290915e6,2.132221e6
49,Switzerland,1.5,3.5,0.0016,0.04,43.90801917295017,262202.0,40.50000014135127,86429.0,34.0,8763.0,35.0,12487.0,16.0,0.0,30.500000255199687,2756.0,14.500000255199687,34.0,AWW,35.0,AWW,16.0,AWW_escalation,2.520859e6,1.290914e6,2.13598e6
50,Switzerland,1.5,3.5,0.0016,0.04,45.80089404194775,512557.0,40.50000021248415,87184.0,30.0,2280.0,31.0,3291.0,30.0,2280.0,36.50000045262556,21982.0,6.500000452625557,30.0,AWW,31.0,AWW,30.0,AWW_escalation,2.523503e6,1.290352e6,2.133137e6
51,Switzerland,1.5,3.5,0.0016,0.04,49.61902075498947,1.98448e6,33.500000533433045,8105.0,29.0,1487.0,34.0,9677.0,29.0,1487.0,33.500000327736366,8105.0,4.500000327736366,29.0,AWW,33.500000533433045,HARISS,29.0,AWW_escalation,2.519216e6,1.290647e6,2.133496e6
52,Switzerland,1.5,3.5,0.0016,0.04,46.97067349917317,778754.0,33.50000093826058,7446.0,32.0,4262.0,35.0,12535.0,32.0,4262.0,Inf,NaN,NaN,32.0,AWW,33.50000093826058,HARISS,32.0,AWW_escalation,2.519217e6,1.291109e6,2.133892e6
53,Switzerland,1.5,3.5,0.0016,0.04,43.912684784798564,275682.0,29.50000019747505,2421.0,25.0,658.0,31.0,3909.0,10.0,0.0,33.50000011322239,9230.0,23.50000011322239,25.0,AWW,29.50000019747505,HARISS,10.0,AWW_escalation,2.525429e6,1.2916e6,2.134633e6
54,Switzerland,1.5,3.5,0.0016,0.04,44.90462214974279,381391.0,36.5000007484599,21859.0,20.0,111.0,34.0,9470.0,15.0,17.0,37.50000091157912,31449.0,22.50000091157912,20.0,AWW,34.0,AWW,15.0,AWW_escalation,2.519349e6,1.289924e6,2.136892e6
55,Switzerland,1.5,3.5,0.0016,0.04,45.42064661046377,470755.0,40.500000344622855,89883.0,33.0,6474.0,34.0,8999.0,18.0,39.0,30.5000006713308,2642.0,12.500000671330799,33.0,AWW,34.0,AWW,18.0,AWW_escalation,2.522247e6,1.28806e6,2.136104e6
56,Switzerland,1.5,3.5,0.0016,0.04,47.87618640442971,1.046569e6,36.50000033700571,23065.0,28.0,1267.0,23.0,393.0,22.0,241.0,33.50000084947804,8500.0,11.500000849478042,28.0,AWW,23.0,AWW,22.0,AWW_escalation,2.522623e6,1.289872e6,2.137445e6
57,Switzerland,1.5,3.5,0.0016,0.04,47.86122627979816,1.030988e6,33.500000846552766,8546.0,29.0,1686.0,14.0,0.0,13.0,0.0,34.500000420330664,11436.0,21.500000420330664,29.0,AWW,14.0,AWW,13.0,AWW_escalation,2.525455e6,1.290905e6,2.136036e6
58,Switzerland,1.5,3.5,0.0016,0.04,46.11403366859444,628751.0,33.50000012819942,9338.0,28.0,1676.0,31.0,3945.0,21.0,170.0,33.500000143896486,9338.0,12.500000143896486,28.0,AWW,31.0,AWW,21.0,AWW_escalation,2.521631e6,1.290491e6,2.136282e6
59,Switzerland,1.5,3.5,0.0016,0.04,49.80344028239643,2.022557e6,40.50000037319982,89270.0,24.0,265.0,31.0,2815.0,9.0,4.0,34.50000001193625,10155.0,25.50000001193625,24.0,AWW,31.0,AWW,9.0,AWW_escalation,2.522436e6,1.290897e6,2.135582e6
60,Switzerland,1.5,3.5,0.0016,0.04,52.11670482126453,3.967517e6,40.500000714769946,89246.0,30.0,2183.0,36.0,17817.0,27.0,767.0,37.500000228619186,31165.0,10.500000228619186,30.0,AWW,36.0,AWW,27.0,AWW_escalation,2.522819e6,1.29047e6,2.134915e6
61,Switzerland,1.5,3.5,0.0016,0.04,43.912633990238504,270507.0,29.500000049866674,2072.0,26.0,678.0,31.0,3091.0,22.0,223.0,33.5000006060477,7882.0,11.5000006060477,26.0,AWW,29.500000049866674,HARISS,22.0,AWW_escalation,2.521467e6,1.292226e6,2.133447e6
62,Switzerland,1.5,3.5,0.0016,0.04,50.6899150868296,2.805636e6,36.50000094771286,22049.0,20.0,65.0,30.0,2168.0,20.0,65.0,36.500000362394,22049.0,16.500000362393997,20.0,AWW,30.0,AWW,20.0,AWW_escalation,2.520387e6,1.289781e6,2.134747e6
63,Switzerland,1.5,3.5,0.0016,0.04,44.71651427237325,359269.0,40.500000284650945,88112.0,28.0,973.0,32.0,4794.0,28.0,973.0,35.50000013331552,16525.0,7.500000133315517,28.0,AWW,32.0,AWW,28.0,AWW_escalation,2.523664e6,1.290927e6,2.131987e6
64,Switzerland,1.5,3.5,0.0016,0.04,47.81109342828556,1.007627e6,33.500000273577896,7612.0,28.0,1029.0,24.0,190.0,13.0,10.0,40.50000040543517,85745.0,27.500000405435173,28.0,AWW,24.0,AWW,13.0,AWW_escalation,2.524189e6,1.289776e6,2.135321e6
65,Switzerland,1.5,3.5,0.0016,0.04,42.88684534058479,189670.0,22.500000196384633,547.0,31.0,4283.0,32.0,5713.0,31.0,4283.0,33.500000423150155,9605.0,2.500000423150155,22.500000196384633,HARISS,22.500000196384633,HARISS,31.0,AWW_escalation,2.525729e6,1.292317e6,2.13657e6
66,Switzerland,1.5,3.5,0.0016,0.04,48.954125538442014,1.54221e6,36.50000052438582,22975.0,25.0,344.0,25.0,344.0,22.0,58.0,33.500000953509485,8374.0,11.500000953509485,25.0,AWW,25.0,AWW,22.0,AWW_escalation,2.521885e6,1.288896e6,2.13634e6
67,Switzerland,1.5,3.5,0.0016,0.04,50.74866368764513,2.79741e6,33.50000086899022,8665.0,27.0,1077.0,38.0,38583.0,27.0,1077.0,35.50000079557818,17063.0,8.500000795578181,27.0,AWW,33.50000086899022,HARISS,27.0,AWW_escalation,2.521298e6,1.291477e6,2.136412e6
68,Switzerland,1.5,3.5,0.0016,0.04,51.76575923822714,3.972461e6,33.50000009448535,7312.0,23.0,298.0,33.0,6132.0,15.0,0.0,28.50000033275321,1449.0,13.50000033275321,23.0,AWW,33.0,AWW,15.0,AWW_escalation,2.521501e6,1.290856e6,2.135608e6
69,Switzerland,1.5,3.5,0.0016,0.04,47.86930110557545,1.032614e6,36.50000006992377,23604.0,25.0,328.0,36.0,20126.0,25.0,328.0,36.500000806188595,23604.0,11.500000806188595,25.0,AWW,36.0,AWW,25.0,AWW_escalation,2.521361e6,1.291211e6,2.134665e6
70,Switzerland,1.5,3.5,0.0016,0.04,41.05626206019871,111274.0,33.50000089618007,9065.0,20.0,87.0,30.0,2627.0,6.0,0.0,33.50000030229857,9065.0,27.500000302298567,20.0,AWW,30.0,AWW,6.0,AWW_escalation,2.522793e6,1.289154e6,2.137102e6
71,Switzerland,1.5,3.5,0.0016,0.04,49.823640065190375,2.021038e6,33.5000001825978,8778.0,29.0,1866.0,30.0,2713.0,24.0,328.0,27.500000709593746,1173.0,3.5000007095937455,29.0,AWW,30.0,AWW,24.0,AWW_escalation,2.522754e6,1.290557e6,2.133388e6
72,Switzerland,1.5,3.5,0.0016,0.04,45.85419040867288,518905.0,36.500000841496124,21983.0,30.0,2541.0,6.0,0.0,5.0,0.0,34.50000053039811,11657.0,29.50000053039811,30.0,AWW,6.0,AWW,5.0,AWW_escalation,2.520355e6,1.290394e6,2.131282e6
73,Switzerland,1.5,3.5,0.0016,0.04,48.76267272376141,1.424294e6,36.50000071404636,23876.0,25.0,540.0,31.0,3305.0,25.0,540.0,40.50000005687506,90137.0,15.50000005687506,25.0,AWW,31.0,AWW,25.0,AWW_escalation,2.522295e6,1.289509e6,2.136003e6
74,Switzerland,1.5,3.5,0.0016,0.04,51.06506862771778,3.374133e6,43.50000066850921,246830.0,28.0,929.0,34.0,8070.0,25.0,311.0,33.50000037808148,6993.0,8.50000037808148,28.0,AWW,34.0,AWW,25.0,AWW_escalation,2.51946e6,1.28867e6,2.136574e6
75,Switzerland,1.5,3.5,0.0016,0.04,48.010772583475955,1.165137e6,36.50000066844188,23355.0,30.0,2716.0,15.0,0.0,14.0,0.0,28.500000225187534,1986.0,14.500000225187534,30.0,AWW,15.0,AWW,14.0,AWW_escalation,2.520831e6,1.289311e6,2.132842e6
76,Switzerland,1.5,3.5,0.0016,0.04,44.31815652986577,331770.0,26.500000780917322,1207.0,27.0,1345.0,37.0,27935.0,27.0,1345.0,33.50000013609634,8993.0,6.5000001360963395,26.500000780917322,HARISS,26.500000780917322,HARISS,27.0,AWW_escalation,2.520387e6,1.29045e6,2.132608e6
77,Switzerland,1.5,3.5,0.0016,0.04,52.56976773174474,3.97898e6,26.50000008043037,1429.0,32.0,5322.0,33.0,7486.0,32.0,5322.0,35.500000089950824,16991.0,3.5000000899508237,26.50000008043037,HARISS,26.50000008043037,HARISS,32.0,AWW_escalation,2.520165e6,1.287375e6,2.135197e6
78,Switzerland,1.5,3.5,0.0016,0.04,40.88944815323376,94777.0,36.50000017160107,22699.0,33.0,6627.0,34.0,9504.0,25.0,308.0,37.500000529930766,32221.0,12.500000529930766,33.0,AWW,34.0,AWW,25.0,AWW_escalation,2.522126e6,1.292039e6,2.132827e6
79,Switzerland,1.5,3.5,0.0016,0.04,44.678874905089124,357827.0,36.50000002051932,22188.0,33.0,6320.0,34.0,9065.0,33.0,6320.0,33.50000013733862,7593.0,0.5000001373386169,33.0,AWW,34.0,AWW,33.0,AWW_escalation,2.525785e6,1.290085e6,2.134149e6
80,Switzerland,1.5,3.5,0.0016,0.04,44.98753435370225,405866.0,33.50000077710821,9066.0,31.0,3874.0,32.0,5391.0,31.0,3874.0,Inf,NaN,NaN,31.0,AWW,32.0,AWW,31.0,AWW_escalation,2.521285e6,1.290138e6,2.136353e6
81,Switzerland,1.5,3.5,0.0016,0.04,40.770195884151235,90063.0,36.50000017379962,23061.0,28.0,1643.0,37.0,26768.0,3.0,0.0,29.500000436895,2626.0,26.500000436895,28.0,AWW,36.50000017379962,HARISS,3.0,AWW_escalation,2.521529e6,1.292737e6,2.132864e6
82,Switzerland,1.5,3.5,0.0016,0.04,48.70275991088167,1.414638e6,36.50000029370152,23615.0,33.0,6490.0,34.0,9427.0,19.0,16.0,33.50000000805176,7780.0,14.500000008051757,33.0,AWW,34.0,AWW,19.0,AWW_escalation,2.523339e6,1.290549e6,2.134744e6
83,Switzerland,1.5,3.5,0.0016,0.04,52.025450678850405,3.977497e6,29.500000266147183,2456.0,32.0,5111.0,33.0,7284.0,32.0,5111.0,33.50000021075732,8792.0,1.500000210757321,29.500000266147183,HARISS,29.500000266147183,HARISS,32.0,AWW_escalation,2.52407e6,1.290101e6,2.136275e6
84,Switzerland,1.5,3.5,0.0016,0.04,51.865857796778045,3.975136e6,33.500000417083804,7275.0,30.0,2536.0,31.0,3429.0,30.0,2536.0,33.50000017157039,7275.0,3.5000001715703917,30.0,AWW,31.0,AWW,30.0,AWW_escalation,2.522272e6,1.287862e6,2.136038e6
85,Switzerland,1.5,3.5,0.0016,0.04,47.90055127269052,1.048708e6,33.50000011531628,8477.0,23.0,127.0,23.0,127.0,22.0,83.0,37.50000097812273,32776.0,15.500000978122728,23.0,AWW,23.0,AWW,22.0,AWW_escalation,2.522634e6,1.292153e6,2.13509e6
86,Switzerland,1.5,3.5,0.0016,0.04,45.46577651821401,471545.0,33.50000009247121,7636.0,33.0,6462.0,36.0,18194.0,27.0,829.0,30.50000076505012,2512.0,3.500000765050121,33.0,AWW,33.50000009247121,HARISS,27.0,AWW_escalation,2.524361e6,1.289974e6,2.136751e6
87,Switzerland,1.5,3.5,0.0016,0.04,47.058781180598736,861016.0,36.50000028968573,22402.0,20.0,48.0,30.0,2316.0,5.0,0.0,30.500000459085108,2620.0,25.500000459085108,20.0,AWW,30.0,AWW,5.0,AWW_escalation,2.525111e6,1.287966e6,2.134602e6
88,Switzerland,1.5,3.5,0.0016,0.04,44.74455197175708,360802.0,36.50000092079849,21939.0,30.0,2170.0,33.0,6761.0,30.0,2170.0,35.50000002979575,16120.0,5.50000002979575,30.0,AWW,33.0,AWW,30.0,AWW_escalation,2.522569e6,1.289978e6,2.133239e6
89,Switzerland,1.5,3.5,0.0016,0.04,43.60246756843933,252045.0,36.50000083340396,23041.0,27.0,747.0,35.0,13783.0,23.0,180.0,36.5000002950429,23041.0,13.500000295042902,27.0,AWW,35.0,AWW,23.0,AWW_escalation,2.523475e6,1.290704e6,2.134992e6
90,Switzerland,1.5,3.5,0.0016,0.04,47.88430934827754,1.045722e6,40.50000010535495,91338.0,32.0,5077.0,33.0,7075.0,6.0,0.0,29.500000890823557,1824.0,23.500000890823557,32.0,AWW,33.0,AWW,6.0,AWW_escalation,2.524711e6,1.290914e6,2.134147e6
91,Switzerland,1.5,3.5,0.0016,0.04,49.54056271806839,1.991583e6,36.50000039174555,21277.0,30.0,2027.0,35.0,12363.0,30.0,2027.0,33.50000096082475,7079.0,3.5000009608247495,30.0,AWW,35.0,AWW,30.0,AWW_escalation,2.524069e6,1.289991e6,2.133884e6
92,Switzerland,1.5,3.5,0.0016,0.04,45.07406126122556,440691.0,36.50000080057533,23388.0,28.0,1073.0,29.0,1408.0,28.0,1073.0,34.5000002067995,12049.0,6.500000206799498,28.0,AWW,29.0,AWW,28.0,AWW_escalation,2.519869e6,1.292294e6,2.136081e6
93,Switzerland,1.5,3.5,0.0016,0.04,50.07740539539417,2.437582e6,36.50000021220724,23782.0,31.0,4219.0,32.0,5647.0,5.0,0.0,33.500000057804314,8982.0,28.500000057804314,31.0,AWW,32.0,AWW,5.0,AWW_escalation,2.522107e6,1.292606e6,2.133671e6
94,Switzerland,1.5,3.5,0.0016,0.04,45.92867102705621,547211.0,33.50000059696915,8552.0,30.0,2583.0,37.0,27756.0,18.0,4.0,33.50000003990974,8552.0,15.500000039909743,30.0,AWW,33.50000059696915,HARISS,18.0,AWW_escalation,2.521323e6,1.290701e6,2.131983e6
95,Switzerland,1.5,3.5,0.0016,0.04,48.601120748107135,1.409334e6,22.50000005529445,339.0,23.0,363.0,24.0,460.0,23.0,363.0,30.500000793822366,2830.0,7.500000793822366,22.50000005529445,HARISS,22.50000005529445,HARISS,23.0,AWW_escalation,2.523503e6,1.290148e6,2.136494e6
96,Switzerland,1.5,3.5,0.0016,0.04,50.970826199655924,3.086555e6,40.50000052187744,85937.0,25.0,249.0,32.0,3927.0,6.0,0.0,37.5000006940114,30196.0,31.500000694011398,25.0,AWW,32.0,AWW,6.0,AWW_escalation,2.51974e6,1.290614e6,2.134042e6
97,Switzerland,1.5,3.5,0.0016,0.04,50.849109670674935,2.866386e6,33.500000306206864,7782.0,33.0,6297.0,38.0,38473.0,33.0,6297.0,Inf,NaN,NaN,33.0,AWW,33.500000306206864,HARISS,33.0,AWW_escalation,2.523974e6,1.290353e6,2.133905e6
98,Switzerland,1.5,3.5,0.0016,0.04,46.860354693536166,742669.0,33.50000015190137,8841.0,28.0,1460.0,29.0,1910.0,16.0,27.0,33.50000095786846,8841.0,17.50000095786846,28.0,AWW,29.0,AWW,16.0,AWW_escalation,2.524952e6,1.289174e6,2.132772e6
99,Switzerland,1.5,3.5,0.0016,0.04,41.97094570771008,148810.0,36.500000751087214,24317.0,27.0,1243.0,33.0,7506.0,13.0,11.0,35.500000205363676,17580.0,22.500000205363676,27.0,AWW,33.0,AWW,13.0,AWW_escalation,2.523406e6,1.289468e6,2.133473e6
100,Switzerland,1.5,3.5,0.0016,0.04,42.973893481737804,203997.0,33.500000070626136,8203.0,28.0,1110.0,33.0,6910.0,23.0,163.0,34.500000475980414,11331.0,11.500000475980414,28.0,AWW,33.0,AWW,23.0,AWW_escalation,2.521392e6,1.289574e6,2.135459e6
101,Switzerland,1.5,3.5,0.0016,0.04,49.6166281861029,1.97477e6,33.50000063099129,7419.0,31.0,3475.0,32.0,4542.0,12.0,1.0,35.50000051327507,14780.0,23.50000051327507,31.0,AWW,32.0,AWW,12.0,AWW_escalation,2.524264e6,1.29186e6,2.133741e6
102,Switzerland,1.5,3.5,0.0016,0.04,40.55808289654431,90791.0,36.500000984897184,22716.0,31.0,3654.0,37.0,26688.0,31.0,3654.0,33.500000990805546,8056.0,2.500000990805546,31.0,AWW,36.500000984897184,HARISS,31.0,AWW_escalation,2.52241e6,1.290481e6,2.135108e6
103,Switzerland,1.5,3.5,0.0016,0.04,36.808001157702996,23850.0,29.500000061327817,2014.0,33.0,6744.0,37.0,26885.0,33.0,6744.0,36.50000079788125,22732.0,3.500000797881249,29.500000061327817,HARISS,29.500000061327817,HARISS,33.0,AWW_escalation,2.522255e6,1.290711e6,2.134944e6
104,Switzerland,1.5,3.5,0.0016,0.04,44.61816420169692,362236.0,36.500000134658535,22629.0,31.0,3329.0,32.0,4815.0,16.0,24.0,34.50000001314358,11390.0,18.500000013143577,31.0,AWW,32.0,AWW,16.0,AWW_escalation,2.525874e6,1.290142e6,2.134344e6
105,Switzerland,1.5,3.5,0.0016,0.04,41.60500101996022,130543.0,33.500000888638326,8417.0,28.0,1334.0,34.0,9812.0,28.0,1334.0,35.500000254146066,16598.0,7.500000254146066,28.0,AWW,33.500000888638326,HARISS,28.0,AWW_escalation,2.521418e6,1.29156e6,2.132913e6
106,Switzerland,1.5,3.5,0.0016,0.04,46.92146567490033,767509.0,29.500000915553656,2042.0,24.0,356.0,36.0,20773.0,22.0,230.0,40.50000042502657,92698.0,18.50000042502657,24.0,AWW,29.500000915553656,HARISS,22.0,AWW_escalation,2.522155e6,1.289473e6,2.135876e6
107,Switzerland,1.5,3.5,0.0016,0.04,47.602657477799575,1.003182e6,36.500000326705646,22496.0,27.0,951.0,32.0,5198.0,20.0,84.0,33.50000038200685,8370.0,13.500000382006853,27.0,AWW,32.0,AWW,20.0,AWW_escalation,2.520705e6,1.290476e6,2.134807e6
108,Switzerland,1.5,3.5,0.0016,0.04,46.58125260632318,702628.0,26.500000271050954,489.0,31.0,3222.0,34.0,8904.0,31.0,3222.0,36.50000005227923,22522.0,5.500000052279233,26.500000271050954,HARISS,26.500000271050954,HARISS,31.0,AWW_escalation,2.522238e6,1.289089e6,2.135409e6
109,Switzerland,1.5,3.5,0.0016,0.04,40.032064480255656,77909.0,29.50000093368928,1968.0,34.0,9227.0,35.0,13522.0,22.0,160.0,27.500000695588014,1023.0,5.500000695588014,29.50000093368928,HARISS,29.50000093368928,HARISS,22.0,AWW_escalation,2.52368e6,1.290403e6,2.13484e6
110,Switzerland,1.5,3.5,0.0016,0.04,49.79141980569845,2.016854e6,40.500000965611086,90109.0,27.0,1108.0,37.0,27874.0,27.0,1108.0,Inf,NaN,NaN,27.0,AWW,37.0,AWW,27.0,AWW_escalation,2.518521e6,1.288852e6,2.137528e6
111,Switzerland,1.5,3.5,0.0016,0.04,49.57105845956196,1.983308e6,40.50000036185929,90626.0,33.0,6673.0,34.0,9620.0,27.0,723.0,35.50000009515954,16648.0,8.500000095159542,33.0,AWW,34.0,AWW,27.0,AWW_escalation,2.523347e6,1.291911e6,2.134895e6
112,Switzerland,1.5,3.5,0.0016,0.04,50.94808896800554,3.044724e6,36.50000083636275,21401.0,26.0,469.0,34.0,8407.0,4.0,0.0,40.50000012201822,89663.0,36.50000012201822,26.0,AWW,34.0,AWW,4.0,AWW_escalation,2.524235e6,1.288905e6,2.133846e6
113,Switzerland,1.5,3.5,0.0016,0.04,45.10459305329932,446443.0,36.50000036141908,21425.0,31.0,3043.0,32.0,4400.0,31.0,3043.0,Inf,NaN,NaN,31.0,AWW,32.0,AWW,31.0,AWW_escalation,2.520733e6,1.290605e6,2.13356e6
114,Switzerland,1.5,3.5,0.0016,0.04,49.69305647935618,1.983902e6,40.50000006092737,89760.0,31.0,3792.0,34.0,10168.0,10.0,0.0,33.50000021875939,8496.0,23.50000021875939,31.0,AWW,34.0,AWW,10.0,AWW_escalation,2.523559e6,1.289865e6,2.135772e6
115,Switzerland,1.5,3.5,0.0016,0.04,42.94139744717932,201564.0,36.50000040038942,23699.0,33.0,7289.0,38.0,38555.0,3.0,0.0,30.500000679243264,3548.0,27.500000679243264,33.0,AWW,36.50000040038942,HARISS,3.0,AWW_escalation,2.522081e6,1.288854e6,2.133626e6
116,Switzerland,1.5,3.5,0.0016,0.04,48.795785493145,1.434187e6,29.500000519603,3297.0,31.0,4987.0,34.0,12355.0,26.0,1340.0,33.50000081514814,10104.0,7.500000815148141,29.500000519603,HARISS,29.500000519603,HARISS,26.0,AWW_escalation,2.520808e6,1.290493e6,2.136558e6
117,Switzerland,1.5,3.5,0.0016,0.04,47.749472167970666,1.010925e6,36.500000185538006,23406.0,27.0,707.0,34.0,10235.0,24.0,225.0,33.500000254622336,8147.0,9.500000254622336,27.0,AWW,34.0,AWW,24.0,AWW_escalation,2.521844e6,1.291112e6,2.1349e6
118,Switzerland,1.5,3.5,0.0016,0.04,47.880683543913314,1.036489e6,26.500000372465536,683.0,32.0,3963.0,33.0,5835.0,9.0,0.0,26.500000184018944,683.0,17.500000184018944,26.500000372465536,HARISS,26.500000372465536,HARISS,9.0,AWW_escalation,2.521363e6,1.290796e6,2.134803e6
119,Switzerland,1.5,3.5,0.0016,0.04,49.95559662080129,2.170014e6,29.500000085366892,1641.0,25.0,354.0,33.0,5947.0,10.0,8.0,40.500000996973085,86169.0,30.500000996973085,25.0,AWW,29.500000085366892,HARISS,10.0,AWW_escalation,2.52314e6,1.29182e6,2.135847e6
120,Switzerland,1.5,3.5,0.0016,0.04,40.8167340512988,90411.0,29.500000538314108,2056.0,31.0,3054.0,35.0,12316.0,12.0,0.0,35.50000077004405,14834.0,23.500000770044053,29.500000538314108,HARISS,29.500000538314108,HARISS,12.0,AWW_escalation,2.522852e6,1.290228e6,2.136528e6
121,Switzerland,1.5,3.5,0.0016,0.04,41.911334720738175,137662.0,36.50000052162826,23878.0,28.0,1593.0,34.0,10486.0,10.0,1.0,23.500000801472495,600.0,13.500000801472495,28.0,AWW,34.0,AWW,10.0,AWW_escalation,2.520393e6,1.288843e6,2.13551e6
122,Switzerland,1.5,3.5,0.0016,0.04,48.735459727373964,1.420908e6,40.50000050240731,87740.0,31.0,3248.0,37.0,26697.0,29.0,1507.0,Inf,NaN,NaN,31.0,AWW,37.0,AWW,29.0,AWW_escalation,2.520681e6,1.289823e6,2.137048e6
123,Switzerland,1.5,3.5,0.0016,0.04,39.823254842765905,65273.0,33.500000380655685,8206.0,24.0,467.0,34.0,9490.0,10.0,0.0,33.500000287003026,8206.0,23.500000287003026,24.0,AWW,33.500000380655685,HARISS,10.0,AWW_escalation,2.52272e6,1.288821e6,2.132827e6
124,Switzerland,1.5,3.5,0.0016,0.04,53.00843773093033,3.959794e6,26.500000859613234,1011.0,33.0,7042.0,34.0,9825.0,33.0,7042.0,Inf,NaN,NaN,26.500000859613234,HARISS,26.500000859613234,HARISS,33.0,AWW_escalation,2.521771e6,1.292432e6,2.134462e6
125,Switzerland,1.5,3.5,0.0016,0.04,50.01673073120878,2.308707e6,36.500000184823016,21344.0,30.0,2524.0,35.0,13323.0,30.0,2524.0,Inf,NaN,NaN,30.0,AWW,35.0,AWW,30.0,AWW_escalation,2.523823e6,1.288602e6,2.135753e6
