sample_id,country,R0,gen_time,p_det,false_positive_rate,icu_detection_time,icu_local_cases,hariss_detection_time,hariss_local_cases,aww_detection_time,aww_local_cases,earliest_detection_time,earliest_surveillance_type,total_latent,total_infectious,total_detectable
48,Switzerland,2.0,4.0,0.08,0.04,30.496590654843544,320.0,40.50000055233599,2629.0,33.0,508.0,30.496590654843544,ICU,2139.0,1801.0,4373.0
49,Switzerland,2.0,4.0,0.08,0.04,16.1885310450825,232.0,22.500000478708618,1088.0,34.0,13232.0,16.1885310450825,ICU,1987.0,1977.0,4469.0
50,Switzerland,2.0,4.0,0.08,0.04,53.21097837951054,1941.0,Inf,NaN,36.0,35.0,36.0,AWW,2054.0,1930.0,4429.0
51,Switzerland,2.0,4.0,0.08,0.04,29.347057313278928,110.0,33.50000067016797,234.0,36.0,355.0,29.347057313278928,ICU,2074.0,1898.0,4258.0
52,Switzerland,2.0,4.0,0.08,0.04,52.30576473943643,453.0,50.500000266869435,300.0,33.0,14.0,33.0,AWW,2068.0,1901.0,4386.0
53,Switzerland,2.0,4.0,0.08,0.04,29.751703130322674,137.0,40.50000090840044,2106.0,42.0,3139.0,29.751703130322674,ICU,2059.0,1864.0,4220.0
54,Switzerland,2.0,4.0,0.08,0.04,41.328464825808716,1671.0,36.50000005235859,598.0,35.0,440.0,35.0,AWW,2143.0,1870.0,4411.0
55,Switzerland,2.0,4.0,0.08,0.04,45.851065050540754,231.0,54.500000566829165,1631.0,28.0,14.0,28.0,AWW,2102.0,1975.0,4375.0
56,Switzerland,2.0,4.0,0.08,0.04,49.81259266053492,154.0,Inf,NaN,36.0,18.0,36.0,AWW,2109.0,1952.0,4388.0
57,Switzerland,2.0,4.0,0.08,0.04,39.35116341814858,1150.0,36.500000275558534,597.0,29.0,114.0,29.0,AWW,1996.0,1896.0,4336.0
58,Switzerland,2.0,4.0,0.08,0.04,38.199532868284486,1664.0,40.50000021802369,2910.0,24.0,49.0,24.0,AWW,2060.0,2036.0,4352.0
59,Switzerland,2.0,4.0,0.08,0.04,42.364021066645904,1890.0,47.50000095431606,5683.0,38.0,810.0,38.0,AWW,2071.0,1893.0,4405.0
60,Switzerland,2.0,4.0,0.08,0.04,41.65747426293112,3744.0,36.500000148004915,929.0,10.0,3.0,10.0,AWW,2070.0,1941.0,4347.0
61,Switzerland,2.0,4.0,0.08,0.04,59.761156543202745,2072.0,50.50000093453847,513.0,37.0,31.0,37.0,AWW,2100.0,1983.0,4337.0
62,Switzerland,2.0,4.0,0.08,0.04,35.86837427328522,560.0,29.500000024440897,209.0,22.0,52.0,22.0,AWW,2093.0,1825.0,4299.0
63,Switzerland,2.0,4.0,0.08,0.04,17.368811707752904,62.0,19.500000824329373,65.0,35.0,74.0,17.368811707752904,ICU,2051.0,1955.0,4283.0
64,Switzerland,2.0,4.0,0.08,0.04,47.81912926929504,931.0,54.50000031875393,4345.0,39.0,129.0,39.0,AWW,2066.0,2007.0,4326.0
65,Switzerland,2.0,4.0,0.08,0.04,39.2252024927414,859.0,26.500000419154,145.0,35.0,353.0,26.500000419154,HARISS,2112.0,1973.0,4294.0
66,Switzerland,2.0,4.0,0.08,0.04,32.697201049005955,461.0,26.50000087706642,180.0,35.0,785.0,26.50000087706642,HARISS,2101.0,1943.0,4315.0
67,Switzerland,2.0,4.0,0.08,0.04,54.2751574434113,2089.0,54.50000025590584,2182.0,30.0,10.0,30.0,AWW,1991.0,1961.0,4294.0
68,Switzerland,2.0,4.0,0.08,0.04,51.959473064165635,968.0,Inf,NaN,25.0,4.0,25.0,AWW,2166.0,1956.0,4338.0
69,Switzerland,2.0,4.0,0.08,0.04,40.881879852677415,1042.0,33.500000147188835,191.0,35.0,264.0,33.500000147188835,HARISS,1997.0,1970.0,4283.0
70,Switzerland,2.0,4.0,0.08,0.04,42.386106717026266,356.0,50.50000080545459,2272.0,32.0,34.0,32.0,AWW,2048.0,1926.0,4341.0
71,Switzerland,2.0,4.0,0.08,0.04,43.965801037325704,2648.0,47.50000030300408,5391.0,35.0,396.0,35.0,AWW,2035.0,1911.0,4269.0
72,Switzerland,2.0,4.0,0.08,0.04,39.06391694630889,2600.0,26.500000111950396,135.0,31.0,419.0,26.500000111950396,HARISS,2192.0,1969.0,4225.0
73,Switzerland,2.0,4.0,0.08,0.04,31.977770182060848,708.0,40.50000037386368,4130.0,32.0,712.0,31.977770182060848,ICU,2001.0,1960.0,4302.0
74,Switzerland,2.0,4.0,0.08,0.04,17.262536858857956,3.0,Inf,NaN,39.0,3.0,17.262536858857956,ICU,1988.0,1906.0,4382.0
75,Switzerland,2.0,4.0,0.08,0.04,39.95082049940834,492.0,50.500000761022896,4488.0,34.0,154.0,34.0,AWW,2019.0,1931.0,4256.0
76,Switzerland,2.0,4.0,0.08,0.04,8.38996238682465,179.0,19.500000610246325,2613.0,35.0,59055.0,8.38996238682465,ICU,2160.0,1957.0,4353.0
77,Switzerland,2.0,4.0,0.08,0.04,45.18640549629196,392.0,40.50000045526125,147.0,23.0,1.0,23.0,AWW,2072.0,1997.0,4252.0
78,Switzerland,2.0,4.0,0.08,0.04,31.577502000141095,133.0,40.500000880022974,915.0,39.0,662.0,31.577502000141095,ICU,2047.0,1847.0,4363.0
79,Switzerland,2.0,4.0,0.08,0.04,44.9680475180829,1248.0,40.500000877755696,453.0,35.0,135.0,35.0,AWW,2092.0,1871.0,4312.0
80,Switzerland,2.0,4.0,0.08,0.04,30.92155998941418,2821.0,33.50000072047685,5148.0,24.0,300.0,24.0,AWW,2133.0,1960.0,4361.0
81,Switzerland,2.0,4.0,0.08,0.04,43.700339122286074,1499.0,43.50000088731707,1423.0,38.0,436.0,38.0,AWW,2037.0,1987.0,4367.0
82,Switzerland,2.0,4.0,0.08,0.04,43.303435460723804,679.0,40.500000264407475,370.0,38.0,212.0,38.0,AWW,2123.0,1999.0,4201.0
83,Switzerland,2.0,4.0,0.08,0.04,39.374804863707894,3947.0,36.50000067930622,2156.0,24.0,126.0,24.0,AWW,2114.0,1905.0,4319.0
84,Switzerland,2.0,4.0,0.08,0.04,19.86456946175723,70.0,40.50000065603355,5898.0,34.0,1428.0,19.86456946175723,ICU,2166.0,1913.0,4307.0
85,Switzerland,2.0,4.0,0.08,0.04,24.420632440702875,76.0,33.500000632635135,433.0,32.0,323.0,24.420632440702875,ICU,2065.0,1994.0,4383.0
86,Switzerland,2.0,4.0,0.08,0.04,32.23900814653893,211.0,43.500000432594454,2322.0,35.0,386.0,32.23900814653893,ICU,2180.0,1869.0,4300.0
87,Switzerland,2.0,4.0,0.08,0.04,47.532300453647885,3382.0,36.50000049432853,425.0,23.0,64.0,23.0,AWW,2151.0,1986.0,4351.0
88,Switzerland,2.0,4.0,0.08,0.04,39.21346901621548,1641.0,33.500000459210966,517.0,36.0,864.0,33.500000459210966,HARISS,2051.0,1940.0,4429.0
89,Switzerland,2.0,4.0,0.08,0.04,44.71812218229586,128.0,54.500000707605196,1103.0,43.0,100.0,43.0,AWW,2175.0,1960.0,4302.0
90,Switzerland,2.0,4.0,0.08,0.04,41.78723173292923,418.0,50.500000048266,2467.0,32.0,51.0,32.0,AWW,2022.0,1917.0,4310.0
91,Switzerland,2.0,4.0,0.08,0.04,26.122825994282902,24.0,19.500000920714218,5.0,33.0,104.0,19.500000920714218,HARISS,2113.0,1989.0,4371.0
92,Switzerland,2.0,4.0,0.08,0.04,40.95153067674084,88.0,50.500000046223,598.0,37.0,43.0,37.0,AWW,2073.0,1919.0,4337.0
93,Switzerland,2.0,4.0,0.08,0.04,35.85697791155646,68.0,54.50000067716889,3259.0,38.0,98.0,35.85697791155646,ICU,2152.0,1922.0,4385.0
94,Switzerland,2.0,4.0,0.08,0.04,43.189756621639965,1441.0,40.50000043646769,827.0,33.0,180.0,33.0,AWW,2052.0,1914.0,4374.0
95,Switzerland,2.0,4.0,0.08,0.04,48.75076848681846,2005.0,50.50000073575282,3008.0,23.0,11.0,23.0,AWW,2051.0,1975.0,4288.0
96,Switzerland,2.0,4.0,0.08,0.04,44.755630441366144,2541.0,43.5000007589273,1886.0,18.0,3.0,18.0,AWW,2039.0,1962.0,4302.0
97,Switzerland,2.0,4.0,0.08,0.04,28.160962786326596,3376.0,26.500000610495746,2225.0,36.0,14667.0,26.500000610495746,HARISS,2096.0,1950.0,4376.0
98,Switzerland,2.0,4.0,0.08,0.04,29.46855483675524,255.0,40.500000241762386,2737.0,35.0,868.0,29.46855483675524,ICU,2115.0,1838.0,4309.0
99,Switzerland,2.0,4.0,0.08,0.04,21.973047866044688,2626.0,15.500000280122237,586.0,19.0,1457.0,15.500000280122237,HARISS,2134.0,1942.0,4362.0
100,Switzerland,2.0,4.0,0.08,0.04,21.48901898228569,365.0,29.50000037627956,2022.0,32.0,3348.0,21.48901898228569,ICU,2056.0,1980.0,4256.0
101,Switzerland,2.0,4.0,0.08,0.04,27.927497321981033,1536.0,26.500000068389838,1171.0,28.0,1565.0,26.500000068389838,HARISS,2110.0,1906.0,4363.0
102,Switzerland,2.0,4.0,0.08,0.04,21.956733747988178,96.0,40.50000093983318,6000.0,35.0,1820.0,21.956733747988178,ICU,2100.0,1911.0,4476.0
103,Switzerland,2.0,4.0,0.08,0.04,43.68375313065525,698.0,43.50000003766684,682.0,31.0,52.0,31.0,AWW,2054.0,1939.0,4230.0
104,Switzerland,2.0,4.0,0.08,0.04,28.826600481058783,1145.0,29.500000253350226,1339.0,26.0,577.0,26.0,AWW,2120.0,1868.0,4339.0
105,Switzerland,2.0,4.0,0.08,0.04,45.82783488813186,377.0,50.50000047420464,1087.0,34.0,32.0,34.0,AWW,2068.0,2001.0,4382.0
106,Switzerland,2.0,4.0,0.08,0.04,43.25665163092709,331.0,47.500000447555,752.0,30.0,47.0,30.0,AWW,2012.0,1967.0,4315.0
107,Switzerland,2.0,4.0,0.08,0.04,42.77741277897296,824.0,47.500000138091465,2425.0,31.0,72.0,31.0,AWW,2003.0,1856.0,4398.0
108,Switzerland,2.0,4.0,0.08,0.04,56.38050397227239,1235.0,Inf,NaN,35.0,28.0,35.0,AWW,2053.0,1996.0,4395.0
109,Switzerland,2.0,4.0,0.08,0.04,35.313837546410355,592.0,29.500000398292237,187.0,26.0,86.0,26.0,AWW,2096.0,2014.0,4352.0
110,Switzerland,2.0,4.0,0.08,0.04,24.478742550094825,197.0,33.50000002756263,1243.0,32.0,1045.0,24.478742550094825,ICU,2096.0,1990.0,4303.0
111,Switzerland,2.0,4.0,0.08,0.04,34.32644264972516,369.0,40.500000481250076,1595.0,29.0,116.0,29.0,AWW,2070.0,1897.0,4417.0
112,Switzerland,2.0,4.0,0.08,0.04,45.30846138449435,3083.0,40.500000534196516,1018.0,32.0,125.0,32.0,AWW,2103.0,1998.0,4413.0
113,Switzerland,2.0,4.0,0.08,0.04,37.59552213872322,2390.0,36.500000502277466,1773.0,38.0,2659.0,36.500000502277466,HARISS,2013.0,1991.0,4354.0
114,Switzerland,2.0,4.0,0.08,0.04,54.38002140951725,1846.0,47.50000030104748,492.0,37.0,87.0,37.0,AWW,1986.0,1987.0,4304.0
115,Switzerland,2.0,4.0,0.08,0.04,27.665563979672786,189.0,43.50000092758077,4629.0,36.0,620.0,27.665563979672786,ICU,2069.0,1983.0,4267.0
116,Switzerland,2.0,4.0,0.08,0.04,51.32390278172439,2051.0,50.50000076422382,1741.0,34.0,48.0,34.0,AWW,2109.0,1898.0,4454.0
117,Switzerland,2.0,4.0,0.08,0.04,28.81704311505095,1261.0,33.50000011422031,2649.0,29.0,1293.0,28.81704311505095,ICU,2073.0,1910.0,4278.0
118,Switzerland,2.0,4.0,0.08,0.04,39.03830088390921,1445.0,29.50000063224961,217.0,33.0,434.0,29.50000063224961,HARISS,2047.0,1963.0,4183.0
119,Switzerland,2.0,4.0,0.08,0.04,44.69624352232053,2149.0,47.50000057377923,4046.0,37.0,423.0,37.0,AWW,2116.0,2012.0,4376.0
120,Switzerland,2.0,4.0,0.08,0.04,18.218870165104825,1272.0,19.500000909712934,1644.0,36.0,40531.0,18.218870165104825,ICU,2095.0,1983.0,4293.0
121,Switzerland,2.0,4.0,0.08,0.04,31.845358875311184,852.0,29.500000079569322,540.0,32.0,879.0,29.500000079569322,HARISS,2058.0,1979.0,4414.0
122,Switzerland,2.0,4.0,0.08,0.04,40.86801948878307,989.0,47.5000009037257,4218.0,30.0,71.0,30.0,AWW,2136.0,1960.0,4286.0
123,Switzerland,2.0,4.0,0.08,0.04,29.12101269059595,1844.0,22.500000720148318,383.0,33.0,4033.0,22.500000720148318,HARISS,2073.0,1974.0,4323.0
124,Switzerland,2.0,4.0,0.08,0.04,50.32712787272714,2201.0,43.50000099899189,479.0,5.0,0.0,5.0,AWW,2085.0,1987.0,4308.0
125,Switzerland,2.0,4.0,0.08,0.04,45.35001688086386,1055.0,43.500000376403314,649.0,24.0,11.0,24.0,AWW,2152.0,1895.0,4379.0
126,Switzerland,2.0,4.0,0.08,0.04,29.392920307800452,64.0,36.50000022650156,281.0,36.0,259.0,29.392920307800452,ICU,2107.0,1925.0,4369.0
127,Switzerland,2.0,4.0,0.08,0.04,48.76419060461452,1324.0,50.500000405377854,1939.0,36.0,104.0,36.0,AWW,2081.0,1906.0,4237.0
128,Switzerland,2.0,4.0,0.08,0.04,44.061862405569116,1133.0,40.500000116739486,530.0,35.0,145.0,35.0,AWW,2004.0,1890.0,4526.0
129,Switzerland,2.0,4.0,0.08,0.04,28.962733226132407,66.0,33.50000049278904,155.0,31.0,95.0,28.962733226132407,ICU,2051.0,1928.0,4310.0
130,Switzerland,2.0,4.0,0.08,0.04,42.78402045700902,983.0,40.500000376264715,555.0,10.0,0.0,10.0,AWW,2057.0,1963.0,4435.0
131,Switzerland,2.0,4.0,0.08,0.04,39.98518705360257,1064.0,26.500000024125733,103.0,33.0,231.0,26.500000024125733,HARISS,2055.0,2007.0,4439.0
132,Switzerland,2.0,4.0,0.08,0.04,36.66924172011435,324.0,43.500000158962514,1428.0,33.0,136.0,33.0,AWW,2168.0,1978.0,4354.0
133,Switzerland,2.0,4.0,0.08,0.04,30.026292481692504,2237.0,33.50000090455127,4635.0,7.0,16.0,7.0,AWW,2116.0,1827.0,4383.0
134,Switzerland,2.0,4.0,0.08,0.04,34.79247031678207,496.0,40.50000023725961,1705.0,25.0,56.0,25.0,AWW,2026.0,1901.0,4403.0
135,Switzerland,2.0,4.0,0.08,0.04,42.32375103414108,147.0,Inf,NaN,33.0,47.0,33.0,AWW,2089.0,1964.0,4292.0
136,Switzerland,2.0,4.0,0.08,0.04,33.06991796462654,339.0,40.50000076873666,1547.0,30.0,174.0,30.0,AWW,2034.0,2013.0,4425.0
137,Switzerland,2.0,4.0,0.08,0.04,31.930333221042954,1086.0,33.50000064224146,1526.0,31.0,887.0,31.0,AWW,2066.0,1906.0,4435.0
138,Switzerland,2.0,4.0,0.08,0.04,39.93928597512531,6462.0,33.50000056914832,1611.0,35.0,2122.0,33.50000056914832,HARISS,2103.0,1861.0,4353.0
139,Switzerland,2.0,4.0,0.08,0.04,55.52593124951068,4693.0,54.5000006273645,3765.0,34.0,35.0,34.0,AWW,1999.0,1976.0,4395.0
140,Switzerland,2.0,4.0,0.08,0.04,20.218249991968953,114.0,26.500000542921306,692.0,28.0,942.0,20.218249991968953,ICU,2075.0,2010.0,4266.0
141,Switzerland,2.0,4.0,0.08,0.04,44.540974901491815,757.0,54.5000009009079,6271.0,27.0,21.0,27.0,AWW,2079.0,1914.0,4269.0
142,Switzerland,2.0,4.0,0.08,0.04,38.40711785478233,239.0,54.50000018688716,7498.0,40.0,311.0,38.40711785478233,ICU,2146.0,1993.0,4358.0
143,Switzerland,2.0,4.0,0.08,0.04,38.92981690223152,1204.0,36.50000047873167,713.0,31.0,217.0,31.0,AWW,2046.0,1984.0,4300.0
144,Switzerland,2.0,4.0,0.08,0.04,58.78749172568682,285.0,Inf,NaN,34.0,6.0,34.0,AWW,2134.0,2018.0,4257.0
145,Switzerland,2.0,4.0,0.08,0.04,15.44314053316257,65.0,29.500000343821107,1708.0,33.0,3755.0,15.44314053316257,ICU,2026.0,1964.0,4297.0
146,Switzerland,2.0,4.0,0.08,0.04,42.904769542520754,10995.0,22.50000031330238,120.0,37.0,2938.0,22.50000031330238,HARISS,2086.0,1943.0,4266.0
147,Switzerland,2.0,4.0,0.08,0.04,37.24986012940317,304.0,43.500000680966615,1222.0,38.0,354.0,37.24986012940317,ICU,2126.0,1930.0,4358.0
148,Switzerland,2.0,4.0,0.08,0.04,44.934093177730034,2993.0,36.50000040940728,496.0,35.0,377.0,35.0,AWW,2053.0,1980.0,4278.0
149,Switzerland,2.0,4.0,0.08,0.04,42.436172701499416,1032.0,43.50000065433466,1300.0,34.0,149.0,34.0,AWW,2189.0,1887.0,4321.0
150,Switzerland,2.0,4.0,0.08,0.04,55.89306020765317,229.0,Inf,NaN,31.0,14.0,31.0,AWW,2076.0,2014.0,4343.0
151,Switzerland,2.0,4.0,0.08,0.04,36.81693781943502,489.0,50.50000030521771,7828.0,36.0,413.0,36.0,AWW,2063.0,1944.0,4339.0
152,Switzerland,2.0,4.0,0.08,0.04,46.30009545794423,2084.0,47.500000085919915,2737.0,38.0,297.0,38.0,AWW,2047.0,1999.0,4467.0
153,Switzerland,2.0,4.0,0.08,0.04,48.75984689823228,538.0,54.50000088801211,1742.0,29.0,32.0,29.0,AWW,2062.0,1962.0,4268.0
154,Switzerland,2.0,4.0,0.08,0.04,34.90205565965614,2670.0,33.50000040179978,1912.0,33.0,1702.0,33.0,AWW,2045.0,1941.0,4260.0
155,Switzerland,2.0,4.0,0.08,0.04,29.750908120152587,240.0,36.50000089119531,893.0,36.0,808.0,29.750908120152587,ICU,2077.0,1981.0,4326.0
156,Switzerland,2.0,4.0,0.08,0.04,48.73552167389924,931.0,50.500000219981125,1381.0,40.0,139.0,40.0,AWW,2037.0,1976.0,4381.0
157,Switzerland,2.0,4.0,0.08,0.04,29.849237016669854,326.0,36.50000031242478,755.0,41.0,1463.0,29.849237016669854,ICU,2077.0,1977.0,4337.0
158,Switzerland,2.0,4.0,0.08,0.04,51.075186343941034,735.0,47.50000052120884,348.0,30.0,12.0,30.0,AWW,2098.0,1883.0,4331.0
159,Switzerland,2.0,4.0,0.08,0.04,12.203576622328026,2.0,Inf,NaN,33.0,2.0,12.203576622328026,ICU,2117.0,1878.0,4325.0
160,Switzerland,2.0,4.0,0.08,0.04,49.670595775687644,2883.0,47.500000505290565,1838.0,38.0,225.0,38.0,AWW,2058.0,1904.0,4263.0
161,Switzerland,2.0,4.0,0.08,0.04,37.88009355843465,72.0,36.50000013343155,48.0,38.0,74.0,36.50000013343155,HARISS,2146.0,1932.0,4219.0
162,Switzerland,2.0,4.0,0.08,0.04,32.421076923684616,185.0,36.50000015991308,445.0,32.0,177.0,32.0,AWW,2110.0,1962.0,4270.0
163,Switzerland,2.0,4.0,0.08,0.04,39.945652835992014,3220.0,36.50000013098233,1495.0,31.0,454.0,31.0,AWW,2119.0,1949.0,4205.0
164,Switzerland,2.0,4.0,0.08,0.04,58.37298701689914,800.0,Inf,NaN,35.0,22.0,35.0,AWW,2192.0,1972.0,4368.0
165,Switzerland,2.0,4.0,0.08,0.04,33.16677341368927,68.0,47.50000019656897,1849.0,36.0,129.0,33.16677341368927,ICU,2088.0,1894.0,4360.0
166,Switzerland,2.0,4.0,0.08,0.04,33.84879688485621,2797.0,22.500000907681244,296.0,33.0,2519.0,22.500000907681244,HARISS,1991.0,1952.0,4334.0
167,Switzerland,2.0,4.0,0.08,0.04,24.077890437382095,195.0,43.500000824569454,2262.0,16.0,27.0,16.0,AWW,2019.0,1906.0,4345.0
168,Switzerland,2.0,4.0,0.08,0.04,40.55065464450116,3725.0,33.50000057886704,793.0,34.0,887.0,33.50000057886704,HARISS,2210.0,1968.0,4336.0
169,Switzerland,2.0,4.0,0.08,0.04,39.686919813523346,1262.0,40.50000040965582,1570.0,36.0,575.0,36.0,AWW,2052.0,2000.0,4284.0
