sample_id,country,R0,gen_time,p_det,false_positive_rate,icu_detection_time,icu_local_cases,hariss_detection_time,hariss_local_cases,aww_detection_time,aww_local_cases,earliest_detection_time,earliest_surveillance_type,total_latent,total_infectious,total_detectable
227,Switzerland,1.5,4.0,0.08,0.04,47.03436890582493,43.0,61.500000550133265,503.0,59.0,326.0,47.03436890582493,ICU,1007.0,1037.0,2973.0
228,Switzerland,1.5,4.0,0.08,0.04,16.032558476856593,42.0,15.500000138777503,37.0,52.0,48.0,15.500000138777503,HARISS,1032.0,1020.0,3047.0
229,Switzerland,1.5,4.0,0.08,0.04,56.29368305803321,438.0,54.50000079290217,335.0,49.0,142.0,49.0,AWW,984.0,1052.0,2956.0
230,Switzerland,1.5,4.0,0.08,0.04,31.91773858549054,203.0,29.50000059784021,136.0,51.0,3589.0,29.50000059784021,HARISS,957.0,1038.0,2993.0
231,Switzerland,1.5,4.0,0.08,0.04,55.68930812155183,346.0,68.50000086863784,2365.0,58.0,501.0,55.68930812155183,ICU,950.0,1022.0,2983.0
232,Switzerland,1.5,4.0,0.08,0.04,25.73876050658302,20.0,Inf,NaN,53.0,22.0,25.73876050658302,ICU,998.0,1032.0,2939.0
233,Switzerland,1.5,4.0,0.08,0.04,57.41185770656627,2017.0,47.50000034283235,522.0,50.0,725.0,47.50000034283235,HARISS,936.0,1033.0,3087.0
234,Switzerland,1.5,4.0,0.08,0.04,52.49778160678801,340.0,61.5000000108288,1383.0,37.0,31.0,37.0,AWW,947.0,1063.0,3011.0
235,Switzerland,1.5,4.0,0.08,0.04,40.802743274237436,260.0,36.50000028732536,120.0,51.0,1272.0,36.50000028732536,HARISS,1008.0,1028.0,2953.0
236,Switzerland,1.5,4.0,0.08,0.04,11.039045969752298,3.0,Inf,NaN,52.0,3.0,11.039045969752298,ICU,953.0,1071.0,3122.0
237,Switzerland,1.5,4.0,0.08,0.04,52.989010960115785,256.0,64.50000031929669,1372.0,60.0,731.0,52.989010960115785,ICU,1018.0,1090.0,2999.0
238,Switzerland,1.5,4.0,0.08,0.04,81.42885742147284,1245.0,61.50000075509065,80.0,48.0,12.0,48.0,AWW,922.0,1053.0,2968.0
239,Switzerland,1.5,4.0,0.08,0.04,42.006790779650935,355.0,43.500000440151396,443.0,37.0,161.0,37.0,AWW,954.0,1085.0,2970.0
240,Switzerland,1.5,4.0,0.08,0.04,65.22307000074305,19.0,Inf,NaN,57.0,9.0,57.0,AWW,950.0,1043.0,3008.0
241,Switzerland,1.5,4.0,0.08,0.04,63.035635457056785,2254.0,47.5000005370788,239.0,57.0,920.0,47.5000005370788,HARISS,935.0,1041.0,2990.0
242,Switzerland,1.5,4.0,0.08,0.04,51.08339716844258,250.0,54.50000071730997,435.0,52.0,287.0,51.08339716844258,ICU,977.0,1072.0,2978.0
243,Switzerland,1.5,4.0,0.08,0.04,14.958440389060314,0.0,Inf,NaN,59.0,0.0,14.958440389060314,ICU,953.0,1119.0,2962.0
244,Switzerland,1.5,4.0,0.08,0.04,23.50007035920296,5.0,Inf,NaN,38.0,5.0,23.50007035920296,ICU,946.0,1035.0,3091.0
245,Switzerland,1.5,4.0,0.08,0.04,62.4387463712075,320.0,43.50000093006256,67.0,21.0,5.0,21.0,AWW,944.0,1095.0,3024.0
246,Switzerland,1.5,4.0,0.08,0.04,93.95553178484901,2098.0,78.50000095045958,492.0,66.0,87.0,66.0,AWW,1013.0,1038.0,3026.0
247,Switzerland,1.5,4.0,0.08,0.04,60.90366948036903,1943.0,50.500000198746115,417.0,56.0,976.0,50.500000198746115,HARISS,984.0,1085.0,2988.0
248,Switzerland,1.5,4.0,0.08,0.04,66.49411674990948,1354.0,54.50000090922545,203.0,54.0,184.0,54.0,AWW,927.0,1073.0,3008.0
249,Switzerland,1.5,4.0,0.08,0.04,45.19198123164057,530.0,40.50000002304173,261.0,52.0,1387.0,40.50000002304173,HARISS,980.0,1048.0,2940.0
250,Switzerland,1.5,4.0,0.08,0.04,46.93335735711163,193.0,57.5000001061629,952.0,58.0,1024.0,46.93335735711163,ICU,947.0,1130.0,3068.0
251,Switzerland,1.5,4.0,0.08,0.04,68.19223719984392,211.0,Inf,NaN,46.0,11.0,46.0,AWW,974.0,1022.0,3035.0
252,Switzerland,1.5,4.0,0.08,0.04,49.363178926168096,278.0,57.500000410408774,916.0,49.0,265.0,49.0,AWW,1000.0,1090.0,2990.0
253,Switzerland,1.5,4.0,0.08,0.04,69.94874061152393,914.0,68.500000280568,732.0,42.0,12.0,42.0,AWW,970.0,1079.0,3046.0
254,Switzerland,1.5,4.0,0.08,0.04,53.445895925091726,676.0,40.500000139389215,99.0,43.0,144.0,40.500000139389215,HARISS,1036.0,1080.0,2990.0
255,Switzerland,1.5,4.0,0.08,0.04,76.88344840845883,1814.0,82.5000007913167,4230.0,50.0,45.0,50.0,AWW,988.0,1063.0,3037.0
256,Switzerland,1.5,4.0,0.08,0.04,11.816635944304757,2.0,Inf,NaN,52.0,3.0,11.816635944304757,ICU,968.0,1078.0,3031.0
257,Switzerland,1.5,4.0,0.08,0.04,59.36168279904845,1436.0,50.50000061071383,410.0,58.0,1175.0,50.50000061071383,HARISS,940.0,1016.0,2988.0
258,Switzerland,1.5,4.0,0.08,0.04,30.839202249976946,34.0,54.50000068068644,1331.0,33.0,45.0,30.839202249976946,ICU,973.0,1056.0,3015.0
259,Switzerland,1.5,4.0,0.08,0.04,52.188922689761526,166.0,57.500000793825485,349.0,48.0,96.0,48.0,AWW,992.0,1038.0,3006.0
260,Switzerland,1.5,4.0,0.08,0.04,57.80525909197772,264.0,61.500000677185184,434.0,40.0,28.0,40.0,AWW,960.0,1060.0,2950.0
261,Switzerland,1.5,4.0,0.08,0.04,62.81714275911415,242.0,71.50000063053984,1014.0,42.0,9.0,42.0,AWW,942.0,1018.0,2951.0
262,Switzerland,1.5,4.0,0.08,0.04,37.142021165477104,446.0,40.50000040945293,750.0,57.0,8458.0,37.142021165477104,ICU,971.0,1078.0,3060.0
263,Switzerland,1.5,4.0,0.08,0.04,5.827744046470186,0.0,Inf,NaN,36.0,0.0,5.827744046470186,ICU,969.0,1032.0,2923.0
264,Switzerland,1.5,4.0,0.08,0.04,64.64220843968937,235.0,71.50000032909267,723.0,39.0,4.0,39.0,AWW,935.0,1040.0,3023.0
265,Switzerland,1.5,4.0,0.08,0.04,53.29553962302535,191.0,40.500000340024556,19.0,56.0,291.0,40.500000340024556,HARISS,958.0,1091.0,2957.0
266,Switzerland,1.5,4.0,0.08,0.04,31.547287963104946,20.0,50.50000043678094,306.0,55.0,562.0,31.547287963104946,ICU,937.0,1010.0,2931.0
267,Switzerland,1.5,4.0,0.08,0.04,76.51362281256195,1074.0,78.50000033933402,1435.0,55.0,50.0,55.0,AWW,991.0,1075.0,2913.0
268,Switzerland,1.5,4.0,0.08,0.04,57.2062184985226,2661.0,43.50000008502704,386.0,36.0,139.0,36.0,AWW,959.0,1077.0,2917.0
269,Switzerland,1.5,4.0,0.08,0.04,86.16963380148978,1628.0,85.50000073036284,1485.0,55.0,38.0,55.0,AWW,939.0,1008.0,3004.0
270,Switzerland,1.5,4.0,0.08,0.04,71.0589386767435,3368.0,43.500000324084,61.0,33.0,3.0,33.0,AWW,998.0,1034.0,2936.0
271,Switzerland,1.5,4.0,0.08,0.04,52.93372969071812,1171.0,36.50000081539701,86.0,47.0,471.0,36.50000081539701,HARISS,886.0,1074.0,3007.0
272,Switzerland,1.5,4.0,0.08,0.04,65.30475363808003,637.0,64.50000025755827,565.0,51.0,82.0,51.0,AWW,938.0,1069.0,3001.0
273,Switzerland,1.5,4.0,0.08,0.04,60.45351393799267,2446.0,47.500000423117385,382.0,59.0,2016.0,47.500000423117385,HARISS,979.0,1019.0,3071.0
274,Switzerland,1.5,4.0,0.08,0.04,37.89337436092729,100.0,54.50000096295606,1414.0,54.0,1299.0,37.89337436092729,ICU,965.0,1064.0,3033.0
275,Switzerland,1.5,4.0,0.08,0.04,70.37278436481854,1074.0,61.50000035307443,282.0,60.0,241.0,60.0,AWW,942.0,1028.0,2986.0
276,Switzerland,1.5,4.0,0.08,0.04,74.3341472709478,3599.0,64.50000062343702,784.0,46.0,65.0,46.0,AWW,970.0,1019.0,3030.0
277,Switzerland,1.5,4.0,0.08,0.04,40.512075337281935,482.0,43.500000608340414,806.0,60.0,8765.0,40.512075337281935,ICU,941.0,1062.0,3001.0
278,Switzerland,1.5,4.0,0.08,0.04,67.2092597165152,470.0,75.5000006310008,1737.0,49.0,30.0,49.0,AWW,994.0,1025.0,3007.0
279,Switzerland,1.5,4.0,0.08,0.04,54.24216223744753,292.0,61.50000064108456,906.0,45.0,77.0,45.0,AWW,972.0,1030.0,3079.0
280,Switzerland,1.5,4.0,0.08,0.04,30.695672671258823,5.0,Inf,NaN,7.0,0.0,7.0,AWW,952.0,1011.0,2968.0
281,Switzerland,1.5,4.0,0.08,0.04,55.763956055811306,1470.0,40.500000615847874,157.0,56.0,1527.0,40.500000615847874,HARISS,976.0,1032.0,2940.0
282,Switzerland,1.5,4.0,0.08,0.04,40.662308689180094,15.0,61.5000008940544,291.0,54.0,113.0,40.662308689180094,ICU,987.0,1057.0,2920.0
283,Switzerland,1.5,4.0,0.08,0.04,41.88996867022739,433.0,47.50000042212849,1058.0,51.0,1835.0,41.88996867022739,ICU,1001.0,1047.0,2979.0
284,Switzerland,1.5,4.0,0.08,0.04,46.89025478201836,10.0,82.50000010122181,1394.0,57.0,45.0,46.89025478201836,ICU,949.0,1096.0,2974.0
285,Switzerland,1.5,4.0,0.08,0.04,25.112074183863378,22.0,Inf,NaN,53.0,22.0,25.112074183863378,ICU,977.0,999.0,2985.0
286,Switzerland,1.5,4.0,0.08,0.04,62.51186375389001,701.0,64.50000063122204,934.0,45.0,46.0,45.0,AWW,975.0,1083.0,3113.0
287,Switzerland,1.5,4.0,0.08,0.04,68.65822152572864,378.0,68.50000045302959,369.0,53.0,35.0,53.0,AWW,979.0,1047.0,2965.0
288,Switzerland,1.5,4.0,0.08,0.04,44.35863294295135,144.0,43.50000080868269,130.0,46.0,200.0,43.50000080868269,HARISS,941.0,1041.0,3093.0
289,Switzerland,1.5,4.0,0.08,0.04,71.36933783834085,1822.0,47.50000018893041,64.0,34.0,11.0,34.0,AWW,987.0,1029.0,2913.0
290,Switzerland,1.5,4.0,0.08,0.04,61.4295803819392,503.0,57.50000038822669,285.0,54.0,185.0,54.0,AWW,1005.0,1031.0,2935.0
291,Switzerland,1.5,4.0,0.08,0.04,59.821092643513516,3807.0,57.50000093651018,2667.0,15.0,5.0,15.0,AWW,915.0,1091.0,2991.0
292,Switzerland,1.5,4.0,0.08,0.04,54.982559839521755,1351.0,54.50000015451272,1258.0,16.0,3.0,16.0,AWW,942.0,1046.0,2940.0
293,Switzerland,1.5,4.0,0.08,0.04,59.901986209619835,411.0,57.50000024921523,311.0,52.0,165.0,52.0,AWW,993.0,997.0,2963.0
294,Switzerland,1.5,4.0,0.08,0.04,10.823067484703579,2.0,Inf,NaN,54.0,2.0,10.823067484703579,ICU,1022.0,1043.0,3028.0
295,Switzerland,1.5,4.0,0.08,0.04,63.03735600227301,285.0,68.50000048183394,578.0,47.0,37.0,47.0,AWW,996.0,1074.0,2893.0
296,Switzerland,1.5,4.0,0.08,0.04,55.074813876810424,210.0,57.50000008504273,281.0,55.0,208.0,55.0,AWW,986.0,1064.0,2969.0
297,Switzerland,1.5,4.0,0.08,0.04,89.90276080507762,896.0,85.50000079291966,584.0,50.0,28.0,50.0,AWW,948.0,1031.0,3080.0
298,Switzerland,1.5,4.0,0.08,0.04,66.61980067622109,1202.0,50.50000029998282,100.0,53.0,158.0,50.50000029998282,HARISS,974.0,1030.0,2981.0
299,Switzerland,1.5,4.0,0.08,0.04,60.173569207923,271.0,61.50000057424167,327.0,39.0,32.0,39.0,AWW,961.0,1075.0,2993.0
300,Switzerland,1.5,4.0,0.08,0.04,75.1381377176199,874.0,78.50000081453315,1425.0,54.0,97.0,54.0,AWW,986.0,1050.0,3075.0
301,Switzerland,1.5,4.0,0.08,0.04,60.90938176566381,191.0,75.50000021828646,1442.0,48.0,55.0,48.0,AWW,943.0,1048.0,2956.0
302,Switzerland,1.5,4.0,0.08,0.04,94.15245452229514,782.0,Inf,NaN,55.0,21.0,55.0,AWW,1040.0,1022.0,2922.0
303,Switzerland,1.5,4.0,0.08,0.04,42.08484925257358,683.0,33.50000021639797,182.0,49.0,1905.0,33.50000021639797,HARISS,948.0,1015.0,3021.0
304,Switzerland,1.5,4.0,0.08,0.04,61.00756445242179,956.0,61.50000006492086,1049.0,56.0,430.0,56.0,AWW,965.0,1031.0,2892.0
305,Switzerland,1.5,4.0,0.08,0.04,54.89745583608292,1169.0,61.50000093297919,3242.0,59.0,2164.0,54.89745583608292,ICU,976.0,1029.0,3060.0
306,Switzerland,1.5,4.0,0.08,0.04,35.099591919673564,5.0,75.50000001644572,824.0,64.0,124.0,35.099591919673564,ICU,910.0,1078.0,3021.0
307,Switzerland,1.5,4.0,0.08,0.04,27.304233457435423,1.0,Inf,NaN,54.0,1.0,27.304233457435423,ICU,997.0,1051.0,3040.0
308,Switzerland,1.5,4.0,0.08,0.04,60.45284368886122,296.0,33.500000183672924,9.0,47.0,68.0,33.500000183672924,HARISS,1005.0,1038.0,3029.0
309,Switzerland,1.5,4.0,0.08,0.04,61.159791562173716,252.0,68.50000063076415,705.0,56.0,118.0,56.0,AWW,953.0,1051.0,2964.0
310,Switzerland,1.5,4.0,0.08,0.04,56.88147151980118,791.0,64.50000078384244,2188.0,47.0,191.0,47.0,AWW,937.0,1060.0,3039.0
311,Switzerland,1.5,4.0,0.08,0.04,57.67213260395804,243.0,61.50000040015448,448.0,48.0,46.0,48.0,AWW,962.0,1098.0,2913.0
312,Switzerland,1.5,4.0,0.08,0.04,30.299041182981085,96.0,54.500000340086416,2570.0,43.0,490.0,30.299041182981085,ICU,972.0,1064.0,2936.0
313,Switzerland,1.5,4.0,0.08,0.04,70.57743565572265,2288.0,61.50000092415123,568.0,50.0,91.0,50.0,AWW,946.0,1039.0,2957.0
314,Switzerland,1.5,4.0,0.08,0.04,41.46726111388347,417.0,36.50000009419091,223.0,58.0,4022.0,36.50000009419091,HARISS,958.0,1092.0,3105.0
315,Switzerland,1.5,4.0,0.08,0.04,57.077324073066066,1270.0,61.50000076272636,2539.0,50.0,425.0,50.0,AWW,1022.0,1074.0,3019.0
316,Switzerland,1.5,4.0,0.08,0.04,48.84845079587014,1622.0,47.50000068709852,1341.0,51.0,2228.0,47.50000068709852,HARISS,955.0,1058.0,3093.0
317,Switzerland,1.5,4.0,0.08,0.04,59.799070479384504,942.0,61.50000074617846,1200.0,52.0,297.0,52.0,AWW,1012.0,1070.0,2976.0
318,Switzerland,1.5,4.0,0.08,0.04,65.56304168059827,697.0,68.5000004307188,1063.0,54.0,143.0,54.0,AWW,966.0,1024.0,3053.0
319,Switzerland,1.5,4.0,0.08,0.04,86.46206862854577,926.0,68.500000024805,107.0,55.0,54.0,55.0,AWW,951.0,1012.0,3024.0
320,Switzerland,1.5,4.0,0.08,0.04,40.967334994066114,97.0,50.50000053789445,450.0,53.0,656.0,40.967334994066114,ICU,934.0,1009.0,2905.0
321,Switzerland,1.5,4.0,0.08,0.04,49.593533656189294,329.0,36.50000086056738,61.0,39.0,79.0,36.50000086056738,HARISS,990.0,1097.0,2998.0
322,Switzerland,1.5,4.0,0.08,0.04,76.37630362547996,1580.0,75.50000073776617,1391.0,50.0,38.0,50.0,AWW,967.0,1045.0,2913.0
323,Switzerland,1.5,4.0,0.08,0.04,37.728033469350976,521.0,36.50000002877217,438.0,52.0,4410.0,36.50000002877217,HARISS,961.0,1078.0,3003.0
324,Switzerland,1.5,4.0,0.08,0.04,70.24087099765471,2032.0,61.500000614732485,504.0,34.0,7.0,34.0,AWW,952.0,1033.0,2965.0
325,Switzerland,1.5,4.0,0.08,0.04,30.236255112996062,58.0,36.50000049777426,164.0,37.0,173.0,30.236255112996062,ICU,957.0,1072.0,2975.0
326,Switzerland,1.5,4.0,0.08,0.04,37.4675580714257,258.0,50.500000593931986,1792.0,57.0,4793.0,37.4675580714257,ICU,995.0,998.0,3034.0
327,Switzerland,1.5,4.0,0.08,0.04,64.37290497231132,1778.0,61.50000027813871,1140.0,59.0,760.0,59.0,AWW,942.0,1092.0,2914.0
328,Switzerland,1.5,4.0,0.08,0.04,27.508372084893896,13.0,Inf,NaN,26.0,13.0,26.0,AWW,949.0,1014.0,2983.0
329,Switzerland,1.5,4.0,0.08,0.04,53.592590883911384,462.0,61.50000041329592,1399.0,16.0,9.0,16.0,AWW,970.0,1094.0,3060.0
330,Switzerland,1.5,4.0,0.08,0.04,57.17422449611052,195.0,68.50000023933534,1130.0,48.0,46.0,48.0,AWW,1012.0,1080.0,3102.0
331,Switzerland,1.5,4.0,0.08,0.04,50.970397167943425,288.0,54.50000025291165,465.0,52.0,338.0,50.970397167943425,ICU,999.0,1047.0,2999.0
332,Switzerland,1.5,4.0,0.08,0.04,56.77413237465649,61.0,61.50000090024672,113.0,57.0,61.0,56.77413237465649,ICU,1016.0,1083.0,3052.0
333,Switzerland,1.5,4.0,0.08,0.04,75.98359497879244,859.0,64.50000052706463,175.0,56.0,62.0,56.0,AWW,999.0,1047.0,2942.0
334,Switzerland,1.5,4.0,0.08,0.04,53.80566314837973,734.0,54.50000009942971,848.0,58.0,1348.0,53.80566314837973,ICU,945.0,1013.0,3083.0
335,Switzerland,1.5,4.0,0.08,0.04,49.75298980558393,660.0,50.50000007958393,724.0,57.0,2041.0,49.75298980558393,ICU,1002.0,998.0,3037.0
336,Switzerland,1.5,4.0,0.08,0.04,35.17131632146097,6.0,71.5000001791142,512.0,44.0,15.0,35.17131632146097,ICU,894.0,1147.0,3013.0
337,Switzerland,1.5,4.0,0.08,0.04,32.16031469466043,297.0,33.500000830576354,350.0,58.0,12833.0,32.16031469466043,ICU,987.0,1033.0,3012.0
338,Switzerland,1.5,4.0,0.08,0.04,75.12243758899383,1629.0,61.50000007418606,265.0,47.0,40.0,47.0,AWW,945.0,1020.0,2916.0
339,Switzerland,1.5,4.0,0.08,0.04,49.894714187201465,92.0,64.5000000732675,658.0,36.0,13.0,36.0,AWW,965.0,1038.0,2993.0
340,Switzerland,1.5,4.0,0.08,0.04,65.37286541950867,1055.0,61.50000066155872,614.0,55.0,205.0,55.0,AWW,1009.0,1076.0,3002.0
341,Switzerland,1.5,4.0,0.08,0.04,47.80934926986623,131.0,47.500000173840164,125.0,49.0,152.0,47.500000173840164,HARISS,989.0,1062.0,2916.0
342,Switzerland,1.5,4.0,0.08,0.04,76.61412863592788,450.0,71.5000004325685,237.0,59.0,48.0,59.0,AWW,1012.0,1087.0,3035.0
343,Switzerland,1.5,4.0,0.08,0.04,62.93351105882051,227.0,50.50000056662275,46.0,48.0,39.0,48.0,AWW,986.0,998.0,3057.0
344,Switzerland,1.5,4.0,0.08,0.04,65.25331628758966,62.0,85.50000030666695,1141.0,42.0,5.0,42.0,AWW,1021.0,986.0,2919.0
345,Switzerland,1.5,4.0,0.08,0.04,40.23997101473877,162.0,57.500000345050665,2178.0,56.0,1688.0,40.23997101473877,ICU,1001.0,1096.0,3074.0
346,Switzerland,1.5,4.0,0.08,0.04,66.88651294319872,289.0,64.50000057073565,207.0,66.0,250.0,64.50000057073565,HARISS,895.0,1013.0,2940.0
347,Switzerland,1.5,4.0,0.08,0.04,25.56970287533544,85.0,43.500000200314076,1503.0,42.0,1175.0,25.56970287533544,ICU,961.0,1013.0,3006.0
348,Switzerland,1.5,4.0,0.08,0.04,46.57845048676754,1547.0,43.50000097078156,934.0,55.0,5365.0,43.50000097078156,HARISS,1008.0,1007.0,2987.0
349,Switzerland,1.5,4.0,0.08,0.04,55.7083118425407,433.0,54.50000019663239,351.0,50.0,188.0,50.0,AWW,982.0,1042.0,2986.0
350,Switzerland,1.5,4.0,0.08,0.04,58.324758643410696,3029.0,54.50000098654456,1683.0,48.0,606.0,48.0,AWW,966.0,1087.0,3016.0
351,Switzerland,1.5,4.0,0.08,0.04,39.70764043146497,1388.0,33.50000029961965,559.0,57.0,16395.0,33.50000029961965,HARISS,922.0,1065.0,3013.0
352,Switzerland,1.5,4.0,0.08,0.04,59.336787904745414,2589.0,43.50000084303935,218.0,50.0,604.0,43.50000084303935,HARISS,966.0,1032.0,3042.0
353,Switzerland,1.5,4.0,0.08,0.04,68.01109467977732,366.0,82.50000068567508,3237.0,46.0,48.0,46.0,AWW,1022.0,1082.0,2976.0
354,Switzerland,1.5,4.0,0.08,0.04,59.4991118466084,213.0,64.50000040699982,487.0,44.0,33.0,44.0,AWW,1033.0,1041.0,3021.0
355,Switzerland,1.5,4.0,0.08,0.04,28.689891361480168,7.0,57.50000055763404,734.0,39.0,45.0,28.689891361480168,ICU,939.0,1070.0,3009.0
356,Switzerland,1.5,4.0,0.08,0.04,42.13480469593084,190.0,40.50000033079616,151.0,60.0,2131.0,40.50000033079616,HARISS,918.0,1110.0,3044.0
357,Switzerland,1.5,4.0,0.08,0.04,55.987454979451535,1855.0,43.50000062263295,295.0,57.0,2124.0,43.50000062263295,HARISS,927.0,1081.0,3014.0
358,Switzerland,1.5,4.0,0.08,0.04,64.28959313691126,1032.0,47.500000371972874,84.0,58.0,414.0,47.500000371972874,HARISS,934.0,961.0,2972.0
359,Switzerland,1.5,4.0,0.08,0.04,66.76632320831484,766.0,71.5000005888283,1504.0,39.0,15.0,39.0,AWW,960.0,1088.0,2994.0
360,Switzerland,1.5,4.0,0.08,0.04,68.75373712073723,952.0,64.50000080700032,526.0,54.0,114.0,54.0,AWW,991.0,1091.0,2952.0
361,Switzerland,1.5,4.0,0.08,0.04,18.56361954758635,29.0,29.50000094730331,63.0,56.0,63.0,18.56361954758635,ICU,936.0,1066.0,3071.0
362,Switzerland,1.5,4.0,0.08,0.04,44.45714577106355,165.0,54.500000651679215,811.0,52.0,527.0,44.45714577106355,ICU,959.0,1089.0,3141.0
363,Switzerland,1.5,4.0,0.08,0.04,71.06757922519463,432.0,71.50000097821113,460.0,51.0,20.0,51.0,AWW,956.0,1061.0,3003.0
364,Switzerland,1.5,4.0,0.08,0.04,60.06684217428286,836.0,57.50000011536525,553.0,62.0,1116.0,57.50000011536525,HARISS,987.0,1100.0,2975.0
365,Switzerland,1.5,4.0,0.08,0.04,73.97643888629803,474.0,71.50000084322062,337.0,45.0,37.0,45.0,AWW,992.0,1107.0,2897.0
366,Switzerland,1.5,4.0,0.08,0.04,7.64333590137274,15.0,Inf,NaN,18.0,39.0,7.64333590137274,ICU,998.0,1091.0,3088.0
367,Switzerland,1.5,4.0,0.08,0.04,38.788249023752336,18.0,78.50000018816002,3161.0,56.0,104.0,38.788249023752336,ICU,1010.0,1055.0,3063.0
368,Switzerland,1.5,4.0,0.08,0.04,83.65006792929051,1082.0,68.50000006290037,117.0,22.0,0.0,22.0,AWW,976.0,1033.0,2994.0
369,Switzerland,1.5,4.0,0.08,0.04,34.21071131138892,5.0,Inf,NaN,51.0,5.0,34.21071131138892,ICU,969.0,1055.0,2950.0
370,Switzerland,1.5,4.0,0.08,0.04,30.002718148431207,1.0,Inf,NaN,58.0,3.0,30.002718148431207,ICU,965.0,1084.0,3054.0
371,Switzerland,1.5,4.0,0.08,0.04,50.519464299505024,305.0,64.5000002444677,2249.0,48.0,208.0,48.0,AWW,989.0,1066.0,3065.0
372,Switzerland,1.5,4.0,0.08,0.04,52.72042125929687,575.0,47.500000404003444,260.0,49.0,334.0,47.500000404003444,HARISS,942.0,1107.0,2995.0
373,Switzerland,1.5,4.0,0.08,0.04,69.87032535852588,1478.0,75.5000007644017,3443.0,36.0,2.0,36.0,AWW,961.0,995.0,2972.0
374,Switzerland,1.5,4.0,0.08,0.04,56.73988420822332,1896.0,40.50000039214187,164.0,56.0,1687.0,40.50000039214187,HARISS,1003.0,1078.0,2933.0
375,Switzerland,1.5,4.0,0.08,0.04,48.12157341462508,76.0,61.500000401987755,527.0,42.0,44.0,42.0,AWW,977.0,1057.0,3027.0
376,Switzerland,1.5,4.0,0.08,0.04,32.552489321543035,601.0,36.50000069369229,1075.0,52.0,11620.0,32.552489321543035,ICU,962.0,1023.0,2994.0
377,Switzerland,1.5,4.0,0.08,0.04,69.6033297207191,947.0,61.50000039185474,283.0,52.0,67.0,52.0,AWW,951.0,1063.0,3033.0
378,Switzerland,1.5,4.0,0.08,0.04,54.659795178683005,2702.0,47.500000645501245,959.0,55.0,2828.0,47.500000645501245,HARISS,954.0,1062.0,2965.0
379,Switzerland,1.5,4.0,0.08,0.04,48.91716125951042,667.0,57.50000078070501,2502.0,44.0,305.0,44.0,AWW,978.0,1012.0,2925.0
380,Switzerland,1.5,4.0,0.08,0.04,40.78049442375383,24.0,85.50000028916278,2423.0,47.0,37.0,40.78049442375383,ICU,951.0,982.0,3006.0
381,Switzerland,1.5,4.0,0.08,0.04,61.39717325930086,2119.0,19.500000362641856,9.0,52.0,609.0,19.500000362641856,HARISS,941.0,1082.0,2957.0
382,Switzerland,1.5,4.0,0.08,0.04,79.23161395133276,427.0,85.50000050022891,925.0,46.0,33.0,46.0,AWW,936.0,1037.0,2984.0
383,Switzerland,1.5,4.0,0.08,0.04,70.1660527498162,211.0,78.50000096894645,692.0,52.0,24.0,52.0,AWW,941.0,1093.0,2927.0
384,Switzerland,1.5,4.0,0.08,0.04,73.85049521057907,1135.0,75.50000051773725,1473.0,53.0,70.0,53.0,AWW,939.0,1078.0,2951.0
385,Switzerland,1.5,4.0,0.08,0.04,19.781559371495366,10.0,Inf,NaN,38.0,10.0,19.781559371495366,ICU,953.0,1075.0,2956.0
386,Switzerland,1.5,4.0,0.08,0.04,59.494657819461985,137.0,64.50000036033887,294.0,56.0,87.0,56.0,AWW,1009.0,962.0,3039.0
387,Switzerland,1.5,4.0,0.08,0.04,69.23939065436785,498.0,68.50000085308106,462.0,29.0,8.0,29.0,AWW,992.0,1045.0,2991.0
388,Switzerland,1.5,4.0,0.08,0.04,33.50106590918712,9.0,Inf,NaN,57.0,9.0,33.50106590918712,ICU,1042.0,1064.0,2972.0
389,Switzerland,1.5,4.0,0.08,0.04,61.381814283751446,1495.0,47.500000910178954,200.0,46.0,165.0,46.0,AWW,990.0,1051.0,2964.0
390,Switzerland,1.5,4.0,0.08,0.04,42.276362107987936,372.0,50.50000035150238,1288.0,48.0,869.0,42.276362107987936,ICU,972.0,1077.0,3045.0
391,Switzerland,1.5,4.0,0.08,0.04,54.168823186321866,166.0,47.50000046525844,69.0,38.0,30.0,38.0,AWW,950.0,1048.0,2941.0
392,Switzerland,1.5,4.0,0.08,0.04,63.836778609696324,3091.0,47.50000090111617,205.0,42.0,83.0,42.0,AWW,1038.0,1081.0,2898.0
393,Switzerland,1.5,4.0,0.08,0.04,59.07953022161159,330.0,57.500000992944635,266.0,48.0,67.0,48.0,AWW,979.0,1030.0,3087.0
394,Switzerland,1.5,4.0,0.08,0.04,41.388403734756054,88.0,50.50000065636823,429.0,40.0,70.0,40.0,AWW,979.0,1040.0,3053.0
395,Switzerland,1.5,4.0,0.08,0.04,72.15921510172053,832.0,68.50000064489541,498.0,54.0,87.0,54.0,AWW,931.0,1064.0,2922.0
396,Switzerland,1.5,4.0,0.08,0.04,40.26743082490867,302.0,50.50000092962719,1565.0,62.0,8460.0,40.26743082490867,ICU,971.0,1091.0,2995.0
397,Switzerland,1.5,4.0,0.08,0.04,51.46458004286229,602.0,50.500000284878176,511.0,54.0,861.0,50.500000284878176,HARISS,921.0,960.0,2925.0
398,Switzerland,1.5,4.0,0.08,0.04,64.44313715805669,2509.0,29.50000058000317,17.0,59.0,1093.0,29.50000058000317,HARISS,929.0,1076.0,2955.0
