sample_id,country,R0,gen_time,p_det,false_positive_rate,icu_detection_time,icu_local_cases,hariss_detection_time,hariss_local_cases,aww_ctt1_detection_time,aww_ctt1_local_cases,aww_ctt2_detection_time,aww_ctt2_local_cases,aww_escalation_detection_time,aww_escalation_local_cases,hariss_triggered_detection_time,hariss_triggered_local_cases,aww_to_hariss_escalation_lag,earliest_detection_time_ctt1,earliest_surveillance_type_ctt1,earliest_detection_time_ctt2,earliest_surveillance_type_ctt2,earliest_detection_time_triggered,earliest_surveillance_type_triggered,total_latent,total_infectious,total_detectable
119,Switzerland,2.0,4.0,0.008,0.04,69.42631770323315,95059.0,43.500000311326886,605.0,43.0,586.0,51.0,3098.0,43.0,586.0,56.50000085522382,8781.0,13.500000855223817,43.0,AWW,43.500000311326886,HARISS,43.0,AWW_escalation,187569.0,175462.0,390030.0
120,Switzerland,2.0,4.0,0.008,0.04,65.00938301706735,46633.0,47.500000500066335,1533.0,45.0,880.0,49.0,2516.0,45.0,880.0,50.50000072891429,2945.0,5.500000728914287,45.0,AWW,47.500000500066335,HARISS,45.0,AWW_escalation,187085.0,174857.0,390613.0
121,Switzerland,2.0,4.0,0.008,0.04,72.0528438611788,176520.0,50.50000069840335,4044.0,28.0,44.0,34.0,166.0,28.0,44.0,40.500000033322856,572.0,12.500000033322856,28.0,AWW,34.0,AWW,28.0,AWW_escalation,187688.0,175684.0,390915.0
122,Switzerland,2.0,4.0,0.008,0.04,65.8127771250552,56530.0,50.5000005006038,3500.0,35.0,138.0,17.0,2.0,16.0,2.0,44.50000057656297,1293.0,28.500000576562968,35.0,AWW,17.0,AWW,16.0,AWW_escalation,187063.0,175571.0,391016.0
123,Switzerland,2.0,4.0,0.008,0.04,65.33251320854961,47496.0,57.5000002698617,10801.0,39.0,266.0,49.0,2285.0,39.0,266.0,49.50000073194251,2426.0,10.500000731942507,39.0,AWW,49.0,AWW,39.0,AWW_escalation,187634.0,175610.0,390962.0
124,Switzerland,2.0,4.0,0.008,0.04,71.54566491963148,144239.0,54.500000589438194,6513.0,36.0,130.0,45.0,908.0,4.0,0.0,41.50000039717655,411.0,37.50000039717655,36.0,AWW,45.0,AWW,4.0,AWW_escalation,187491.0,175343.0,390921.0
125,Switzerland,2.0,4.0,0.008,0.04,65.47844275475822,50022.0,57.5000001206986,12116.0,25.0,44.0,42.0,943.0,25.0,44.0,56.50000080627994,9901.0,31.500000806279942,25.0,AWW,42.0,AWW,25.0,AWW_escalation,187246.0,175281.0,390382.0
126,Switzerland,2.0,4.0,0.008,0.04,77.77317814389974,482546.0,47.500000708126365,2271.0,43.0,1058.0,44.0,1171.0,3.0,0.0,54.500000915013146,7380.0,51.500000915013146,43.0,AWW,44.0,AWW,3.0,AWW_escalation,187007.0,175166.0,390377.0
127,Switzerland,2.0,4.0,0.008,0.04,66.84254571980065,64371.0,54.500000467104925,6715.0,44.0,992.0,50.0,2670.0,15.0,0.0,43.500000567294975,811.0,28.500000567294975,44.0,AWW,50.0,AWW,15.0,AWW_escalation,187444.0,175602.0,390440.0
128,Switzerland,2.0,4.0,0.008,0.04,66.32129863956027,56132.0,54.50000096671451,6138.0,48.0,1729.0,49.0,2026.0,5.0,0.0,56.500000053038576,8956.0,51.500000053038576,48.0,AWW,49.0,AWW,5.0,AWW_escalation,186627.0,175304.0,389608.0
