sample_id,times,detectable_imports,transmission_imports,local_cases,arrival_time,aww_detection_time,icu_detection_time
11,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 4, 0, 2, 4, 0, 2, 2, 1, 4, 4, 2, 4, 6, 4, 11, 12, 17, 15, 27, 21, 22, 35, 37, 44, 47, 58, 81, 98, 107, 135, 153, 189, 214]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 2, 0, 1, 0, 1, 1, 1, 1, 0, 2, 0, 1, 8, 1, 3, 2, 3, 3, 5, 8, 7, 7, 17, 10, 9, 20, 17, 25, 29, 43, 45, 50, 69, 75, 91, 101, 121, 176, 174, 205, 242, 341]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 4, 4, 5, 5, 8, 12, 14, 14, 16, 18, 21, 33, 41, 48, 54, 56, 70, 85, 103, 124, 147, 179, 213, 240, 283, 328, 396, 458, 543, 656, 796, 945, 1113, 1323, 1549]",3.0,35.0,65.80612977150066
12,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 3, 4, 2, 1, 1, 3, 5, 3, 9, 6, 2, 10, 7, 10, 5, 9, 16, 23, 26, 30, 39, 33, 45, 53, 58, 86, 104, 130, 135, 130, 186, 216]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 2, 3, 3, 4, 6, 2, 6, 10, 7, 7, 8, 12, 23, 18, 20, 23, 35, 31, 29, 40, 49, 71, 69, 80, 108, 104, 182, 205, 210, 237, 334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 2, 5, 6, 6, 6, 6, 6, 10, 11, 11, 11, 11, 14, 17, 19, 20, 20, 22, 30, 37, 42, 47, 56, 65, 79, 104, 123, 142, 164, 196, 243, 308, 365, 431, 512, 609, 694, 825, 959, 1158, 1364, 1614]",10.0,41.0,46.18274972533301
13,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1, 1, 1, 0, 0, 1, 4, 1, 4, 1, 3, 4, 4, 3, 8, 7, 12, 11, 10, 10, 14, 22, 22, 28, 37, 36, 52, 59, 79, 87, 92, 101, 120, 156, 178, 222]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 2, 4, 1, 4, 2, 3, 3, 4, 8, 7, 6, 6, 9, 14, 8, 12, 18, 24, 31, 28, 33, 42, 68, 64, 76, 92, 109, 120, 172, 184, 208, 219, 303]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 8, 10, 12, 16, 22, 27, 40, 58, 74, 91, 106, 126, 153, 193, 222, 267, 318, 369, 433, 525, 628, 757, 907, 1048, 1206, 1450]",19.0,48.0,47.84311397722789
14,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 3, 0, 2, 0, 3, 3, 4, 3, 3, 6, 7, 7, 15, 15, 9, 15, 26, 26, 28, 36, 51, 60, 66, 78, 81, 123, 125, 158, 182, 232]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 2, 1, 2, 3, 5, 7, 3, 10, 10, 8, 5, 8, 13, 19, 11, 19, 16, 32, 36, 38, 51, 59, 60, 68, 84, 114, 142, 151, 153, 212, 259, 305]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 3, 3, 3, 3, 3, 4, 5, 5, 7, 8, 12, 17, 25, 32, 40, 46, 63, 82, 94, 111, 127, 153, 193, 240, 280, 334, 398, 469, 574, 677, 810, 951, 1110, 1330]",12.0,48.0,68.66894403469543
15,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 2, 3, 2, 3, 4, 1, 4, 5, 0, 5, 6, 12, 14, 6, 13, 22, 22, 25, 35, 40, 39, 59, 67, 73, 77, 109, 148, 146, 191, 222]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0, 1, 3, 4, 2, 4, 6, 11, 7, 7, 12, 7, 19, 20, 33, 20, 34, 41, 46, 49, 67, 68, 99, 94, 148, 164, 184, 229, 230, 309]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 3, 5, 5, 6, 7, 9, 9, 12, 13, 14, 19, 21, 29, 30, 37, 48, 57, 80, 93, 109, 141, 187, 247, 308, 373, 472, 589, 710, 869, 1051, 1297]",16.0,39.0,57.78451207158567
16,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 2, 2, 1, 4, 2, 5, 3, 5, 10, 9, 10, 7, 7, 13, 16, 17, 22, 33, 29, 46, 52, 57, 66, 76, 90, 99, 137, 136, 166, 243]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 0, 1, 1, 4, 2, 3, 3, 2, 4, 5, 4, 7, 9, 6, 14, 16, 10, 15, 26, 36, 43, 47, 47, 81, 64, 91, 112, 125, 141, 187, 208, 254, 300]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 4, 4, 4, 5, 7, 9, 12, 12, 12, 16, 28, 35, 39, 44, 45, 52, 61, 78, 87, 103, 119, 130, 152, 190, 208, 240, 270, 305, 344, 399, 468, 545, 635, 714, 823, 983, 1175, 1372, 1615]",15.0,44.0,56.44549978210758
17,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 3, 1, 2, 4, 3, 4, 3, 1, 5, 3, 10, 7, 14, 14, 17, 21, 22, 37, 40, 39, 54, 52, 80, 78, 90, 109, 162, 144, 174, 245]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 3, 1, 3, 3, 1, 1, 1, 3, 7, 13, 5, 10, 12, 15, 20, 19, 19, 31, 18, 38, 55, 56, 71, 73, 90, 103, 116, 169, 207, 188, 240, 303]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 3, 3, 3, 3, 5, 6, 6, 6, 6, 8, 11, 13, 13, 13, 14, 14, 17, 19, 22, 26, 27, 31, 40, 48, 52, 59, 66, 73, 89, 106, 126, 144, 168, 199, 252, 303, 366, 422, 496, 561, 663, 815, 973, 1132, 1329, 1529]",4.0,44.0,70.5597810700653
18,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 2, 0, 2, 1, 1, 3, 1, 1, 3, 3, 5, 6, 3, 2, 10, 7, 14, 17, 18, 14, 28, 26, 18, 38, 48, 46, 68, 86, 96, 104, 132, 168, 206, 179]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 2, 0, 4, 2, 6, 3, 4, 10, 4, 12, 15, 13, 14, 14, 21, 25, 32, 56, 46, 55, 71, 69, 87, 97, 134, 147, 191, 206, 263, 313]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 3, 3, 3, 5, 6, 6, 11, 12, 13, 16, 18, 22, 27, 33, 37, 38, 54, 70, 92, 108, 131, 150, 185, 223, 275, 336, 415, 522, 641, 784, 960, 1137, 1340]",13.0,45.0,67.02248269145863
19,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 2, 1, 0, 2, 0, 2, 1, 6, 3, 2, 4, 2, 2, 6, 3, 11, 17, 12, 13, 15, 20, 25, 25, 33, 46, 50, 48, 82, 96, 82, 122, 126, 159, 172, 226]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 2, 0, 2, 1, 3, 3, 2, 1, 5, 8, 8, 13, 7, 2, 12, 15, 10, 19, 23, 27, 31, 56, 60, 62, 77, 100, 98, 122, 142, 176, 194, 271, 312]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 3, 5, 9, 12, 16, 20, 28, 41, 52, 72, 95, 108, 133, 173, 200, 238, 296, 347, 411, 492, 618, 742, 891, 1063, 1279]",22.0,38.0,55.20356848888759
20,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 3, 5, 4, 7, 5, 6, 9, 11, 9, 9, 13, 9, 19, 23, 22, 31, 42, 46, 49, 61, 88, 102, 112, 141, 140, 153, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 5, 1, 2, 2, 4, 5, 6, 5, 12, 11, 6, 9, 10, 15, 27, 22, 23, 26, 41, 49, 53, 52, 74, 101, 111, 126, 188, 178, 212, 238, 303]","[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 3, 4, 5, 5, 5, 5, 9, 10, 10, 10, 10, 10, 11, 15, 15, 15, 15, 16, 16, 19, 19, 19, 20, 21, 24, 34, 36, 39, 46, 54, 59, 67, 78, 93, 106, 125, 153, 172, 201, 232, 283, 339, 396, 477, 567, 658, 771, 934, 1117, 1351]",0.0,38.0,69.01324592176621
21,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 2, 1, 1, 1, 0, 2, 4, 3, 1, 4, 2, 5, 5, 6, 12, 13, 12, 16, 15, 19, 26, 24, 40, 36, 44, 75, 61, 82, 80, 125, 123, 149, 167, 210]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 2, 0, 4, 2, 2, 2, 2, 5, 5, 6, 8, 12, 5, 6, 16, 11, 14, 22, 35, 38, 32, 43, 63, 51, 96, 87, 93, 139, 162, 182, 251, 218, 287]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 4, 5, 5, 5, 7, 11, 15, 17, 18, 21, 24, 32, 41, 49, 54, 64, 76, 90, 106, 124, 139, 152, 186, 218, 257, 302, 353, 426, 506, 602, 709, 822, 963, 1142, 1357]",19.0,45.0,60.43292308087266
22,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 1, 0, 0, 2, 4, 3, 1, 3, 4, 2, 8, 4, 12, 14, 7, 9, 13, 18, 18, 16, 29, 31, 33, 46, 52, 68, 69, 74, 108, 130, 155, 174, 219]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 2, 0, 2, 2, 1, 2, 2, 4, 7, 6, 5, 5, 7, 12, 14, 7, 14, 21, 14, 27, 24, 22, 28, 41, 35, 64, 95, 101, 116, 113, 155, 159, 215, 245, 298]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 7, 8, 12, 12, 20, 30, 39, 45, 55, 65, 88, 115, 136, 163, 191, 225, 280, 337, 406, 480, 552, 646, 783, 964, 1159, 1395]",4.0,47.0,13.881734203307923
23,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 2, 3, 3, 1, 3, 2, 4, 5, 4, 4, 6, 5, 10, 7, 8, 9, 17, 29, 19, 26, 49, 36, 49, 64, 74, 79, 94, 125, 126, 162, 160, 233]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 2, 0, 3, 1, 5, 1, 3, 2, 6, 5, 6, 10, 11, 15, 10, 17, 15, 18, 36, 43, 45, 44, 61, 76, 78, 87, 119, 102, 136, 187, 216, 259, 307]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 4, 4, 8, 11, 15, 19, 23, 26, 33, 47, 54, 69, 88, 114, 136, 164, 213, 252, 316, 386, 491, 591, 706, 850, 1020, 1223, 1460]",23.0,40.0,65.50213120062655
24,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 3, 2, 3, 5, 3, 2, 3, 10, 4, 11, 13, 11, 19, 9, 14, 25, 27, 35, 35, 56, 64, 65, 76, 103, 110, 134, 154, 209, 224]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 2, 3, 2, 1, 4, 2, 3, 2, 5, 7, 7, 15, 7, 11, 17, 14, 12, 12, 35, 34, 34, 46, 42, 74, 83, 98, 99, 133, 148, 172, 209, 272, 274]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 10, 13, 15, 17, 26, 37, 47, 62, 73, 89, 117, 150, 180, 219, 267, 297, 350, 431, 516, 629, 746, 866, 976, 1160, 1380, 1660]",16.0,42.0,62.64252537968064
25,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 2, 3, 0, 1, 2, 1, 3, 3, 4, 3, 0, 7, 6, 6, 10, 9, 14, 18, 16, 20, 26, 41, 45, 44, 62, 60, 69, 91, 117, 135, 160, 194, 220]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 2, 1, 1, 1, 3, 2, 0, 2, 4, 1, 1, 6, 5, 9, 15, 22, 14, 21, 20, 30, 26, 38, 44, 37, 72, 79, 82, 121, 127, 171, 179, 191, 251, 295]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 9, 14, 18, 23, 27, 31, 33, 36, 45, 54, 62, 66, 77, 87, 107, 130, 169, 200, 251, 291, 351, 416, 506, 618, 741, 870, 1022, 1206, 1455]",14.0,25.0,46.248761855171246
